concept,label,categories_str,sources_str,certainty
apple,neg,is_round,mcrae,not_certain
ashtray,neg,is_round,mcrae,not_certain
ball,neg,round is_round,conceptnet mcrae,not_certain
balloon,neg,is_round,mcrae,not_certain
banana,neg,is_round,mcrae,not_certain
banjo,neg,is_round,mcrae,not_certain
barrel,neg,is_round,mcrae,not_certain
baton,neg,is_round,mcrae,not_certain
beets,neg,is_round,mcrae,not_certain
bin_(waste),neg,is_round,mcrae,not_certain
biscuit,neg,is_round,mcrae,not_certain
blueberry,neg,is_round,mcrae,not_certain
bowl,neg,is_round,mcrae,not_certain
bracelet,neg,is_round,mcrae,not_certain
bucket,neg,is_round,mcrae,not_certain
cabbage,neg,is_round,mcrae,not_certain
cantaloupe,neg,is_round,mcrae,not_certain
cap_(bottle),neg,is_round,mcrae,not_certain
world,neg,round square,conceptnet,not_certain
circle,neg,round,conceptnet,not_certain
planet_earth,neg,round,conceptnet,not_certain
balls,neg,round,conceptnet,not_certain
wheels,neg,round,conceptnet,not_certain
frisbees,neg,round,conceptnet,not_certain
basketball,neg,round,conceptnet,not_certain
planets,neg,round,conceptnet,not_certain
sphere,neg,round,conceptnet,not_certain
disk,neg,round,conceptnet,not_certain
all_planets,neg,round,conceptnet,not_certain
baseball,neg,round,conceptnet,not_certain
cds,neg,round,conceptnet,not_certain
circles,neg,round,conceptnet,not_certain
frisbee,neg,round,conceptnet,not_certain
globe,neg,round,conceptnet,not_certain
all_cds,neg,round,conceptnet,not_certain
ball_often,neg,round,conceptnet,not_certain
compact_disc,neg,round,conceptnet,not_certain
dartboards,neg,round,conceptnet,not_certain
egg,neg,round,conceptnet,not_certain
rooms,neg,round,conceptnet,not_certain
all_known_planets,neg,round,conceptnet,not_certain
apples_and_balloons,neg,round,conceptnet,not_certain
ball_bearings,neg,round,conceptnet,not_certain
beach_ball,neg,round,conceptnet,not_certain
button,neg,round,conceptnet,not_certain
columbus_demonstrated_earth,neg,round,conceptnet,not_certain
compact_discs,neg,round,conceptnet,not_certain
cross_section_of_carrot,neg,round,conceptnet,not_certain
football,neg,round,conceptnet,not_certain
manhole_cover,neg,round,conceptnet,not_certain
many_balls,neg,round,conceptnet,not_certain
marble,neg,round,conceptnet,not_certain
marbles,neg,round,conceptnet,not_certain
most_dinner_plates,neg,round,conceptnet,not_certain
oranges,neg,round,conceptnet,not_certain
oval,neg,round,conceptnet,not_certain
shape_tampoline,neg,round,conceptnet,not_certain
shpere,neg,round,conceptnet,not_certain
tables,neg,round square,conceptnet,not_certain
tarts,neg,round,conceptnet,not_certain
tennis_ball,neg,round,conceptnet,not_certain
tortillas,neg,round,conceptnet,not_certain
tree_trunk,neg,round,conceptnet,not_certain
chess_board,pos,square,conceptnet,not_certain
bedrooms,pos,square,conceptnet,not_certain
cube,pos,square,conceptnet,not_certain
disks,pos,square,conceptnet,not_certain
dressers,pos,square,conceptnet,not_certain
salt_granulars,pos,square,conceptnet,not_certain
laptop,pos,pos,manually_included,certain
table,pos,pos,manually_included,certain
newspaper,pos,pos,manually_included,certain
book,pos,pos,manually_included,certain
desk,pos,pos,manually_included,certain
,neg,neg,manually_included,certain
mug,neg,neg,manually_included,certain
carrot,neg,neg,manually_included,certain
pen,neg,neg,manually_included,certain
text,neg,neg_met,manually_included,certain
report,neg,neg_met,manually_included,certain
program,neg,neg_met,manually_included,certain
