concept,label,categories_str,sources_str,certainty
apple,pos,is_round is_round,mcrae manually_included,certain
ashtray,pos,is_round,mcrae,not_certain
ball,pos,round is_round,conceptnet mcrae,not_certain
balloon,pos,is_round,mcrae,not_certain
banana,pos,is_round,mcrae,not_certain
banjo,pos,is_round,mcrae,not_certain
barrel,pos,is_round,mcrae,not_certain
baton,pos,is_round,mcrae,not_certain
beets,pos,is_round,mcrae,not_certain
bin_(waste),pos,is_round,mcrae,not_certain
biscuit,pos,is_round,mcrae,not_certain
blueberry,pos,is_round,mcrae,not_certain
bowl,pos,is_round,mcrae,not_certain
bracelet,pos,is_round,mcrae,not_certain
bucket,pos,is_round,mcrae,not_certain
cabbage,pos,is_round,mcrae,not_certain
cantaloupe,pos,is_round,mcrae,not_certain
cap_(bottle),pos,is_round,mcrae,not_certain
world,pos,round square,conceptnet,not_certain
circle,pos,round,conceptnet,not_certain
planet_earth,pos,round,conceptnet,not_certain
balls,pos,round,conceptnet,not_certain
wheels,pos,round,conceptnet,not_certain
frisbees,pos,round,conceptnet,not_certain
basketball,pos,round,conceptnet,not_certain
planets,pos,round,conceptnet,not_certain
sphere,pos,round,conceptnet,not_certain
disk,pos,round,conceptnet,not_certain
all_planets,pos,round,conceptnet,not_certain
baseball,pos,round,conceptnet,not_certain
cds,pos,round,conceptnet,not_certain
circles,pos,round,conceptnet,not_certain
frisbee,pos,round,conceptnet,not_certain
globe,pos,round,conceptnet,not_certain
all_cds,pos,round,conceptnet,not_certain
ball_often,pos,round,conceptnet,not_certain
compact_disc,pos,round,conceptnet,not_certain
dartboards,pos,round,conceptnet,not_certain
egg,pos,round,conceptnet,not_certain
rooms,pos,round,conceptnet,not_certain
all_known_planets,pos,round,conceptnet,not_certain
apples_and_balloons,pos,round,conceptnet,not_certain
ball_bearings,pos,round,conceptnet,not_certain
beach_ball,pos,round,conceptnet,not_certain
button,pos,round,conceptnet,not_certain
columbus_demonstrated_earth,pos,round,conceptnet,not_certain
compact_discs,pos,round,conceptnet,not_certain
cross_section_of_carrot,pos,round,conceptnet,not_certain
football,pos,round,conceptnet,not_certain
manhole_cover,pos,round,conceptnet,not_certain
many_balls,pos,round,conceptnet,not_certain
marble,pos,round,conceptnet,not_certain
marbles,pos,round,conceptnet,not_certain
most_dinner_plates,pos,round,conceptnet,not_certain
oranges,pos,round,conceptnet,not_certain
oval,pos,round,conceptnet,not_certain
shape_tampoline,pos,round,conceptnet,not_certain
shpere,pos,round,conceptnet,not_certain
tables,pos,round square,conceptnet,not_certain
tarts,pos,round,conceptnet,not_certain
tennis_ball,pos,round,conceptnet,not_certain
tortillas,pos,round,conceptnet,not_certain
tree_trunk,pos,round,conceptnet,not_certain
chess_board,neg,square,conceptnet,not_certain
bedrooms,neg,square,conceptnet,not_certain
cube,neg,square,conceptnet,not_certain
disks,neg,square,conceptnet,not_certain
dressers,neg,square,conceptnet,not_certain
salt_granulars,neg,square,conceptnet,not_certain
lemon,pos,pos,manually_included,certain
pen,pos,pos,manually_included,certain
candle,pos,pos,manually_included,certain
,neg,neg_met,manually_included,certain
