concept,label,categories_str,sources_str,certainty
raven,pos,is_black,cslb veale_simile,not_certain
crow,pos,is_black,veale_simile,not_certain
coal,pos,is_black is_black,veale_simile manually_included,certain
coal_miner,pos,is_black,veale_simile,not_certain
thundercloud,pos,is_black,veale_simile,not_certain
sloe,pos,is_black,veale_simile,not_certain
panther,pos,is_black,cslb veale_simile,not_certain
cinder,pos,is_black,veale_simile,not_certain
bat,pos,is_black,veale_simile,not_certain
miner,pos,is_black,veale_simile,not_certain
rook,pos,is_black,veale_simile,not_certain
pot,pos,is_black,veale_simile,not_certain
pit,pos,is_black,veale_simile,not_certain
coal_mine,pos,is_black,veale_simile,not_certain
oven,pos,is_black,veale_simile,not_certain
nightmare,pos,is_black,veale_simile,not_certain
blackboard,pos,is_black,veale_simile,not_certain
crypt,pos,is_black,veale_simile,not_certain
night,pos,is_black black,conceptnet veale_simile,not_certain
ant,pos,is_red is_black,cslb mcrae,not_certain
bat_(animal),pos,is_black,cslb mcrae,not_certain
bear,pos,is_black,cslb mcrae,not_certain
bee,pos,is_yellow is_black,cslb,not_certain
beetle,pos,is_black,cslb mcrae,not_certain
calf,pos,is_black,cslb,not_certain
clarinet,pos,is_black,cslb,not_certain
cloak,pos,is_black,cslb,not_certain
cockroach,pos,is_black,cslb,not_certain
coffee,pos,is_black is_black,cslb manually_included,certain
cow,pos,is_black,cslb,not_certain
currant,pos,is_red is_black,cslb,not_certain
flea,pos,is_black,cslb,not_certain
football,pos,is_black,cslb,not_certain
gorilla,pos,is_black,cslb,not_certain
gown,pos,is_black,cslb,not_certain
hair,pos,is_red is_black is_red is_black,cslb manually_included,certain
hornet,pos,is_yellow is_black,cslb,not_certain
housefly,pos,is_black,cslb,not_certain
jeans,pos,is_blue is_black,cslb,not_certain
ladybird,pos,is_red is_black,cslb,not_certain
lantern,pos,is_black,cslb,not_certain
leopard,pos,is_yellow is_black,cslb,not_certain
limousine,pos,is_black,cslb,not_certain
magpie,pos,is_black,cslb,not_certain
millipede,pos,is_black,cslb,not_certain
mussel,pos,is_black,cslb,not_certain
newspaper,pos,is_black,cslb,not_certain
olive,pos,is_green is_black,cslb,not_certain
pelican,pos,is_black,cslb,not_certain
penguin,pos,is_black,cslb,not_certain
piano,pos,is_black,cslb,not_certain
poppy,pos,is_red is_black,cslb veale_simile,not_certain
prune,pos,is_black,cslb,not_certain
raccoon,pos,is_black,cslb,not_certain
raisin,pos,is_black,cslb,not_certain
recorder,pos,is_black,cslb,not_certain
rhino,pos,is_black,cslb,not_certain
scorpion,pos,is_black,cslb,not_certain
sheep,pos,is_black,cslb,not_certain
skunk,pos,is_black,cslb,not_certain
slug,pos,is_black,cslb,not_certain
spider,pos,is_black,cslb,not_certain
starling,pos,is_black,cslb,not_certain
stockings,pos,is_black,cslb,not_certain
suit,pos,is_black,cslb,not_certain
tarantula,pos,is_black,cslb,not_certain
taxi,pos,is_yellow is_black,cslb,not_certain
tiger,pos,is_black,cslb,not_certain
tights,pos,is_black,cslb,not_certain
tyre,pos,is_black,cslb,not_certain
wand,pos,is_black,cslb,not_certain
wasp,pos,is_yellow is_black,cslb,not_certain
wetsuit,pos,is_black,cslb,not_certain
zebra,pos,is_black,cslb,not_certain
blackbird,pos,is_black,mcrae,not_certain
board_(black),pos,is_green is_black,mcrae,not_certain
boots,pos,is_black,mcrae,not_certain
bra,pos,is_black,mcrae,not_certain
buzzard,pos,is_black,mcrae,not_certain
cannon,pos,is_black,mcrae,not_certain
cape,pos,is_black,mcrae,not_certain
lemon,neg,is_yellow,cslb veale_simile,not_certain
banana,neg,is_green is_yellow yellow,cslb conceptnet mcrae veale_simile,not_certain
buttercup,neg,is_yellow,cslb veale_simile,not_certain
sunflower,neg,is_yellow,cslb veale_simile,not_certain
daffodil,neg,is_yellow,cslb veale_simile,not_certain
sunbeam,neg,is_yellow,veale_simile,not_certain
egg_yolk,neg,is_yellow,veale_simile,not_certain
saffron,neg,is_yellow,veale_simile,not_certain
sun,neg,is_yellow is_yellow,veale_simile manually_included,certain
dandelion,neg,is_yellow,cslb veale_simile,not_certain
banana_peel,neg,is_yellow,veale_simile,not_certain
apricot,neg,is_yellow,cslb,not_certain
beer,neg,is_yellow,cslb,not_certain
budgie,neg,is_green is_yellow is_blue,cslb mcrae,not_certain
butter,neg,is_yellow yellow,cslb conceptnet,not_certain
canary,neg,is_yellow,cslb mcrae,not_certain
champagne,neg,is_yellow,cslb,not_certain
cheese,neg,is_yellow,cslb,not_certain
cheetah,neg,is_yellow,cslb,not_certain
cider,neg,is_yellow,cslb,not_certain
corn,neg,is_yellow,cslb,not_certain
courgette,neg,is_green is_yellow,cslb,not_certain
crane_(equipment),neg,is_yellow,cslb,not_certain
daisy,neg,is_yellow,cslb,not_certain
giraffe,neg,is_yellow,cslb,not_certain
goldfish,neg,is_yellow,cslb,not_certain
grapefruit,neg,is_yellow is_red,cslb,not_certain
lion,neg,is_yellow,cslb,not_certain
locust,neg,is_yellow,cslb,not_certain
mango,neg,is_green is_yellow,cslb,not_certain
marigold,neg,is_yellow,cslb,not_certain
melon,neg,is_green is_yellow,cslb,not_certain
nectarine,neg,is_yellow is_red,cslb,not_certain
pansy,neg,is_yellow,cslb,not_certain
peach,neg,is_yellow,cslb,not_certain
pineapple,neg,is_green is_yellow,cslb,not_certain
plum,neg,is_yellow,cslb,not_certain
pyramid,neg,is_yellow,cslb,not_certain
sandpaper,neg,is_yellow,cslb,not_certain
apple,neg,red is_green is_yellow green is_red,cslb conceptnet mcrae veale_simile,not_certain
beans,neg,is_green is_yellow,mcrae,not_certain
beehive,neg,is_yellow,mcrae,not_certain
bus,neg,is_yellow is_red,cslb mcrae,not_certain
beetroot,neg,is_red,veale_simile,not_certain
beet,neg,is_red,veale_simile,not_certain
lobster,neg,is_red,cslb veale_simile,not_certain
tomato,neg,is_green is_red,cslb veale_simile,not_certain
strawberry,neg,is_red,cslb veale_simile,not_certain
pomegranate,neg,is_red,veale_simile,not_certain
radish,neg,is_red,cslb veale_simile,not_certain
berry,neg,is_red,veale_simile,not_certain
peony,neg,is_red,veale_simile,not_certain
plum_pudding,neg,is_red,veale_simile,not_certain
pepper,neg,is_red black,conceptnet veale_simile,not_certain
raspberry,neg,is_red,cslb veale_simile,not_certain
cherry,neg,is_red,cslb veale_simile,not_certain
ground_cherry,neg,is_red,veale_simile,not_certain
rooster,neg,is_red,veale_simile,not_certain
candy_apple,neg,is_red,veale_simile,not_certain
fire_hydrant,neg,is_red,veale_simile,not_certain
fox,neg,is_red,cslb veale_simile,not_certain
flame,neg,is_red,veale_simile,not_certain
ruby,neg,red is_red,conceptnet veale_simile,not_certain
beefsteak_tomato,neg,is_red,veale_simile,not_certain
rose,neg,red is_red,cslb conceptnet veale_simile,not_certain
herring,neg,is_red,cslb veale_simile,not_certain
indian,neg,is_red,veale_simile,not_certain
brick,neg,is_red,cslb mcrae,not_certain
cabbage,neg,is_green is_red,cslb mcrae,not_certain
carnation,neg,is_red,cslb,not_certain
crab,neg,is_red,cslb,not_certain
geranium,neg,is_red,cslb,not_certain
grape,neg,is_green green is_red,cslb conceptnet,not_certain
heart,neg,is_red,cslb,not_certain
jam,neg,is_red,cslb,not_certain
jelly,neg,is_green is_red,cslb,not_certain
ketchup,neg,is_red,cslb,not_certain
lips,neg,is_red,cslb,not_certain
lipstick,neg,is_red,cslb,not_certain
onion,neg,is_red,cslb,not_certain
rhubarb,neg,is_green is_red,cslb,not_certain
robin,neg,is_red,cslb,not_certain
squirrel,neg,is_red,cslb,not_certain
tongue,neg,is_red,cslb,not_certain
watermelon,neg,is_green is_red,cslb,not_certain
wine,neg,is_red,cslb,not_certain
ambulance,neg,is_red,mcrae,not_certain
barn,neg,is_red,mcrae,not_certain
beets,neg,is_red,mcrae,not_certain
bow_(ribbon),neg,is_red,mcrae,not_certain
blueberry,neg,blue is_blue,cslb conceptnet mcrae veale_simile,not_certain
iceberg,neg,is_blue,veale_simile,not_certain
kingfisher,neg,is_green is_blue,cslb veale_simile,not_certain
lark,neg,is_blue,veale_simile,not_certain
lagoon,neg,is_blue,veale_simile,not_certain
pilot_light,neg,is_blue,veale_simile,not_certain
dolphin,neg,is_blue,cslb veale_simile,not_certain
sky,neg,blue is_blue,conceptnet veale_simile,not_certain
jay,neg,is_blue,veale_simile,not_certain
eye,neg,is_green is_blue,cslb,not_certain
peacock,neg,is_green is_blue,cslb,not_certain
whale,neg,is_blue,cslb,not_certain
bluejay,neg,is_blue,mcrae,not_certain
alligator,neg,is_green,cslb mcrae,not_certain
artichoke,neg,is_green,cslb,not_certain
asparagus,neg,is_green,cslb mcrae,not_certain
aubergine,neg,is_green,cslb,not_certain
avocado,neg,is_green,cslb mcrae,not_certain
bean,neg,is_green,cslb,not_certain
broccoli,neg,is_green green,cslb conceptnet mcrae,not_certain
brussel_sprouts,neg,is_green,cslb,not_certain
caterpillar,neg,is_green,cslb,not_certain
celery,neg,is_green,cslb,not_certain
cricket,neg,is_green,cslb,not_certain
crocodile,neg,is_green,cslb,not_certain
cucumber,neg,is_green,cslb,not_certain
elm,neg,is_green,cslb,not_certain
eucalyptus,neg,is_green,cslb,not_certain
fern,neg,is_green,cslb,not_certain
fir,neg,is_green,cslb,not_certain
frog,neg,is_green green,cslb conceptnet,not_certain
gherkin,neg,is_green,cslb,not_certain
grasshopper,neg,is_green,cslb,not_certain
hose,neg,is_green,cslb,not_certain
iguana,neg,is_green,cslb,not_certain
jeep,neg,is_green,cslb,not_certain
kiwi_fruit,neg,is_green,cslb,not_certain
leek,neg,is_green,cslb,not_certain
lettuce,neg,is_green,cslb,not_certain
lime,neg,is_green,cslb,not_certain
lizard,neg,is_green,cslb,not_certain
moss,neg,is_green,cslb,not_certain
parka,neg,is_green,cslb,not_certain
parsley,neg,is_green,cslb,not_certain
pear,neg,is_green,cslb,not_certain
peas,neg,is_green green,cslb conceptnet,not_certain
pine,neg,is_green,cslb,not_certain
seaweed,neg,is_green,cslb,not_certain
spinach,neg,is_green,cslb,not_certain
stick_insect,neg,is_green,cslb,not_certain
sycamore,neg,is_green,cslb,not_certain
tank,neg,is_green,cslb,not_certain
toad,neg,is_green,cslb,not_certain
tortoise,neg,is_green,cslb,not_certain
turtle,neg,is_green,cslb,not_certain
willow,neg,is_green,cslb,not_certain
bottle,neg,is_green,mcrae,not_certain
ink,pos,black,conceptnet,not_certain
tires,pos,black,conceptnet,not_certain
cats,pos,black,conceptnet,not_certain
dog,pos,black,conceptnet,not_certain
pupil_of_human_eye,pos,black,conceptnet,not_certain
