concept,label,categories_str,sources_str,certainty
beer,neg,is_cold,cslb,not_certain
fridge,neg,is_cold,cslb,not_certain
ice_cream,neg,is_cold is_cold,cslb manually_included,certain
lemonade,neg,is_cold,cslb,not_certain
soup,neg,is_warm is_cold is_warm is_cold,cslb manually_included,certain
tea,neg,is_cold,cslb,not_certain
basement,neg,is_cold,mcrae,not_certain
winter,neg,cold,conceptnet,not_certain
canada,neg,cold,conceptnet,not_certain
in_winter,neg,cold,conceptnet,not_certain
north_pole,neg,cold,conceptnet,not_certain
space,neg,cold,conceptnet,not_certain
vinyl,neg,cold,conceptnet,not_certain
water_in_river,neg,cold,conceptnet,not_certain
alaska,neg,cold,conceptnet,not_certain
all_temperatures_below_zero,neg,cold,conceptnet,not_certain
another_way_to_say_bob,neg,cold,conceptnet,not_certain
bob,neg,cold,conceptnet,not_certain
cooling_device,neg,cold,conceptnet,not_certain
crisp_air_occurs_when_air,neg,cold,conceptnet,not_certain
dead_bodies,neg,cold,conceptnet,not_certain
during_most_winters_weather,neg,cold,conceptnet,not_certain
feel_bad_whel_feet,neg,cold,conceptnet,not_certain
frigid_air,neg,cold,conceptnet,not_certain
frozen_enchiladas,neg,cold,conceptnet,not_certain
ice_and_winters,neg,cold,conceptnet,not_certain
ice,neg,cold cool cold cool,conceptnet manually_included,certain
icecream,neg,cold,conceptnet,not_certain
icicles,neg,cold,conceptnet,not_certain
if_lacks_heat,neg,cold,conceptnet,not_certain
liquid_nitrogen,neg,cold,conceptnet,not_certain
moon,neg,cold,conceptnet,not_certain
noses,neg,cold,conceptnet,not_certain
ocean_water,neg,cold,conceptnet,not_certain
people,neg,cold,conceptnet,not_certain
people_go_inside_buildings_when,neg,cold,conceptnet,not_certain
people_wear_hats_when,neg,cold,conceptnet,not_certain
person_can_notice,neg,cold,conceptnet,not_certain
refrigerator_freezer,neg,cold,conceptnet,not_certain
river,neg,cold cool,conceptnet,not_certain
snow_falls_from_sky_when_weather,neg,cold,conceptnet,not_certain
snow_falls_when,neg,cold,conceptnet,not_certain
snowflakes_fall_when,neg,cold,conceptnet,not_certain
snow_not_hot_snow,neg,cold,conceptnet,not_certain
snows_when_temperature,neg,cold,conceptnet,not_certain
stars_hot_planets,neg,cold,conceptnet,not_certain
stethoscopes,neg,cold,conceptnet,not_certain
tile,neg,cold,conceptnet,not_certain
toes,neg,cold,conceptnet,not_certain
water,neg,cold cold,conceptnet manually_included,certain
winetrs,neg,cold,conceptnet,not_certain
bed,pos,is_warm,cslb mcrae,not_certain
boots,pos,is_warm,cslb,not_certain
cape,pos,is_warm,cslb,not_certain
cloak,pos,is_warm,cslb,not_certain
coat,pos,is_warm is_warm,cslb manually_included,certain
coffee,pos,is_warm,cslb,not_certain
dressing_gown,pos,is_warm,cslb,not_certain
earmuffs,pos,is_warm,cslb,not_certain
gloves,pos,is_warm,cslb,not_certain
jacket,pos,is_warm,cslb,not_certain
mittens,pos,is_warm,cslb,not_certain
parka,pos,is_warm,cslb,not_certain
pyjamas,pos,is_warm,cslb,not_certain
robe,pos,is_warm,cslb,not_certain
scarf,pos,is_warm,cslb,not_certain
shawl,pos,is_warm,cslb,not_certain
slippers,pos,is_warm,cslb,not_certain
sock,pos,is_warm,cslb,not_certain
stockings,pos,is_warm,cslb,not_certain
sweater,pos,is_warm,cslb,not_certain
tights,pos,is_warm,cslb,not_certain
cap_(hat),pos,is_warm,mcrae,not_certain
sun,pos,warm,conceptnet,not_certain
sunny_days,pos,warm,conceptnet,not_certain
comforter,pos,warm,conceptnet,not_certain
head,pos,warm,conceptnet,not_certain
heat,pos,warm,conceptnet,not_certain
in_many_climats_summer,pos,warm,conceptnet,not_certain
pee,pos,warm,conceptnet,not_certain
pound,pos,warm,conceptnet,not_certain
snow_does_not_fall_when,pos,warm,conceptnet,not_certain
snow_melts_when,pos,warm,conceptnet,not_certain
sometimes_water_in_ocean,pos,warm,conceptnet,not_certain
woolen_fabric,pos,warm,conceptnet,not_certain
surfboard,neg,is_cool,cslb,not_certain
blowjobs,neg,cool,conceptnet,not_certain
codes,neg,cool,conceptnet,not_certain
dad,neg,cool,conceptnet,not_certain
dragons,neg,cool,conceptnet,not_certain
electricty,neg,cool,conceptnet,not_certain
forests,neg,cool,conceptnet,not_certain
fun,neg,cool,conceptnet,not_certain
golumb_rulers,neg,cool,conceptnet,not_certain
hehehehehehe_horses,neg,cool,conceptnet,not_certain
hot_air_balloons,neg,cool,conceptnet,not_certain
hot_women_think,neg,cool,conceptnet,not_certain
inside_of_refrigerator,neg,cool,conceptnet,not_certain
lawnmower_man,neg,cool,conceptnet,not_certain
mit,neg,cool,conceptnet,not_certain
moderm_stuff,neg,cool,conceptnet,not_certain
mozilla,neg,cool,conceptnet,not_certain
swords,neg,cool,conceptnet,not_certain
telephones,neg,cool,conceptnet,not_certain
,neg,neg,manually_included,certain
feelings,pos,pos_met,manually_included,certain
atmosphere,pos,pos_met,manually_included,certain
bikini,neg,neg,manually_included,certain
idea,neg,neg_met,manually_included,certain
thought,neg,neg_met,manually_included,certain
argument,neg,neg_met,manually_included,certain
