concept,label,categories_str,sources_str,certainty
bath,neg,is_hot,cslb,not_certain
candle,neg,is_hot,cslb,not_certain
coffee,neg,is_hot hot,cslb conceptnet,not_certain
coffee_machine,neg,is_hot,cslb,not_certain
coffee_pot,neg,is_hot,cslb,not_certain
kettle,neg,is_hot,cslb,not_certain
mug,neg,is_hot,cslb,not_certain
oven,neg,is_hot,cslb,not_certain
pie,neg,is_hot,cslb,not_certain
soup,neg,is_hot is_cold is_hot is_cold,cslb manually_included,certain
stove,neg,is_hot hot,cslb conceptnet,not_certain
tea,neg,is_hot is_cold is_hot is_cold,cslb manually_included,certain
toaster,neg,is_hot,cslb,not_certain
steam,neg,hot,conceptnet,not_certain
baking_oven,neg,hot,conceptnet,not_certain
boiling_water,neg,hot,conceptnet,not_certain
flame,neg,hot,conceptnet,not_certain
lava,neg,hot,conceptnet,not_certain
fire,neg,hot hot,conceptnet manually_included,certain
lightning,neg,hot,conceptnet,not_certain
steam_pipes,neg,hot,conceptnet,not_certain
almost_all_liquid_metals,neg,hot,conceptnet,not_certain
child_can_reason_fire,neg,hot,conceptnet,not_certain
cindy,neg,hot,conceptnet,not_certain
cup_holds_liquids_and_liquids,neg,hot,conceptnet,not_certain
fireplaces,neg,hot,conceptnet,not_certain
glowing_things,neg,hot,conceptnet,not_certain
hand_can_feel,neg,hot,conceptnet,not_certain
indian_curry,neg,hot,conceptnet,not_certain
in_italy,neg,hot,conceptnet,not_certain
inside_of_earth,neg,hot,conceptnet,not_certain
interior_of_earth,neg,hot,conceptnet,not_certain
jungles,neg,hot,conceptnet,not_certain
molten_lava,neg,hot,conceptnet,not_certain
people_feel_sleepier_when_weather,neg,hot,conceptnet,not_certain
people_sweat_more_when,neg,hot,conceptnet,not_certain
people_want_air_conditioning_when,neg,hot,conceptnet,not_certain
people_wear_less_clothing_when,neg,hot,conceptnet,not_certain
person_wants_water_when,neg,hot,conceptnet,not_certain
summertime,neg,hot,conceptnet,not_certain
things_burning,neg,hot,conceptnet,not_certain
tropical_regians,neg,hot,conceptnet,not_certain
venus,neg,hot,conceptnet,not_certain
winter_generally_cold_and_summer,neg,hot,conceptnet,not_certain
beer,pos,is_cold,cslb,not_certain
fridge,pos,is_cold,cslb,not_certain
ice_cream,pos,is_cold is_cold,cslb manually_included,certain
lemonade,pos,is_cold,cslb,not_certain
basement,pos,is_cold,mcrae,not_certain
winter,pos,cold,conceptnet,not_certain
canada,pos,cold,conceptnet,not_certain
in_winter,pos,cold,conceptnet,not_certain
north_pole,pos,cold,conceptnet,not_certain
space,pos,cold,conceptnet,not_certain
vinyl,pos,cold,conceptnet,not_certain
water_in_river,pos,cold,conceptnet,not_certain
alaska,pos,cold,conceptnet,not_certain
all_temperatures_below_zero,pos,cold,conceptnet,not_certain
another_way_to_say_bob,pos,cold,conceptnet,not_certain
bob,pos,cold,conceptnet,not_certain
cooling_device,pos,cold,conceptnet,not_certain
crisp_air_occurs_when_air,pos,cold,conceptnet,not_certain
dead_bodies,pos,cold,conceptnet,not_certain
during_most_winters_weather,pos,cold,conceptnet,not_certain
feel_bad_whel_feet,pos,cold,conceptnet,not_certain
frigid_air,pos,cold,conceptnet,not_certain
frozen_enchiladas,pos,cold,conceptnet,not_certain
ice_and_winters,pos,cold,conceptnet,not_certain
ice,pos,cold,conceptnet,not_certain
icecream,pos,cold,conceptnet,not_certain
icicles,pos,cold,conceptnet,not_certain
if_lacks_heat,pos,cold,conceptnet,not_certain
liquid_nitrogen,pos,cold,conceptnet,not_certain
moon,pos,cold,conceptnet,not_certain
noses,pos,cold,conceptnet,not_certain
ocean_water,pos,cold,conceptnet,not_certain
people,pos,cold,conceptnet,not_certain
people_go_inside_buildings_when,pos,cold,conceptnet,not_certain
people_wear_hats_when,pos,cold,conceptnet,not_certain
person_can_notice,pos,cold,conceptnet,not_certain
refrigerator_freezer,pos,cold,conceptnet,not_certain
river,pos,cold,conceptnet,not_certain
snow_falls_from_sky_when_weather,pos,cold,conceptnet,not_certain
snow_falls_when,pos,cold,conceptnet,not_certain
snowflakes_fall_when,pos,cold,conceptnet,not_certain
snow_not_hot_snow,pos,cold,conceptnet,not_certain
snows_when_temperature,pos,cold,conceptnet,not_certain
stars_hot_planets,pos,cold,conceptnet,not_certain
stethoscopes,pos,cold,conceptnet,not_certain
tile,pos,cold,conceptnet,not_certain
toes,pos,cold,conceptnet,not_certain
water,pos,cold cold,conceptnet manually_included,certain
winetrs,pos,cold,conceptnet,not_certain
snow,pos,pos,manually_included,certain
,pos,pos_met,manually_included,certain
hatred,pos,pos_met,manually_included,certain
atmosphere,pos,pos_met,manually_included,certain
heating,neg,neg,manually_included,certain
love,neg,neg_met,manually_included,certain
idea,neg,neg_met,manually_included,certain
problem,neg,neg_met,manually_included,certain
happiness,neg,neg_met,manually_included,certain
