concept,label,categories_str,sources_str,certainty
bus,pos,is_yellow is_red,cslb mcrae cslb_crowd_pos,certain
daffodil,neg,is_yellow is_red,cslb cslb_crowd_neg veale_simile,certain
beetroot,pos,is_red,veale_simile,not_certain
beet,pos,is_red,veale_simile,not_certain
lobster,pos,is_red,cslb veale_simile,not_certain
tomato,pos,is_green is_red is_green is_red,cslb veale_simile manually_included,certain
strawberry,pos,is_red is_red,cslb veale_simile manually_included,certain
pomegranate,pos,is_red,veale_simile,not_certain
radish,pos,is_red,cslb veale_simile,not_certain
poppy,pos,is_black is_red,cslb veale_simile,not_certain
berry,pos,is_red,veale_simile,not_certain
peony,pos,is_red,veale_simile,not_certain
apple,pos,red is_green is_yellow green is_red,cslb conceptnet mcrae veale_simile,not_certain
plum_pudding,pos,is_red,veale_simile,not_certain
pepper,pos,is_red black,conceptnet veale_simile,not_certain
raspberry,pos,is_red,cslb veale_simile,not_certain
cherry,pos,is_red,cslb veale_simile,not_certain
ground_cherry,pos,is_red,veale_simile,not_certain
rooster,pos,is_red,veale_simile,not_certain
candy_apple,pos,is_red,veale_simile,not_certain
fire_hydrant,pos,is_red,veale_simile,not_certain
fox,pos,is_red,cslb veale_simile,not_certain
flame,pos,is_red,veale_simile,not_certain
ruby,pos,red is_red,conceptnet veale_simile,not_certain
beefsteak_tomato,pos,is_red,veale_simile,not_certain
rose,pos,red is_red,cslb conceptnet veale_simile,not_certain
herring,pos,is_red,cslb veale_simile,not_certain
indian,pos,is_red,veale_simile,not_certain
ant,pos,is_black is_red,cslb mcrae,not_certain
brick,pos,is_red,cslb mcrae,not_certain
cabbage,pos,is_green is_red,cslb mcrae,not_certain
carnation,pos,is_red,cslb,not_certain
crab,pos,is_red,cslb,not_certain
currant,pos,is_black is_red,cslb,not_certain
geranium,pos,is_red,cslb,not_certain
grape,pos,is_green green is_red,cslb conceptnet,not_certain
grapefruit,pos,is_yellow is_red,cslb,not_certain
hair,pos,is_black is_red,cslb,not_certain
heart,pos,is_red,cslb,not_certain
jam,pos,is_red,cslb,not_certain
jelly,pos,is_green is_red,cslb,not_certain
ketchup,pos,is_red,cslb,not_certain
ladybird,pos,is_black is_red,cslb,not_certain
lips,pos,is_red,cslb,not_certain
lipstick,pos,is_red,cslb,not_certain
nectarine,pos,is_yellow is_red,cslb,not_certain
onion,pos,is_red,cslb,not_certain
rhubarb,pos,is_green is_red,cslb,not_certain
robin,pos,is_red,cslb,not_certain
squirrel,pos,is_red,cslb,not_certain
tongue,pos,is_red,cslb,not_certain
watermelon,pos,is_green is_red,cslb,not_certain
wine,pos,is_red,cslb,not_certain
ambulance,pos,is_red,mcrae,not_certain
barn,pos,is_red,mcrae,not_certain
beets,pos,is_red,mcrae,not_certain
bow_(ribbon),pos,is_red,mcrae,not_certain
alligator,neg,is_green,cslb mcrae,not_certain
artichoke,neg,is_green,cslb,not_certain
asparagus,neg,is_green,cslb mcrae,not_certain
aubergine,neg,is_green,cslb,not_certain
avocado,neg,is_green,cslb mcrae,not_certain
banana,neg,is_green is_yellow yellow,cslb conceptnet mcrae veale_simile,not_certain
bean,neg,is_green,cslb,not_certain
broccoli,neg,is_green green,cslb conceptnet mcrae,not_certain
brussel_sprouts,neg,is_green,cslb,not_certain
caterpillar,neg,is_green,cslb,not_certain
celery,neg,is_green,cslb,not_certain
courgette,neg,is_green is_yellow,cslb,not_certain
cricket,neg,is_green,cslb,not_certain
crocodile,neg,is_green,cslb,not_certain
cucumber,neg,is_green,cslb,not_certain
elm,neg,is_green,cslb,not_certain
eucalyptus,neg,is_green,cslb,not_certain
eye,neg,is_green is_blue,cslb,not_certain
fern,neg,is_green,cslb,not_certain
fir,neg,is_green,cslb,not_certain
frog,neg,is_green green,cslb conceptnet,not_certain
gherkin,neg,is_green,cslb,not_certain
grasshopper,neg,is_green,cslb,not_certain
hose,neg,is_green,cslb,not_certain
iguana,neg,is_green,cslb,not_certain
jeep,neg,is_green,cslb,not_certain
kingfisher,neg,is_green is_blue,cslb veale_simile,not_certain
kiwi_fruit,neg,is_green,cslb,not_certain
leek,neg,is_green,cslb,not_certain
lettuce,neg,is_green,cslb,not_certain
lime,neg,is_green,cslb,not_certain
lizard,neg,is_green,cslb,not_certain
mango,neg,is_green is_yellow,cslb,not_certain
melon,neg,is_green is_yellow,cslb,not_certain
moss,neg,is_green,cslb,not_certain
olive,neg,is_green is_black,cslb,not_certain
parka,neg,is_green,cslb,not_certain
parsley,neg,is_green,cslb,not_certain
peacock,neg,is_green is_blue,cslb,not_certain
pear,neg,is_green,cslb,not_certain
peas,neg,is_green green,cslb conceptnet,not_certain
pine,neg,is_green,cslb,not_certain
pineapple,neg,is_green is_yellow,cslb,not_certain
seaweed,neg,is_green,cslb,not_certain
spinach,neg,is_green,cslb,not_certain
stick_insect,neg,is_green,cslb,not_certain
sycamore,neg,is_green,cslb,not_certain
tank,neg,is_green,cslb,not_certain
toad,neg,is_green,cslb,not_certain
tortoise,neg,is_green,cslb,not_certain
turtle,neg,is_green,cslb,not_certain
willow,neg,is_green,cslb,not_certain
beans,neg,is_green is_yellow,mcrae,not_certain
board_(black),neg,is_green is_black,mcrae,not_certain
bottle,neg,is_green,mcrae,not_certain
budgie,neg,is_green is_yellow is_blue,cslb mcrae,not_certain
lemon,neg,is_yellow,cslb veale_simile,not_certain
buttercup,neg,is_yellow,cslb veale_simile,not_certain
sunflower,neg,is_yellow,cslb veale_simile,not_certain
sunbeam,neg,is_yellow,veale_simile,not_certain
egg_yolk,neg,is_yellow,veale_simile,not_certain
saffron,neg,is_yellow,veale_simile,not_certain
sun,neg,is_yellow,veale_simile,not_certain
dandelion,neg,is_yellow,cslb veale_simile,not_certain
banana_peel,neg,is_yellow,veale_simile,not_certain
apricot,neg,is_yellow,cslb,not_certain
bee,neg,is_yellow is_black,cslb,not_certain
beer,neg,is_yellow,cslb,not_certain
butter,neg,is_yellow yellow,cslb conceptnet,not_certain
canary,neg,is_yellow,cslb mcrae,not_certain
champagne,neg,is_yellow,cslb,not_certain
cheese,neg,is_yellow,cslb,not_certain
cheetah,neg,is_yellow,cslb,not_certain
cider,neg,is_yellow,cslb,not_certain
corn,neg,is_yellow,cslb,not_certain
crane_(equipment),neg,is_yellow,cslb,not_certain
daisy,neg,is_yellow,cslb,not_certain
giraffe,neg,is_yellow,cslb,not_certain
goldfish,neg,is_yellow,cslb,not_certain
hornet,neg,is_yellow is_black,cslb,not_certain
leopard,neg,is_yellow is_black,cslb,not_certain
lion,neg,is_yellow,cslb,not_certain
locust,neg,is_yellow,cslb,not_certain
marigold,neg,is_yellow,cslb,not_certain
pansy,neg,is_yellow,cslb,not_certain
peach,neg,is_yellow,cslb,not_certain
plum,neg,is_yellow,cslb,not_certain
pyramid,neg,is_yellow,cslb,not_certain
sandpaper,neg,is_yellow,cslb,not_certain
taxi,neg,is_yellow is_black,cslb,not_certain
wasp,neg,is_yellow is_black,cslb,not_certain
beehive,neg,is_yellow,mcrae,not_certain
blueberry,neg,blue is_blue blue is_blue,cslb conceptnet mcrae veale_simile manually_included,certain
iceberg,neg,is_blue,veale_simile,not_certain
lark,neg,is_blue,veale_simile,not_certain
lagoon,neg,is_blue,veale_simile,not_certain
pilot_light,neg,is_blue,veale_simile,not_certain
dolphin,neg,is_blue,cslb veale_simile,not_certain
