label,categories_str,sources_str,certainty,cosine_centroid,manual_coarse_grained,space_selection,qumcrae_label,word,lemma,wiki_frequency,word_in_wn?,word_noun_in_wn?,word_noun_spacy?,n_navigli_clusters,n_onto_senses_n_v,n_wn_senses,min_wn_sim_wup,av_sim_wup,polysemy_type,mipvu,wn_abs_conc,filter,conc,fam,aoa
neg,neg,manually_included,certain,0.3319502635,-,True,-,man,man,518336,True,True,True,4,14,13,0.2222222222222222,0.5246300103987384,homonyms_only_different_pos,met non-met,abs-conc-n,True,618,623,
neg,neg,manually_included,certain,0.3044513925,-,True,-,actor,actor,178684,True,True,True,1,0,2,0.6666666666666666,0.6666666666666666,poly,non-met,conc,True,,,
neg,neg,manually_included,certain,0.2707837891,-,True,-,prince,prince,192058,True,True,True,0,0,1,1.0,1.0,poly,non-met,conc,True,542,506,
neg,neg,manually_included,certain,0.2635205568,-,True,-,king,king,523290,True,True,True,2,0,10,0.10526315789473684,0.36554718223650773,poly,non-met,abs-conc-n,True,559,522,
neg,male,conceptnet,not_certain,0.1237329016,3,True,-,humans,human,86390,True,True,True,1,0,4,None,,homonyms_only_different_pos,non-met,conc,True,,,
neg,is_male,cslb,not_certain,0.2866506764,-,True,-,cockerel,cockerel,437,True,True,True,0,0,1,1.0,1.0,mon,,conc,True,,,
neg,male,conceptnet,not_certain,0.2096727015,-,True,-,robert,robert,307276,True,True,True,0,0,1,1.0,1.0,,non-met,n,True,,,
neg,male,conceptnet,not_certain,0.1368600321,3,True,-,bulls,bull,20719,True,True,True,6,4,15,0.07142857142857142,0.28515852242670475,homonyms_also_same_pos,non-met,abs-conc-n,True,,,
neg,is_male,cslb,not_certain,0.2548307161,-,True,-,peacock,peacock,7844,True,True,True,1,0,2,0.5185185185185185,0.5185185185185185,poly,,conc,True,,,
neg,male,conceptnet,not_certain,0.3291224579,-,True,-,uncle,uncle,65515,True,True,True,1,0,2,0.6,0.6,poly,non-met,conc,True,580,557,192
neg,male,conceptnet,not_certain,0.2851142832,-,True,-,brother,brother,325018,True,True,True,2,0,5,0.5454545454545454,0.5903030303030303,homonyms_only_different_pos,non-met,conc,True,585,598,219
pos,pos,manually_included,certain,0.4040157449,-,True,-,bitch,bitch,4390,True,True,True,3,4,6,0.09090909090909091,0.22319109461966602,homonyms_only_different_pos,non-met,abs-conc,True,,,
neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.4672329839,-,True,-,actresses,actress,9671,True,True,True,0,0,1,1.0,1.0,mon,,conc,True,,,
pos,pos,manually_included,certain,0.5146930238,-,True,-,actress,actress,128517,True,True,True,0,0,1,1.0,1.0,mon,,conc,True,,,
pos,female,conceptnet,not_certain,0.2370010641,-,True,-,queens,queen,70873,True,True,True,6,0,12,0.17391304347826086,0.47182550621223307,homonyms_only_different_pos,non-met,abs-conc,True,,,
pos,pos,manually_included,certain,0.4071280113,-,True,-,queen,queen,170402,True,True,True,6,0,12,0.17391304347826086,0.47182550621223307,homonyms_only_different_pos,non-met,abs-conc,True,537,527,247
pos,female female,wn_hypernym manually_included,certain,0.566188826,-,True,-,woman,woman,215312,True,True,True,2,6,4,0.125,0.3693181818181818,poly,non-met,abs-conc,True,580,623,258
neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.4325067507,-,True,-,princesses,princess,3322,True,True,True,0,0,1,1.0,1.0,poly,non-met,conc,True,,,
pos,pos,manually_included,certain,0.4999369099,-,True,-,princess,princess,73335,True,True,True,0,0,1,1.0,1.0,poly,non-met,conc,True,568,502,
pos,female,wn_hypernym,not_certain,0.4427153332,-,True,-,nanny,nanny,3990,True,True,True,2,0,2,0.4444444444444444,0.4444444444444444,mon,non-met,conc,True,,,
pos,female,wn_hypernym,not_certain,0.3817348567,-,True,-,beauty,beauty,56974,True,True,True,2,0,3,0.125,0.18183760683760686,poly,non-met,abs-conc,True,336,561,344
pos,female,wn_hypernym,not_certain,0.1755584722,2,True,-,knockout,knockout,20869,True,True,True,1,0,3,0.1111111111111111,0.1111111111111111,poly,,abs-conc,True,,,
pos,female,wn_hypernym,not_certain,0.4410658085,-,True,-,sexpot,sexpot,104,True,True,True,0,0,1,1.0,1.0,,,conc,True,,,
pos,female,wn_hypernym,not_certain,0.6144311713,,True,-,girl,girl,146421,True,True,True,1,0,5,0.6,0.6256140350877193,poly,non-met,conc,True,607,645,183
pos,female,wn_hypernym,not_certain,0.3267315187,-,True,-,sylph,sylph,332,True,True,True,1,0,2,0.125,0.125,poly,,abs-conc,True,,,
pos,female,wn_hypernym,not_certain,0.1835491057,2,True,-,cyprian,cyprian,1150,True,True,True,0,0,4,0.6,0.6,,,conc,True,,,
pos,female,wn_hypernym,not_certain,0.2025219237,-,True,-,amazon,amazon,20447,True,True,True,2,0,4,0.09090909090909091,0.22798305925240905,mon,,abs-conc-n,True,,,
pos,female,wn_hypernym,not_certain,0.372014034,-,True,-,vamp,vamp,1016,True,True,True,5,5,7,0.125,0.19700423033756367,homonyms_also_same_pos,,abs-conc,True,,,
pos,female,wn_hypernym,not_certain,0.4913532928,-,True,-,housewife,housewife,3877,True,True,True,0,1,1,1.0,1.0,mon,non-met,conc,True,,,
pos,female,wn_hypernym,not_certain,0.3216086708,-,True,-,siren,siren,3718,True,True,True,3,0,5,0.08,0.22271855629750367,poly,,abs-conc,True,538,431,347
pos,female,wn_hypernym,not_certain,0.4058443681,-,True,-,coquette,coquette,324,True,True,True,0,0,2,None,,mon,,conc,True,,,
pos,female,wn_hypernym,not_certain,0.4017618235,-,True,-,nymph,nymph,2519,True,True,True,2,0,3,0.10526315789473684,0.2848297213622291,poly,,abs-conc,True,424,332,
pos,female,wn_hypernym,not_certain,0.3109315066,-,True,-,dame,dame,34505,True,True,True,1,0,2,0.5714285714285714,0.5714285714285714,mon,,conc,True,528,472,
pos,female,wn_hypernym,not_certain,0.4327449893,-,True,-,dowager,dowager,7603,True,True,True,0,0,1,1.0,1.0,poly,,conc,True,487,268,631
pos,female,wn_hypernym,not_certain,0.1599651634,2,True,-,baggage,baggage,5851,True,True,True,2,0,3,0.42105263157894735,0.5029239766081871,poly,,conc,True,,,
neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.4489409555,-,True,-,widowed,widow,7000,True,True,False,0,0,2,None,,mon,,conc,False,,,
pos,female,wn_hypernym,not_certain,0.4724292685,-,True,-,widow,widow,38109,True,True,True,0,0,2,None,,mon,,conc,True,547,485,426
neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.4194107472,-,True,-,mistresses,mistress,1528,True,True,True,2,0,3,0.5217391304347826,0.5478260869565217,poly,,conc,True,,,
pos,female,wn_hypernym,not_certain,0.5960900045,-,True,-,mistress,mistress,14049,True,True,True,2,0,3,0.5217391304347826,0.5478260869565217,poly,,conc,True,530,472,517
pos,female,wn_hypernym,not_certain,0.3429469334,-,True,-,missus,missus,181,True,True,True,0,0,1,1.0,1.0,poly,,conc,True,,,
pos,female,wn_hypernym,not_certain,0.1893758198,-,True,-,chit,chit,1014,True,True,True,0,0,2,0.1111111111111111,0.1111111111111111,homonyms_also_same_pos,,abs-conc,True,,,
pos,female,wn_hypernym,not_certain,0.3605994663,-,True,-,lass,lass,1011,True,True,True,0,0,1,1.0,1.0,poly,,conc,True,,,
pos,female,wn_hypernym,not_certain,0.4335391828,-,True,-,concubine,concubine,3283,True,True,True,0,0,1,1.0,1.0,mon,,conc,True,,,
pos,female,wn_hypernym,not_certain,0.5131485644,-,True,-,courtesan,courtesan,1353,True,True,True,0,0,1,1.0,1.0,mon,,conc,True,,,
pos,female,wn_hypernym,not_certain,0.4002263951,-,True,-,flapper,flapper,648,True,True,True,0,0,1,1.0,1.0,mon,,conc,True,,,
pos,female,wn_hypernym,not_certain,0.3679525575,-,True,-,maiden,maiden,21710,True,True,True,2,0,3,0.1111111111111111,0.1111111111111111,homonyms_only_different_pos,,abs-conc,True,545,374,429
pos,female,wn_hypernym,not_certain,0.2110305411,-,True,-,dish,dish,21581,True,True,True,4,4,8,0.1111111111111111,0.2412405448009163,homonyms_only_different_pos,,abs-conc,True,,,
pos,female,wn_hypernym,not_certain,0.4402234544,-,True,-,damsel,damsel,950,True,True,True,0,0,1,1.0,1.0,poly,,conc,True,544,292,406
pos,female,wn_hypernym,not_certain,0.3968124431,-,True,-,granny,granny,2549,True,True,True,1,0,3,0.32,0.3916908212560386,mon,,conc,True,,471,
pos,female,wn_hypernym,not_certain,0.444896845,-,True,-,witch,witch,21997,True,True,True,2,0,5,0.11764705882352941,0.36316465182564245,poly,,abs-conc,True,522,474,258
pos,female,wn_hypernym,not_certain,0.451308007,-,True,-,temptress,temptress,346,True,True,True,0,0,1,1.0,1.0,,,conc,True,,,
pos,female,wn_hypernym,not_certain,0.2225723519,-,True,-,looker,looker,340,True,True,True,1,0,2,0.631578947368421,0.631578947368421,mon,,conc,True,,,
pos,female,wn_hypernym,not_certain,0.3954509059,-,True,-,marchioness,marchioness,1127,True,True,True,1,0,2,0.5217391304347826,0.5217391304347826,mon,,conc,True,,,
pos,female,wn_hypernym,not_certain,0.4203980474,-,True,-,gentlewoman,gentlewoman,298,True,True,True,0,0,1,1.0,1.0,poly,,conc,True,,,
pos,female,wn_hypernym,not_certain,0.2099516852,-,True,-,peri,peri,2554,True,True,True,1,0,2,0.11764705882352941,0.11764705882352941,,,abs-conc,True,,,
pos,female,wn_hypernym,not_certain,0.3760788761,-,True,-,begum,begum,3579,True,True,True,0,0,1,1.0,1.0,mon,,conc,True,,,
pos,female,wn_hypernym,not_certain,0.4875614723,-,True,-,wife,wife,386065,True,True,True,0,0,1,1.0,1.0,mon,non-met,conc,True,562,585,
pos,female,wn_hypernym,not_certain,0.4166003081,-,True,-,baby,baby,75227,True,True,True,1,0,8,0.1,0.4753510495107133,homonyms_only_different_pos,non-met,abs-conc,True,589,597,
pos,female,wn_hypernym,not_certain,0.2186497589,-,True,-,bird,bird,78400,True,True,True,3,0,6,0.11764705882352941,0.26011204481792716,homonyms_only_different_pos,non-met,abs-conc,True,602,592,206
