label,categories_str,sources_str,certainty,cosine_centroid,manual_coarse_grained,space_selection,qumcrae_label,word,lemma,wiki_frequency,word_in_wn?,word_noun_in_wn?,word_noun_spacy?,n_navigli_clusters,n_onto_senses_n_v,n_wn_senses,min_wn_sim_wup,av_sim_wup,polysemy_type,mipvu,wn_abs_conc,filter,conc,fam,aoa
neg,neg,manually_included,certain,0.3597518388,-,True,-,sleigh,sleigh,1511,True,True,True,0,0,2,None,,homonyms_only_different_pos,,conc,True,613,531,
neg,has_wheels has_wheels,cslb_crowd_neg manually_included,certain,0.4252115057,-,True,-,boat,boat,102356,True,True,True,1,0,3,0.6,0.6,homonyms_only_different_pos,non-met,conc,True,637,584,
neg,has_wheels has_wheels,cslb_crowd_neg manually_included,certain,0.2995093474,-,True,-,ship,ship,244709,True,True,True,2,7,6,0.25,0.27976190476190477,homonyms_only_different_pos,non-met,conc,True,615,553,249
neg,has_wheels,cslb_crowd_neg,certain,0.3528991119,-,True,-,tugboat,tugboat,1657,True,True,True,0,0,1,1.0,1.0,mon,,conc,True,,,
neg,has_wheels,cslb_crowd_neg,certain,0.2203489546,-,True,-,frigate,frigate,13607,True,True,True,1,0,2,0.8461538461538461,0.8461538461538461,mon,,conc,True,,,
neg,has_wheels,cslb_crowd_neg,certain,0.2642178693,-,True,-,vessel,vessel,58095,True,True,True,3,0,3,0.2222222222222222,0.3796296296296296,poly,non-met,conc,True,571,461,400
neg,has_wheels,cslb_crowd_neg,certain,0.3445259922,-,True,-,winch,winch,2003,True,True,True,0,0,2,None,,homonyms_only_different_pos,,conc,True,,,
neg,has_wheels,cslb_crowd_neg,certain,0.1447513414,-,True,-,piton,piton,330,True,True,True,0,0,1,1.0,1.0,mon,,conc,True,,,
neg,has_wheels,cslb_crowd_neg,certain,0.3605314415,-,True,-,toboggan,toboggan,584,True,True,True,0,0,2,None,,homonyms_only_different_pos,,conc,True,,,
neg,has_wheels,cslb_crowd_neg,certain,0.2426181568,-,True,-,battleship,battleship,11860,True,True,True,0,0,1,1.0,1.0,mon,,conc,True,,,
neg,has_wheels,cslb_crowd_neg,certain,0.3289164168,-,True,-,yacht,yacht,18203,True,True,True,0,0,2,None,,poly,non-met,conc,True,606,464,363
neg,has_wheels,cslb_crowd_neg,certain,0.2945164772,-,True,-,packhorse,packhorse,393,True,True,True,0,0,1,0.9411764705882353,0.9411764705882353,,,conc,True,,,
neg,has_wheels,cslb_crowd_neg,certain,0.3364331451,-,True,-,freighter,freighter,4679,True,True,True,0,0,1,1.0,1.0,mon,,conc,True,,,
neg,has_wheels,cslb_crowd_neg,certain,0.310216919,-,True,-,schooner,schooner,8164,True,True,True,2,0,2,0.5714285714285714,0.5714285714285714,poly,non-met,conc,True,,,
neg,has_wheels,cslb_crowd_neg,certain,0.289195846,-,True,-,trawler,trawler,2180,True,True,True,1,0,2,0.34782608695652173,0.34782608695652173,mon,,conc,True,,,
neg,has_wheels,cslb_crowd_neg,certain,0.2579598414,-,True,-,warship,warship,7717,True,True,True,0,0,1,0.9166666666666666,0.9166666666666666,mon,non-met,conc,True,,,
pos,has_wheels has_wheels,cslb manually_included,certain,0.4333793283,-,True,-,train,train,178867,True,True,True,7,13,17,0.1,0.23180529480839057,homonyms_only_different_pos,met non-met,abs-conc,True,592,548,
neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.4644008308,-,True,-,sedans,sedan,2530,True,True,True,2,0,2,0.6363636363636364,0.6363636363636364,mon,,conc,True,,,
pos,wheel wheel,wn_parts manually_included,certain,0.4770676786,-,True,-,sedan,sedan,10540,True,True,True,2,0,2,0.6363636363636364,0.6363636363636364,mon,,conc,True,,,
pos,wheel has_wheels wheel has_wheels,wn_parts cslb manually_included,certain,0.3780770353,-,True,-,unicycle,unicycle,352,True,True,True,0,0,2,None,,,,conc,True,,,
pos,wheel has_wheels wheel has_wheels,wn_parts cslb manually_included,certain,0.5078496578,-,True,-,carriage,carriage,20835,True,True,True,3,0,5,0.125,0.46975734791524265,poly,,abs-conc,True,576,436,367
neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.5455270851,-,True,-,carriages,carriage,10338,True,True,True,3,0,5,0.125,0.46975734791524265,poly,,abs-conc,True,,,
neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.6253414905,-,True,-,cars,car,145951,True,True,True,1,4,5,0.47619047619047616,0.6434791524265209,poly,non-met,conc,True,,,
pos,wheel has_wheels wheel has_wheels,wn_parts mcrae cslb manually_included,certain,0.6525160986,,True,pos-has_wheels-all,car,car,294557,True,True,True,1,4,5,0.47619047619047616,0.6434791524265209,poly,non-met,conc,True,622,634,197
pos,wheel,wn_parts,not_certain,0.2101499707,-,True,-,trap,trap,23432,True,True,True,7,3,12,0.09090909090909091,0.2919202432377153,homonyms_only_different_pos,met,abs-conc,True,,,
pos,wheel,wn_parts,not_certain,0.4216427472,-,True,-,coupe,coupe,9247,True,True,True,0,0,1,1.0,1.0,,,conc,True,,,
pos,wheel,wn_parts,not_certain,0.2069522074,-,True,-,stage,stage,313237,True,True,True,5,14,10,0.09090909090909091,0.24308009138531178,homonyms_only_different_pos,met non-met,abs-conc,True,,,
pos,wheel,wn_parts,not_certain,0.4247987651,-,True,-,hearse,hearse,1079,True,True,True,0,0,1,1.0,1.0,mon,,conc,True,,,
pos,wheel,wn_parts,not_certain,0.1905518004,-,True,-,stanhope,stanhope,3277,True,True,True,0,0,1,1.0,1.0,,,conc,True,,,
pos,wheel,wn_parts,not_certain,0.2570951931,-,True,-,hackney,hackney,5259,True,True,True,1,0,2,0.2857142857142857,0.2857142857142857,poly,non-met,conc,True,,,
pos,wheel,wn_parts,not_certain,0.3601323509,-,True,-,handcart,handcart,212,True,True,True,0,0,1,1.0,1.0,mon,,conc,True,,,
