label,categories_str,sources_str,certainty,cosine_centroid,manual_coarse_grained,space_selection,qumcrae_label,word,lemma,wiki_frequency,word_in_wn?,word_noun_in_wn?,word_noun_spacy?,n_navigli_clusters,n_onto_senses_n_v,n_wn_senses,min_wn_sim_wup,av_sim_wup,polysemy_type,mipvu,wn_abs_conc,filter,conc,fam,aoa
neg,neg,manually_included,certain,0.2693021969,-,True,-,pen,pen,27842,True,True,True,4,0,6,0.3333333333333333,0.5124242424242424,homonyms_also_same_pos,non-met,conc,True,571,554,
neg,neg,manually_included,certain,0.2637445366,-,True,-,laptop,laptop,6147,True,True,True,0,0,1,1.0,1.0,,,conc,True,,,
neg,neg,manually_included,certain,0.3469842846,-,True,-,saxophone,saxophone,12306,True,True,True,0,0,1,1.0,1.0,mon,,conc,True,624,453,519
neg,made_of_wood made_of_wood,cslb_crowd_neg manually_included,certain,0.322019786,-,True,-,trumpet,trumpet,13717,True,True,True,2,4,4,0.2,0.23597883597883595,homonyms_only_different_pos,non-met,conc,True,608,490,
neg,made_of_wood,cslb_crowd_neg,certain,0.3181044255,-,True,-,cannon,cannon,29118,True,True,True,3,0,8,0.09090909090909091,0.31880915244885827,homonyms_only_different_pos,,abs-conc,True,604,498,
neg,made_of_wood,cslb_crowd_neg,certain,0.4019426921,-,True,-,cymbal,cymbal,1468,True,True,True,0,0,1,1.0,1.0,mon,,conc,True,513,375,
neg,made_of_wood,cslb_crowd_neg,certain,0.1423600115,3,True,-,dates,date,84737,True,True,True,5,13,13,0.125,0.2938421958158799,homonyms_also_same_pos,non-met,abs-conc,True,,,
neg,made_of_wood,cslb_crowd_neg,certain,0.2728761497,-,True,-,anchor,anchor,33614,True,True,True,3,0,5,0.1,0.33282085561497327,homonyms_only_different_pos,,abs-conc,True,595,458,
neg,made_of_wood,cslb_crowd_neg,certain,0.3524542987,-,True,-,gun,gun,127995,True,True,True,1,5,8,0.1,0.3832103708043557,poly,non-met,abs-conc,True,612,519,228
neg,made_of_wood,cslb_crowd_neg,certain,0.3367731274,-,True,-,cushion,cushion,2968,True,True,True,2,1,4,0.625,0.6547619047619048,homonyms_only_different_pos,non-met,conc,True,,,
neg,made_of_wood,cslb_crowd_neg,certain,0.2561944537,-,True,-,rock,rock,396614,True,True,True,5,4,9,0.09090909090909091,0.24425096395614265,homonyms_also_same_pos,non-met,abs-conc-n,True,600,583,
