concept,label,categories_str,sources_str,certainty,cosine_centroid
prior,pos,object,wn_hypernym,not_certain,0.0822846990976607
leading,pos,object,wn_hypernym,not_certain,0.08353783472927603
major,pos,object,wn_hypernym,not_certain,0.08680525967194112
part,pos/neg,object communication,wn_hypernym,not_certain,0.09344827821135722
national,pos,object,wn_hypernym,not_certain,0.09664083816237097
continuation,pos/neg,communication,wn_hypernym,not_certain,0.09950323832655529
total,pos,object,wn_hypernym,not_certain,0.10016589352854834
initial,pos/neg,communication,wn_hypernym,not_certain,0.10134945898898523
favor,pos,object,wn_hypernym,not_certain,0.10153883273297895
beginning,pos,object,wn_hypernym,not_certain,0.10154062659966649
inclusion,pos,object,wn_hypernym,not_certain,0.10252523174931483
primary,pos,object,wn_hypernym,not_certain,0.10294701151695874
disambiguation,pos/neg,communication,wn_hypernym,not_certain,0.10296367146779581
favour,pos,object,wn_hypernym,not_certain,0.1038845490501549
march,pos/neg,object communication,wn_hypernym,not_certain,0.10419357992716644
list,pos/neg,communication,wn_hypernym,not_certain,0.10451345106050941
split,pos,object,wn_hypernym,not_certain,0.10486303768084283
addition,pos,object,wn_hypernym,not_certain,0.10497047789251022
state,pos,object,wn_hypernym,not_certain,0.10504415750180832
conjunction,pos,object,wn_hypernym,not_certain,0.1054768146662528
return,pos/neg,object communication,wn_hypernym,not_certain,0.10566579177215442
creation,pos,object,wn_hypernym,not_certain,0.10568731191666483
support,pos/neg,object communication,wn_hypernym,not_certain,0.10570026668349677
independent,pos,object,wn_hypernym,not_certain,0.10683147117985962
history,pos/neg,communication,wn_hypernym,not_certain,0.10711652640801375
thanks,pos/neg,communication,wn_hypernym,not_certain,0.10738752112364044
chosen,pos,object,wn_hypernym,not_certain,0.10764174512203555
active,pos,object,wn_hypernym,not_certain,0.10768916084739362
ending,pos/neg,communication,wn_hypernym,not_certain,0.10928038858251658
culmination,pos,object,wn_hypernym,not_certain,0.10931085353317813
official,pos,object,wn_hypernym,not_certain,0.10931514070270885
general,pos,object,wn_hypernym,not_certain,0.10958956712186525
share,pos/neg,object communication,wn_hypernym,not_certain,0.11000050217051693
existence,pos,object,wn_hypernym,not_certain,0.11008059711063975
main,pos,object,wn_hypernym,not_certain,0.110400217583468
offer,pos/neg,communication,wn_hypernym,not_certain,0.11053137482620898
conclusion,pos/neg,communication,wn_hypernym,not_certain,0.1106074324964272
future,pos,object,wn_hypernym,not_certain,0.11094965093235622
predecessor,pos/neg,object communication,wn_hypernym,not_certain,0.11117257992177643
first,pos/neg,object communication,wn_hypernym,not_certain,0.11169993547931639
remainder,pos,object,wn_hypernym,not_certain,0.11188930076825311
cancel,pos/neg,communication,wn_hypernym,not_certain,0.11247764934291127
links,pos,object,wn_hypernym,not_certain,0.11282466401417496
establishment,pos,object,wn_hypernym,not_certain,0.11316882023926926
result,pos/neg,communication,wn_hypernym,not_certain,0.11326750952300553
five,pos,object,wn_hypernym,not_certain,0.11339636765263193
four,pos,object,wn_hypernym,not_certain,0.11383227176388155
fell,pos,object,wn_hypernym,not_certain,0.11435800634278671
joint,pos,object,wn_hypernym,not_certain,0.11438884453168031
meeting,pos,object,wn_hypernym,not_certain,0.11483821188089612
cite,pos/neg,communication,wn_hypernym,not_certain,0.11486002642784937
convert,pos,object,wn_hypernym,not_certain,0.11512249247511509
recognition,pos/neg,communication,wn_hypernym,not_certain,0.11516094035215066
advance,pos/neg,communication,wn_hypernym,not_certain,0.11524170003703423
successor,pos,object,wn_hypernym,not_certain,0.11535799968188408
saw,pos/neg,object communication,wn_hypernym,not_certain,0.11563398844158368
notable,pos,object,wn_hypernym,not_certain,0.11583465246230817
pave,pos,object,wn_hypernym,not_certain,0.11630326940122977
consolidation,pos,object,wn_hypernym,not_certain,0.1163659113113749
approval,pos/neg,communication,wn_hypernym,not_certain,0.1163757854506479
revising,pos/neg,communication,wn_hypernym,not_certain,0.11664650594970495
milestone,pos/neg,communication,wn_hypernym,not_certain,0.11674866541483402
agreement,pos/neg,communication,wn_hypernym,not_certain,0.1167649131596913
development,pos/neg,object communication,wn_hypernym,not_certain,0.11680598782023717
central,pos,object,wn_hypernym,not_certain,0.11722835774755153
well,pos/neg,object communication,wn_hypernym,not_certain,0.11764128492144435
pursued,pos,object,wn_hypernym,not_certain,0.11772885180997068
left,pos,object,wn_hypernym,not_certain,0.11781278976844564
marking,pos/neg,object communication,wn_hypernym,not_certain,0.1178492918293697
78,pos,object,wn_hypernym,not_certain,0.11787325295785817
special,pos/neg,communication,wn_hypernym,not_certain,0.11797060379079646
transfer,pos/neg,object communication,wn_hypernym,not_certain,0.11815540035695964
there,pos,object,wn_hypernym,not_certain,0.11844859529948822
close,pos/neg,communication,wn_hypernym,not_certain,0.11870474239099452
announcement,pos/neg,communication,wn_hypernym,not_certain,0.11908929480232099
level,pos,object,wn_hypernym,not_certain,0.11923728981774506
regular,pos,object,wn_hypernym,not_certain,0.11925553431559346
contention,pos/neg,communication,wn_hypernym,not_certain,0.11935577363210756
preparation,pos/neg,communication,wn_hypernym,not_certain,0.11951428357896789
permission,pos/neg,communication,wn_hypernym,not_certain,0.11954129998798357
pro,pos/neg,object communication,wn_hypernym,not_certain,0.1196126250704472
sixth,pos/neg,communication,wn_hypernym,not_certain,0.11968930935903424
proposal,pos/neg,communication,wn_hypernym,not_certain,0.11983664597732603
second,pos,object,wn_hypernym,not_certain,0.11989936344419759
period,pos/neg,communication,wn_hypernym,not_certain,0.12006004382378889
alliance,pos/neg,communication,wn_hypernym,not_certain,0.12057761218450633
resume,pos/neg,communication,wn_hypernym,not_certain,0.12084351597811684
conference,pos/neg,communication,wn_hypernym,not_certain,0.12084477305679593
report,pos/neg,communication,wn_hypernym,not_certain,0.12087857323602837
claim,pos/neg,communication,wn_hypernym,not_certain,0.12097791851862716
urging,pos/neg,communication,wn_hypernym,not_certain,0.12109279773997425
principal,pos,object,wn_hypernym,not_certain,0.12139654516631916
arrival,pos,object,wn_hypernym,not_certain,0.12140359886900733
six,pos,object,wn_hypernym,not_certain,0.12149753361972829
recommendation,pos/neg,communication,wn_hypernym,not_certain,0.1216340557063915
rule,pos/neg,object communication,wn_hypernym,not_certain,0.12179593383285585
request,pos/neg,communication,wn_hypernym,not_certain,0.12185644791158723
making,pos,object,wn_hypernym,not_certain,0.12205497612754007
charge,pos/neg,object communication,wn_hypernym,not_certain,0.12221128994600211
limited,pos,object,wn_hypernym,not_certain,0.12251129092875078
forefront,pos,object,wn_hypernym,not_certain,0.12253863552206903
ref,pos,object,wn_hypernym,not_certain,0.12266667898661276
hold,pos,object,wn_hypernym,not_certain,0.12274862868910372
spoke,pos,object,wn_hypernym,not_certain,0.12303006291530433
senior,pos,object,wn_hypernym,not_certain,0.12303011001539181
connection,pos,object,wn_hypernym,not_certain,0.12323989913573949
number,pos/neg,object communication,wn_hypernym,not_certain,0.12324061454700241
mention,pos/neg,communication,wn_hypernym,not_certain,0.12338337830505508
prompting,pos/neg,communication,wn_hypernym,not_certain,0.12382717134655254
foundation,pos,object,wn_hypernym,not_certain,0.12386778887575774
place,pos/neg,object communication,wn_hypernym,not_certain,0.12396180489349184
capital,pos/neg,object communication,wn_hypernym,not_certain,0.12399670574574811
order,pos/neg,communication,wn_hypernym,not_certain,0.12444882154307486
heading,pos/neg,object communication,wn_hypernym,not_certain,0.12455367669139265
aside,pos/neg,communication,wn_hypernym,not_certain,0.12463737771688266
rival,pos,object,wn_hypernym,not_certain,0.12518093173372338
reach,pos,object,wn_hypernym,not_certain,0.12519618156077678
overall,pos,object,wn_hypernym,not_certain,0.12520746208567915
fifth,pos/neg,communication,wn_hypernym,not_certain,0.12536716597677378
invitation,pos/neg,object communication,wn_hypernym,not_certain,0.12538106437122032
position,pos/neg,object communication,wn_hypernym,not_certain,0.1255134203113613
local,pos,object,wn_hypernym,not_certain,0.12555023747410723
third,pos/neg,object communication,wn_hypernym,not_certain,0.12576974646992395
