"concept"	"label"	"categories_str"	"sources_str"	"certainty"	"cosine_centroid"	"selection"
"business"	"pos"	"grow"	"manual_seed_data"	"not_certain"	0.2859433479	3
"plan"	"pos"	"grow"	"manual_seed_data"	"not_certain"	0.2872517433	
"organization"	"pos"	"grow"	"manual_seed_data"	"not_certain"	0.2988850856	
"movement"	"pos"	"grow"	"manual_seed_data"	"not_certain"	0.3206264847	
"problem"	"pos"	"grow"	"manual_seed_data"	"not_certain"	0.3385525544	
"acromyrmex"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3463629308	
"ressentiment"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3465190271	
"pyronemataceae"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3465242471	
"diversifolia"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3466093907	
"notions"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3468857533	
"kratom"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3472999166	
"warmth"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3474428967	
"preoccupation"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3474539639	
"strobili"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3474959841	
"bradyrhizobium"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3475672051	
"topic"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3479888701	
"chlorotic"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3482733285	
"phytochrome"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3483321608	
"individualism"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3484229051	
"greed"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3487204218	
"liatris"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3488115151	
"collectivistic"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3491188261	
"pereskia"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3493368441	
"digitaria"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3493755906	
"gochujang"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3498785305	
"caulerpa"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3499223571	
"sclerotium"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3500014979	
"fungus"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3501242898	
"gentianella"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3501479461	
"essence"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3503238439	
"feminism"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3503575876	
"meconopsis"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3504242	
"bitterness"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.350584139	
"animal"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3506797492	
"helotiaceae"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3511045423	
"food"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3511239898	
"excitement"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3511646736	
"colocasia"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.351223969	
"inedible"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3513454622	
"laughter"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3514005472	
"cultivation"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3515963299	
"sentiments"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3517227764	
"pokmons"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3517882976	
"esteem"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3521480452	
"parasocial"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3523081245	
"centeredness"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3523607647	
"disgust"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3524608644	
"involucrata"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3526018597	
"goodness"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3527708024	
"meat"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3528898511	
"vitality"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3529881263	
"maize"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3530171472	
"spontaneity"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3531487836	
"disdain"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3531988605	
"antennaria"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3535624308	
"monocotyledonous"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3536993348	
"beings"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3539981776	
"attitude"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3541374386	
"phomopsis"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3544070511	
"potatoes"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3545940648	
"concepts"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3549373807	
"lignotuber"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3551971928	
"curiosity"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3553398958	
"phytoestrogens"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3554536276	
"selfish"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3564334658	
"teliospores"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3565330032	
"nectandra"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3566195082	
"fondness"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3567526668	
"salicina"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3570282824	
"prickles"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3575516952	
"photinia"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3576868868	
"cassytha"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3579113566	
"societal"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3581568361	
"marasmiaceae"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3582483658	
"fear"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3584539455	
"unhappiness"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3586960809	
"fruitbodies"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3588901299	
"feel"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3589343588	
"conversation"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3589913289	
"septoria"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3590843431	
