concept,label,categories_str,sources_str,certainty,cosine_centroid
adjutant,neg,animal,wn_hypernym,not_certain,-0.002245966334089209
gemsbok,neg,animal,wn_hypernym,not_certain,0.0062530315390947
olm,neg,animal,wn_hypernym,not_certain,0.008611786194801603
brocket,neg,animal,wn_hypernym,not_certain,0.011994786061369282
paca,neg,animal,wn_hypernym,not_certain,0.018475122064471716
trumpeter,neg,animal,wn_hypernym,not_certain,0.019481733177176636
stint,neg,animal,wn_hypernym,not_certain,0.022257418640049553
broncho,neg,animal,wn_hypernym,not_certain,0.024876894582884654
steeplechaser,neg,animal,wn_hypernym,not_certain,0.026190182652252026
ani,neg,animal,wn_hypernym,not_certain,0.026758111724251046
mamo,neg,animal,wn_hypernym,not_certain,0.02752267940356829
serin,neg,animal,wn_hypernym,not_certain,0.02836371922979403
merino,neg,animal,wn_hypernym,not_certain,0.028490253419934743
queen,neg,animal,wn_hypernym,not_certain,0.02924797500307317
tench,neg,animal,wn_hypernym,not_certain,0.02935837369465575
poacher,neg,animal,wn_hypernym,not_certain,0.02936749980777364
linnet,neg,animal,wn_hypernym,not_certain,0.030287490003040235
boxer,neg,animal,wn_hypernym,not_certain,0.03037090408001242
royal,neg,animal,wn_hypernym,not_certain,0.031015151906785294
broodmare,neg,animal,wn_hypernym,not_certain,0.03104255977549607
sandpiper,neg,animal,wn_hypernym,not_certain,0.032692148081884385
karakul,neg,animal,wn_hypernym,not_certain,0.032906043959207834
pratincole,neg,animal,wn_hypernym,not_certain,0.033666397929891304
capercaillie,neg,animal,wn_hypernym,not_certain,0.033733456489987775
grebe,neg,animal,wn_hypernym,not_certain,0.03382596490063122
drake,neg,animal,wn_hypernym,not_certain,0.03453065393826547
martin,neg,animal,wn_hypernym,not_certain,0.035805817896787086
racehorse,neg,animal,wn_hypernym,not_certain,0.03583644349533195
yearling,neg,animal,wn_hypernym,not_certain,0.036326612166754195
brill,neg,animal,wn_hypernym,not_certain,0.03644862629280021
chick,neg,animal,wn_hypernym,not_certain,0.03658368934650227
woodchuck,neg,animal,wn_hypernym,not_certain,0.03672791202835153
nester,neg,animal,wn_hypernym,not_certain,0.036963211176037694
tom,neg,animal,wn_hypernym,not_certain,0.037615996961578885
thoroughbred,neg,animal,wn_hypernym,not_certain,0.03805175715982941
stocker,neg,animal,wn_hypernym,not_certain,0.03813921665629746
redwing,neg,animal,wn_hypernym,not_certain,0.038530193937151465
wheatear,neg,animal,wn_hypernym,not_certain,0.03873254540753995
runner,neg,animal,wn_hypernym,not_certain,0.038741860581165015
pika,neg,animal,wn_hypernym,not_certain,0.03906882879760172
tarantula,neg,animal,wn_hypernym,not_certain,0.03956041514405509
tanager,neg,animal,wn_hypernym,not_certain,0.03958789974123389
yellowhammer,neg,animal,wn_hypernym,not_certain,0.03967765714376273
gray,neg,animal,wn_hypernym,not_certain,0.04017438212301194
cinnabar,neg,animal,wn_hypernym,not_certain,0.04029351444312733
lory,neg,animal,wn_hypernym,not_certain,0.040505385697694525
crawdaddy,neg,animal,wn_hypernym,not_certain,0.040904079663241014
clumber,neg,animal,wn_hypernym,not_certain,0.041156525038460186
palfrey,neg,animal,wn_hypernym,not_certain,0.04132709226982542
bluegill,neg,animal,wn_hypernym,not_certain,0.04165407149750791
invertebrate,neg,animal,wn_hypernym,not_certain,0.04231038627331058
locust,neg,animal,wn_hypernym,not_certain,0.04253353097584423
dodo,neg,animal,wn_hypernym,not_certain,0.042574556417468726
thrasher,neg,animal,wn_hypernym,not_certain,0.04282370921676004
eggar,neg,animal,wn_hypernym,not_certain,0.04338973041043504
shiner,neg,animal,wn_hypernym,not_certain,0.04361541225519238
cardinal,neg,animal,wn_hypernym,not_certain,0.04370536877976954
mara,neg,animal,wn_hypernym,not_certain,0.04377654287561138
pintail,neg,animal,wn_hypernym,not_certain,0.044857840448755265
painter,neg,animal,wn_hypernym,not_certain,0.04509656174988481
towhee,neg,animal,wn_hypernym,not_certain,0.04532639432307135
gallina,neg,animal,wn_hypernym,not_certain,0.045428840306330966
marten,neg,animal,wn_hypernym,not_certain,0.04546724395487228
mollie,neg,animal,wn_hypernym,not_certain,0.04558116055739496
courser,neg,animal,wn_hypernym,not_certain,0.046650944333907915
chestnut,neg,animal,wn_hypernym,not_certain,0.04706062126964392
loach,neg,animal,wn_hypernym,not_certain,0.0471244536147139
mammal,neg,animal,wn_hypernym,not_certain,0.04716423147120992
gator,neg,animal,wn_hypernym,not_certain,0.04723187375047038
saury,neg,animal,wn_hypernym,not_certain,0.047348875196672656
nutcracker,neg,animal,wn_hypernym,not_certain,0.0476193474451739
margate,neg,animal,wn_hypernym,not_certain,0.047631120445259134
redhead,neg,animal,wn_hypernym,not_certain,0.04820081387421005
moa,neg,animal,wn_hypernym,not_certain,0.04821892459376797
dromedary,neg,animal,wn_hypernym,not_certain,0.04831508806648049
racoon,neg,animal,wn_hypernym,not_certain,0.04833186371023875
pomfret,neg,animal,wn_hypernym,not_certain,0.048571621906450764
tautog,neg,animal,wn_hypernym,not_certain,0.0488039942403854
ruff,neg,animal,wn_hypernym,not_certain,0.04931588908069538
grey,neg,animal,wn_hypernym,not_certain,0.04937709467038685
sorrel,neg,animal,wn_hypernym,not_certain,0.049589251449800406
solan,neg,animal,wn_hypernym,not_certain,0.04982944373514835
phoebe,neg,animal,wn_hypernym,not_certain,0.050036372504687954
