concept,label,categories_str,sources_str,certainty,cosine_centroid
leading,pos,object,wn_hypernym,not_certain,0.08761875137044971
prior,pos,object,wn_hypernym,not_certain,0.08916922045283514
major,pos,object,wn_hypernym,not_certain,0.090483455849369
at,pos,measure,wn_hypernym,not_certain,0.09312022886207742
in,pos,measure,wn_hypernym,not_certain,0.09376681555513931
part,pos,object,wn_hypernym,not_certain,0.09716037976654854
national,pos,object,wn_hypernym,not_certain,0.10082445359280581
26,pos,measure,wn_hypernym,not_certain,0.10094976742267806
27,pos,measure,wn_hypernym,not_certain,0.10119537109812192
23,pos,measure,wn_hypernym,not_certain,0.10174312730131209
majority,pos,measure,wn_hypernym,not_certain,0.10297892742628408
13,pos,measure,wn_hypernym,not_certain,0.1036231563212033
17,pos,measure,wn_hypernym,not_certain,0.10524477708193558
21,pos,measure,wn_hypernym,not_certain,0.10568580084662742
primary,pos,object,wn_hypernym,not_certain,0.10575146951306251
19,pos,measure,wn_hypernym,not_certain,0.10611664108367623
11,pos,measure,wn_hypernym,not_certain,0.1069648109327452
14,pos,measure,wn_hypernym,not_certain,0.10822222944068345
favor,pos,object,wn_hypernym,not_certain,0.10846605050046423
28,pos,measure,wn_hypernym,not_certain,0.10911061776727621
tenure,pos,measure,wn_hypernym,not_certain,0.10942948436378917
state,pos,object,wn_hypernym,not_certain,0.10952763915122542
favour,pos,object,wn_hypernym,not_certain,0.10953609607309232
split,pos,object measure,wn_hypernym,not_certain,0.10997097351954341
9,pos,measure,wn_hypernym,not_certain,0.11003733908046084
sent,pos,measure,wn_hypernym,not_certain,0.110199253740127
march,pos,object,wn_hypernym,not_certain,0.11035018396960093
active,pos,object,wn_hypernym,not_certain,0.11049411462165792
independent,pos,object,wn_hypernym,not_certain,0.11061738025455636
inclusion,pos,object,wn_hypernym,not_certain,0.11064057185707202
conjunction,pos,object,wn_hypernym,not_certain,0.11075935060699345
support,pos,object,wn_hypernym,not_certain,0.11104463326393242
general,pos,object,wn_hypernym,not_certain,0.11134204034520094
29,pos,measure,wn_hypernym,not_certain,0.11141574248407482
addition,pos,object measure,wn_hypernym,not_certain,0.11184570738006316
5,pos,measure,wn_hypernym,not_certain,0.11189474578086613
chosen,pos,object,wn_hypernym,not_certain,0.11232638641470499
total,pos,object,wn_hypernym,not_certain,0.11234483891049313
main,pos,object,wn_hypernym,not_certain,0.112365753887261
16,pos,measure,wn_hypernym,not_certain,0.11252420336975948
15,pos,measure,wn_hypernym,not_certain,0.11266818165889345
22,pos,measure,wn_hypernym,not_certain,0.11268646761567103
administration,pos,measure,wn_hypernym,not_certain,0.11286463108315932
creation,pos,object,wn_hypernym,not_certain,0.11312691424762113
return,pos,object,wn_hypernym,not_certain,0.11372959794029211
helping,pos,measure,wn_hypernym,not_certain,0.11380652876378634
years,pos,measure,wn_hypernym,not_certain,0.1139267804651914
beginning,pos,object measure,wn_hypernym,not_certain,0.11405208389073501
culmination,pos,object measure,wn_hypernym,not_certain,0.1145161260551849
3,pos,measure,wn_hypernym,not_certain,0.11462269673332799
1,pos,measure,wn_hypernym,not_certain,0.11463286139040996
4,pos,measure,wn_hypernym,not_certain,0.11504674558715641
notable,pos,object,wn_hypernym,not_certain,0.11535669315835953
predecessor,pos,object,wn_hypernym,not_certain,0.11563741912231534
6,pos,measure,wn_hypernym,not_certain,0.11607287140025464
12,pos,measure,wn_hypernym,not_certain,0.11612698330422959
future,pos,object,wn_hypernym,not_certain,0.11617703004964315
official,pos,object,wn_hypernym,not_certain,0.11618119858947601
pursued,pos,object,wn_hypernym,not_certain,0.11626025814273011
links,pos,object,wn_hypernym,not_certain,0.11641391461552472
eleven,pos,measure,wn_hypernym,not_certain,0.11674153032911964
absence,pos,measure,wn_hypernym,not_certain,0.11695847785068152
serving,pos,measure,wn_hypernym,not_certain,0.11706488911689453
successor,pos,object,wn_hypernym,not_certain,0.11718475101399398
20,pos,measure,wn_hypernym,not_certain,0.11747669852639839
establishment,pos,object,wn_hypernym,not_certain,0.11750153191695194
remainder,pos,object measure,wn_hypernym,not_certain,0.11758946999482119
three,pos,measure,wn_hypernym,not_certain,0.11767410621316145
existence,pos,object,wn_hypernym,not_certain,0.11804661940639748
conclusion,pos,measure,wn_hypernym,not_certain,0.11823861816752974
2,pos,measure,wn_hypernym,not_certain,0.11841043983498752
central,pos,object,wn_hypernym,not_certain,0.11844357815830862
seven,pos,measure,wn_hypernym,not_certain,0.11871004627667398
share,pos,object,wn_hypernym,not_certain,0.11883089999193495
joint,pos,object,wn_hypernym,not_certain,0.1189202072365558
first,pos,object measure,wn_hypernym,not_certain,0.11900981048586085
meeting,pos,object,wn_hypernym,not_certain,0.11910919214613698
ending,pos,measure,wn_hypernym,not_certain,0.11920070796205527
fell,pos,object,wn_hypernym,not_certain,0.11921066613997391
7,pos,measure,wn_hypernym,not_certain,0.11924822766650157
25,pos,measure,wn_hypernym,not_certain,0.11940992123601932
meantime,pos,measure,wn_hypernym,not_certain,0.11982232888355704
saw,pos,object,wn_hypernym,not_certain,0.12000678315130313
24,pos,measure,wn_hypernym,not_certain,0.1202299088384641
left,pos,object,wn_hypernym,not_certain,0.12032751128233699
while,pos,measure,wn_hypernym,not_certain,0.12088857961871001
convert,pos,object,wn_hypernym,not_certain,0.12104936990647305
well,pos,object,wn_hypernym,not_certain,0.12119140349781553
8,pos,measure,wn_hypernym,not_certain,0.12141446985224144
close,pos,measure,wn_hypernym,not_certain,0.12181070003001883
nine,pos,measure,wn_hypernym,not_certain,0.12198097475239301
70,pos,measure,wn_hypernym,not_certain,0.12203573828140293
past,pos,measure,wn_hypernym,not_certain,0.12235602638569179
principal,pos,object,wn_hypernym,not_certain,0.1224358232782898
pave,pos,object,wn_hypernym,not_certain,0.1225856144572657
10,pos,measure,wn_hypernym,not_certain,0.12261110930342908
cease,pos,measure,wn_hypernym,not_certain,0.1226140519157707
development,pos,object,wn_hypernym,not_certain,0.12267346059605966
pro,pos,object,wn_hypernym,not_certain,0.12282296992349359
30,pos,measure,wn_hypernym,not_certain,0.12301627298600089
