concept,label,categories_str,sources_str,certainty,cosine_centroid
charge,pos/neg,relation,wn_hypernym,not_certain,0.017596910621430352
position,pos/neg,relation,wn_hypernym,not_certain,0.0211271768783675
re,pos/neg,relation,wn_hypernym,not_certain,0.023338729365408616
return,pos/neg,relation,wn_hypernym,not_certain,0.02952824791594416
advance,pos/neg,relation,wn_hypernym,not_certain,0.031744138579553056
direction,pos/neg,relation,wn_hypernym,not_certain,0.032661420287969256
saw,neg,tool,wn_hypernym,not_certain,0.03533628084168591
opposition,pos/neg,relation,wn_hypernym,not_certain,0.03818036740831611
fell,pos/neg,relation,wn_hypernym,not_certain,0.040930202092410134
holding,pos/neg,relation,wn_hypernym,not_certain,0.04229607132700996
involvement,pos/neg,relation,wn_hypernym,not_certain,0.04404660740526021
communication,pos/neg,relation,wn_hypernym,not_certain,0.04407397171861384
deal,pos/neg,relation,wn_hypernym,not_certain,0.04466484510227734
connection,pos/neg,relation,wn_hypernym,not_certain,0.04586884219817105
agreement,pos/neg,relation,wn_hypernym,not_certain,0.04753886308223147
expansion,pos/neg,relation,wn_hypernym,not_certain,0.0481850795088916
draw,pos/neg,relation,wn_hypernym,not_certain,0.04891420681199939
acquisition,pos/neg,relation,wn_hypernym,not_certain,0.049280871168823515
gain,pos/neg,relation,wn_hypernym,not_certain,0.049453303101635364
lead,pos/neg,relation,wn_hypernym,not_certain,0.05018061106693661
finances,pos/neg,relation,wn_hypernym,not_certain,0.05022192123623174
active,pos/neg,relation,wn_hypernym,not_certain,0.05023103567166262
bargain,pos/neg,relation,wn_hypernym,not_certain,0.05031431653593419
coordination,pos/neg,relation,wn_hypernym,not_certain,0.051082034640018446
basis,pos/neg,relation,wn_hypernym,not_certain,0.051119867919977524
technical,neg,vehicle,wn_hypernym,not_certain,0.05119393586623609
spending,pos/neg,relation,wn_hypernym,not_certain,0.051212175324714566
expense,pos/neg,relation,wn_hypernym,not_certain,0.05140190401516297
joint,pos/neg,relation,wn_hypernym,not_certain,0.05175418551874736
attendance,pos/neg,relation,wn_hypernym,not_certain,0.0517609395902471
six,pos/neg,relation,wn_hypernym,not_certain,0.05308177319341669
