concept,label,categories_str,sources_str,certainty
beetle,pos,does_fly,cslb_crowd_pos,certain
flounder,neg,fish does_fly,cslb_crowd_neg wn_hypernym,certain
veil,neg,does_fly,cslb_crowd_neg,certain
aeroplane,pos,does_fly vehicle,cslb wn_hypernym,not_certain
arrow,pos,does_fly fly,cslb conceptnet,not_certain
bat_(animal),pos,does_fly,cslb,not_certain
bee,pos,does_fly,cslb,not_certain
boomerang,pos,does_fly,cslb,not_certain
budgie,pos,does_fly bird,cslb wn_hypernym,not_certain
butterfly,pos,does_fly,cslb,not_certain
buzzard,pos,does_fly bird,cslb wn_hypernym,not_certain
canary,pos,does_fly bird,cslb wn_hypernym,not_certain
crane_(bird),pos,does_fly,cslb,not_certain
dove,pos,does_fly bird,cslb wn_hypernym,not_certain
dragonfly,pos,does_fly,cslb,not_certain
duck,pos,does_fly bird,cslb wn_hypernym,not_certain
eagle,pos,does_fly bird,cslb wn_hypernym,not_certain
falcon,pos,does_fly bird,cslb wn_hypernym,not_certain
flamingo,pos,does_fly bird,cslb wn_hypernym,not_certain
frisbee,pos,does_fly,cslb,not_certain
glider,pos,does_fly vehicle,cslb wn_hypernym,not_certain
goose,pos,does_fly bird,cslb wn_hypernym,not_certain
hawk,pos,does_fly bird,cslb wn_hypernym,not_certain
helicopter,pos,does_fly fly vehicle does_fly fly vehicle,cslb wn_hypernym conceptnet manually_included,certain
heron,pos,does_fly bird,cslb wn_hypernym,not_certain
hornet,pos,does_fly,cslb,not_certain
housefly,pos,does_fly,cslb,not_certain
hummingbird,pos,does_fly bird,cslb wn_hypernym,not_certain
kingfisher,pos,does_fly bird,cslb wn_hypernym,not_certain
kite,pos,does_fly bird does_fly bird,cslb wn_hypernym manually_included,certain
ladybird,pos,does_fly,cslb,not_certain
locust,pos,does_fly,cslb,not_certain
magpie,pos,does_fly bird,cslb wn_hypernym,not_certain
mosquito,pos,does_fly,cslb,not_certain
moth,pos,does_fly,cslb,not_certain
nightingale,pos,does_fly bird,cslb wn_hypernym,not_certain
owl,pos,does_fly bird,cslb wn_hypernym,not_certain
parakeet,pos,does_fly bird,cslb wn_hypernym,not_certain
partridge,pos,does_fly bird,cslb wn_hypernym,not_certain
pelican,pos,does_fly bird,cslb wn_hypernym,not_certain
pigeon,pos,does_fly bird,cslb wn_hypernym,not_certain
raven,pos,does_fly bird,cslb wn_hypernym,not_certain
robin,pos,does_fly bird,cslb wn_hypernym,not_certain
rocket,pos,does_fly vehicle,cslb wn_hypernym,not_certain
seagull,pos,does_fly bird does_fly bird,cslb wn_hypernym manually_included,certain
sparrow,pos,does_fly bird,cslb wn_hypernym,not_certain
starling,pos,does_fly bird,cslb wn_hypernym,not_certain
swan,pos,does_fly bird,cslb wn_hypernym,not_certain
wasp,pos,does_fly,cslb,not_certain
woodpecker,pos,does_fly bird,cslb wn_hypernym,not_certain
wren,pos,does_fly bird,cslb wn_hypernym,not_certain
bird,pos,bird,wn_hypernym,not_certain
apodiform_bird,pos,bird,wn_hypernym,not_certain
aquatic_bird,pos,bird,wn_hypernym,not_certain
Archaeopteryx_lithographica,pos,bird,wn_hypernym,not_certain
archeopteryx,pos,bird,wn_hypernym,not_certain
archaeopteryx,pos,bird,wn_hypernym,not_certain
archaeornis,pos,bird,wn_hypernym,not_certain
bird_of_passage,pos,bird,wn_hypernym,not_certain
bird_of_prey,pos,bird,wn_hypernym,not_certain
raptorial_bird,pos,bird,wn_hypernym,not_certain
raptor,pos,bird,wn_hypernym,not_certain
caprimulgiform_bird,pos,bird,wn_hypernym,not_certain
carinate,pos,bird,wn_hypernym,not_certain
carinate_bird,pos,bird,wn_hypernym,not_certain
flying_bird,pos,bird,wn_hypernym,not_certain
cock,pos,bird,wn_hypernym,not_certain
coraciiform_bird,pos,bird,wn_hypernym,not_certain
cuculiform_bird,pos,bird,wn_hypernym,not_certain
dickeybird,pos,bird,wn_hypernym,not_certain
dickybird,pos,bird,wn_hypernym,not_certain
dicky-bird,pos,bird,wn_hypernym,not_certain
dickey-bird,pos,bird,wn_hypernym,not_certain
gallinaceous_bird,pos,bird,wn_hypernym,not_certain
gallinacean,pos,bird,wn_hypernym,not_certain
hen,pos,bird,wn_hypernym,not_certain
Ibero-mesornis,pos,bird,wn_hypernym,not_certain
nester,pos,bird,wn_hypernym,not_certain
night_bird,pos,bird,wn_hypernym,not_certain
nonpasserine_bird,pos,bird,wn_hypernym,not_certain
parrot,pos,bird,wn_hypernym,not_certain
passeriform_bird,pos,bird,wn_hypernym,not_certain
