concept,label,categories_str,sources_str,certainty
canary,pos,bird does_lay_eggs,cslb_crowd_pos wn_hypernym,certain
heron,pos,bird does_lay_eggs,cslb_crowd_pos wn_hypernym,certain
wren,pos,bird does_lay_eggs,cslb_crowd_pos cslb wn_hypernym,certain
goose,pos,bird does_lay_eggs,cslb_crowd_pos wn_hypernym,certain
flamingo,pos,bird does_lay_eggs,cslb_crowd_pos wn_hypernym,certain
alligator,pos,reptile does_lay_eggs,cslb wn_hypernym,not_certain
butterfly,pos,does_lay_eggs,cslb,not_certain
chicken,pos,bird does_lay_eggs lay_eggs bird does_lay_eggs lay_eggs,cslb wn_hypernym conceptnet manually_included,certain
dove,pos,bird does_lay_eggs,cslb wn_hypernym,not_certain
duck,pos,bird does_lay_eggs,cslb wn_hypernym,not_certain
eagle,pos,bird does_lay_eggs,cslb wn_hypernym,not_certain
emu,pos,bird does_lay_eggs,cslb wn_hypernym,not_certain
flea,pos,lay_eggs does_lay_eggs,cslb conceptnet,not_certain
frog,pos,does_lay_eggs,cslb,not_certain
nightingale,pos,bird does_lay_eggs,cslb wn_hypernym,not_certain
ostrich,pos,bird does_lay_eggs,cslb wn_hypernym,not_certain
penguin,pos,bird does_lay_eggs,cslb wn_hypernym,not_certain
platypus,pos,mammal does_lay_eggs mammal does_lay_eggs,cslb wn_hypernym manually_included,certain
raven,pos,bird does_lay_eggs,cslb wn_hypernym,not_certain
sparrow,pos,bird does_lay_eggs,cslb wn_hypernym,not_certain
starling,pos,bird does_lay_eggs,cslb wn_hypernym,not_certain
swan,pos,bird does_lay_eggs,cslb wn_hypernym,not_certain
tortoise,pos,reptile does_lay_eggs reptile does_lay_eggs,cslb wn_hypernym manually_included,certain
turtle,pos,reptile does_lay_eggs reptile does_lay_eggs,cslb wn_hypernym manually_included,certain
bird,pos,bird,wn_hypernym,not_certain
apodiform_bird,pos,bird,wn_hypernym,not_certain
aquatic_bird,pos,bird,wn_hypernym,not_certain
Archaeopteryx_lithographica,pos,bird,wn_hypernym,not_certain
archeopteryx,pos,bird,wn_hypernym,not_certain
archaeopteryx,pos,bird,wn_hypernym,not_certain
archaeornis,pos,bird,wn_hypernym,not_certain
bird_of_passage,pos,bird,wn_hypernym,not_certain
bird_of_prey,pos,bird,wn_hypernym,not_certain
raptorial_bird,pos,bird,wn_hypernym,not_certain
raptor,pos,bird,wn_hypernym,not_certain
caprimulgiform_bird,pos,bird,wn_hypernym,not_certain
carinate,pos,bird,wn_hypernym,not_certain
carinate_bird,pos,bird,wn_hypernym,not_certain
flying_bird,pos,bird,wn_hypernym,not_certain
cock,pos,bird,wn_hypernym,not_certain
coraciiform_bird,pos,bird,wn_hypernym,not_certain
cuculiform_bird,pos,bird,wn_hypernym,not_certain
dickeybird,pos,bird,wn_hypernym,not_certain
dickybird,pos,bird,wn_hypernym,not_certain
dicky-bird,pos,bird,wn_hypernym,not_certain
dickey-bird,pos,bird,wn_hypernym,not_certain
gallinaceous_bird,pos,bird,wn_hypernym,not_certain
gallinacean,pos,bird,wn_hypernym,not_certain
hen,pos,bird,wn_hypernym,not_certain
Ibero-mesornis,pos,bird,wn_hypernym,not_certain
nester,pos,bird,wn_hypernym,not_certain
night_bird,pos,bird,wn_hypernym,not_certain
nonpasserine_bird,pos,bird,wn_hypernym,not_certain
parrot,pos,bird,wn_hypernym,not_certain
passeriform_bird,pos,bird,wn_hypernym,not_certain
passerine,pos,bird,wn_hypernym,not_certain
piciform_bird,pos,bird,wn_hypernym,not_certain
