concept,label,categories_str,sources_str,certainty
broccoli_slaw,pos,is_used_in_cooking,cslb_crowd_pos,certain
fruit_chutney,pos,is_used_in_cooking,cslb_crowd_pos,certain
kabocha_squash,pos,is_used_in_cooking,cslb_crowd_pos,certain
shortbread_crust,pos,is_used_in_cooking,cslb_crowd_pos,certain
cardamom_seed,pos,is_used_in_cooking,cslb_crowd_pos,certain
burrito,pos,is_used_in_cooking,cslb_crowd_pos,certain
sunchoke,pos,is_used_in_cooking,cslb_crowd_pos,certain
anise_seed,pos,is_used_in_cooking,cslb_crowd_pos,certain
plump_raisin,pos,is_used_in_cooking,cslb_crowd_pos,certain
witlof,pos,is_used_in_cooking,cslb_crowd_pos,certain
porcini,pos,is_used_in_cooking,cslb_crowd_pos,certain
sour_cream,pos,is_used_in_cooking,cslb_crowd_pos,certain
piquillo_pepper,pos,is_used_in_cooking,cslb_crowd_pos,certain
chocolate_morsel,pos,is_used_in_cooking,cslb_crowd_pos,certain
potato_mash,pos,is_used_in_cooking,cslb_crowd_pos,certain
frangipane,pos,is_used_in_cooking,cslb_crowd_pos,certain
taco,pos,is_used_in_cooking,cslb_crowd_pos,certain
pepperoncini,pos,is_used_in_cooking,cslb_crowd_pos,certain
chicken_wing,pos,is_used_in_cooking,cslb_crowd_pos,certain
pepperoni_pizza,pos,is_used_in_cooking,cslb_crowd_pos,certain
egg_yolk,pos,is_used_in_cooking,cslb_crowd_pos,certain
blanched_vegetable,pos,is_used_in_cooking,cslb_crowd_pos,certain
coconut_flake,pos,is_used_in_cooking,cslb_crowd_pos,certain
gruyère,pos,is_used_in_cooking,cslb_crowd_pos,certain
wire_whisk,pos,is_used_in_cooking,cslb_crowd_pos,certain
basil_leaf,pos,is_used_in_cooking,cslb_crowd_pos,certain
grilled_cheese,pos,is_used_in_cooking,cslb_crowd_pos,certain
blanched_almond,pos,is_used_in_cooking,cslb_crowd_pos,certain
maple_glaze,pos,is_used_in_cooking,cslb_crowd_pos,certain
pimientos,pos,is_used_in_cooking,cslb_crowd_pos,certain
unsalted_butter,pos,is_used_in_cooking,cslb_crowd_pos,certain
butterscotch_chip,pos,is_used_in_cooking,cslb_crowd_pos,certain
pimento,pos,is_used_in_cooking,cslb_crowd_pos,certain
pimentos,pos,is_used_in_cooking,cslb_crowd_pos,certain
chilli_jam,pos,is_used_in_cooking,cslb_crowd_pos,certain
fava,pos,is_used_in_cooking,cslb_crowd_pos,certain
pimiento,pos,is_used_in_cooking,cslb_crowd_pos,certain
chopped_dill,pos,is_used_in_cooking,cslb_crowd_pos,certain
hardboiled_egg,pos,is_used_in_cooking,cslb_crowd_pos,certain
salted_butter,pos,is_used_in_cooking,cslb_crowd_pos,certain
asparagus,pos,is_used_in_cooking,cslb_crowd_pos,certain
chile_flake,pos,is_used_in_cooking,cslb_crowd_pos,certain
crusty_roll,pos,is_used_in_cooking,cslb_crowd_pos,certain
peas,pos,is_used_in_cooking,cslb_crowd_pos,certain
spinach,pos,is_used_in_cooking,cslb_crowd_pos cslb,certain
chicken,pos,is_used_in_cooking is_used_in_cooking is_used_in_cooking is_used_in_cooking,cslb_crowd_pos manually_included manually_included,certain
mayonnaise,pos,is_used_in_cooking,cslb_crowd_pos,certain
grater,pos,is_used_in_cooking,cslb_crowd_pos,certain
pizzeria,neg,is_used_in_cooking,cslb_crowd_neg,certain
knickers,neg,is_used_in_cooking,cslb_crowd_neg,certain
grasshopper,neg,is_used_in_cooking,cslb_crowd_neg,certain
apron,pos,is_used_in_cooking,cslb,not_certain
artichoke,pos,is_used_in_cooking,cslb,not_certain
aubergine,pos,is_used_in_cooking,cslb,not_certain
bacon,pos,is_used_in_cooking,cslb,not_certain
bean,pos,is_used_in_cooking,cslb,not_certain
blender,pos,is_used_in_cooking,cslb,not_certain
broccoli,pos,is_used_in_cooking,cslb,not_certain
butter,pos,is_used_in_cooking,cslb,not_certain
cabbage,pos,is_used_in_cooking,cslb,not_certain
carrot,pos,is_used_in_cooking,cslb,not_certain
cauliflower,pos,is_used_in_cooking,cslb,not_certain
coconut,pos,is_used_in_cooking,cslb,not_certain
corn,pos,is_used_in_cooking,cslb,not_certain
courgette,pos,is_used_in_cooking,cslb,not_certain
flour,pos,is_used_in_cooking,cslb,not_certain
garlic,pos,is_used_in_cooking,cslb,not_certain
ham,pos,is_used_in_cooking,cslb,not_certain
kitchen_scales,pos,is_used_in_cooking,cslb,not_certain
knife,pos,tool cutlery is_used_in_cooking,cslb wn_hypernym,not_certain
leek,pos,is_used_in_cooking,cslb,not_certain
lime,pos,is_used_in_cooking,cslb,not_certain
lobster,pos,is_used_in_cooking,cslb,not_certain
microwave,pos,is_used_in_cooking,cslb,not_certain
mushroom,pos,is_used_in_cooking,cslb,not_certain
mussel,pos,is_used_in_cooking,cslb,not_certain
onion,pos,is_used_in_cooking,cslb,not_certain
oven,pos,is_used_in_cooking,cslb,not_certain
parsley,pos,is_used_in_cooking,cslb,not_certain
pie,pos,is_used_in_cooking,cslb,not_certain
potato,pos,is_used_in_cooking,cslb,not_certain
prawn,pos,is_used_in_cooking,cslb,not_certain
rhubarb,pos,is_used_in_cooking,cslb,not_certain
rice,pos,is_used_in_cooking,cslb,not_certain
rolling_pin,pos,is_used_in_cooking,cslb,not_certain
scallop,pos,is_used_in_cooking,cslb,not_certain
spatula,pos,tool is_used_in_cooking,cslb wn_hypernym,not_certain
stove,pos,is_used_in_cooking,cslb,not_certain
strainer,pos,is_used_in_cooking,cslb,not_certain
sweet_potato,pos,is_used_in_cooking,cslb,not_certain
toaster,pos,is_used_in_cooking,cslb,not_certain
tomato,pos,is_used_in_cooking,cslb,not_certain
tongs,pos,is_used_in_cooking,cslb,not_certain
turnip,pos,is_used_in_cooking,cslb,not_certain
whisk,pos,is_used_in_cooking,cslb,not_certain
cutter,pos,tool cutlery,wn_hypernym,not_certain
cutlery,pos,tool cutlery,wn_hypernym,not_certain
cutting_tool,pos,tool cutlery,wn_hypernym,not_certain
bolt_cutter,pos,tool cutlery,wn_hypernym,not_certain
cigar_cutter,pos,tool cutlery,wn_hypernym,not_certain
die,pos,tool cutlery,wn_hypernym,not_certain
edge_tool,pos,tool cutlery,wn_hypernym,not_certain
glass_cutter,pos,tool cutlery,wn_hypernym,not_certain
tile_cutter,pos,tool cutlery,wn_hypernym,not_certain
adze,pos,tool cutlery,wn_hypernym,not_certain
adz,pos,tool cutlery,wn_hypernym,not_certain
axe,pos,tool cutlery,wn_hypernym,not_certain
ax,pos,tool cutlery,wn_hypernym,not_certain
chisel,pos,tool cutlery,wn_hypernym,not_certain
gouge,pos,tool cutlery,wn_hypernym,not_certain
hand_axe,pos,tool cutlery,wn_hypernym,not_certain
hand_ax,pos,tool cutlery,wn_hypernym,not_certain
hob,pos,tool cutlery,wn_hypernym,not_certain
