concept,label,categories_str,sources_str,certainty
cockerel,neg,is_male,cslb,not_certain
peacock,neg,is_male,cslb,not_certain
female,pos,female,wn_hypernym,not_certain
female_person,pos,female,wn_hypernym,not_certain
little_girl,pos,female,wn_hypernym,not_certain
girl,pos,female,wn_hypernym,not_certain
female_child,pos,female,wn_hypernym,not_certain
female_offspring,pos,female,wn_hypernym,not_certain
foster-sister,pos,female,wn_hypernym,not_certain
foster_sister,pos,female,wn_hypernym,not_certain
girl_wonder,pos,female,wn_hypernym,not_certain
adult_female,pos,female,wn_hypernym,not_certain
woman,pos,female female female female,wn_hypernym manually_included manually_included,certain
Campfire_Girl,pos,female,wn_hypernym,not_certain
farm_girl,pos,female,wn_hypernym,not_certain
flower_girl,pos,female,wn_hypernym,not_certain
moppet,pos,female,wn_hypernym,not_certain
schoolgirl,pos,female,wn_hypernym,not_certain
Scout,pos,female,wn_hypernym,not_certain
daughter,pos,female,wn_hypernym,not_certain
amazon,pos,female,wn_hypernym,not_certain
virago,pos,female,wn_hypernym,not_certain
bar_girl,pos,female,wn_hypernym,not_certain
B-girl,pos,female,wn_hypernym,not_certain
bachelor_girl,pos,female,wn_hypernym,not_certain
bachelorette,pos,female,wn_hypernym,not_certain
baggage,pos,female,wn_hypernym,not_certain
ball-buster,pos,female,wn_hypernym,not_certain
ball-breaker,pos,female,wn_hypernym,not_certain
Black_woman,pos,female,wn_hypernym,not_certain
bluestocking,pos,female,wn_hypernym,not_certain
bas_bleu,pos,female,wn_hypernym,not_certain
bridesmaid,pos,female,wn_hypernym,not_certain
maid_of_honor,pos,female,wn_hypernym,not_certain
broad,pos,female,wn_hypernym,not_certain
cat,pos,female,wn_hypernym,not_certain
Cinderella,pos,female,wn_hypernym,not_certain
coquette,pos,female,wn_hypernym,not_certain
vamper,pos,female,wn_hypernym,not_certain
minx,pos,female,wn_hypernym,not_certain
flirt,pos,female,wn_hypernym,not_certain
tease,pos,female,wn_hypernym,not_certain
vamp,pos,female,wn_hypernym,not_certain
prickteaser,pos,female,wn_hypernym,not_certain
madam,pos,female,wn_hypernym,not_certain
gentlewoman,pos,female,wn_hypernym,not_certain
ma'am,pos,female,wn_hypernym,not_certain
dame,pos,female,wn_hypernym,not_certain
lady,pos,female,wn_hypernym,not_certain
deb,pos,female,wn_hypernym,not_certain
debutante,pos,female,wn_hypernym,not_certain
grass_widow,pos,female,wn_hypernym,not_certain
divorcee,pos,female,wn_hypernym,not_certain
dominatrix,pos,female,wn_hypernym,not_certain
donna,pos,female,wn_hypernym,not_certain
enchantress,pos,female,wn_hypernym,not_certain
siren,pos,female,wn_hypernym,not_certain
femme_fatale,pos,female,wn_hypernym,not_certain
Delilah,pos,female,wn_hypernym,not_certain
temptress,pos,female,wn_hypernym,not_certain
ex,pos,female,wn_hypernym,not_certain
ex-wife,pos,female,wn_hypernym,not_certain
eyeful,pos,female,wn_hypernym,not_certain
geisha_girl,pos,female,wn_hypernym,not_certain
geisha,pos,female,wn_hypernym,not_certain
miss,pos,female,wn_hypernym,not_certain
young_lady,pos,female,wn_hypernym,not_certain
missy,pos,female,wn_hypernym,not_certain
fille,pos,female,wn_hypernym,not_certain
young_woman,pos,female,wn_hypernym,not_certain
girlfriend,pos,female,wn_hypernym,not_certain
lady_friend,pos,female,wn_hypernym,not_certain
gold_digger,pos,female,wn_hypernym,not_certain
gravida,pos,female,wn_hypernym,not_certain
heroine,pos,female,wn_hypernym,not_certain
inamorata,pos,female,wn_hypernym,not_certain
jezebel,pos,female,wn_hypernym,not_certain
jilt,pos,female,wn_hypernym,not_certain
maenad,pos,female,wn_hypernym,not_certain
materfamilias,pos,female,wn_hypernym,not_certain
matriarch,pos,female,wn_hypernym,not_certain
matron,pos,female,wn_hypernym,not_certain
mestiza,pos,female,wn_hypernym,not_certain
kept_woman,pos,female,wn_hypernym,not_certain
mistress,pos,female,wn_hypernym,not_certain
fancy_woman,pos,female,wn_hypernym,not_certain
mother_figure,pos,female,wn_hypernym,not_certain
nanny,pos,female,wn_hypernym,not_certain
nursemaid,pos,female,wn_hypernym,not_certain
nurse,pos,female,wn_hypernym,not_certain
nullipara,pos,female,wn_hypernym,not_certain
nymph,pos,female,wn_hypernym,not_certain
houri,pos,female,wn_hypernym,not_certain
nymphet,pos,female,wn_hypernym,not_certain
old_woman,pos,female,wn_hypernym,not_certain
prostitute,pos,female,wn_hypernym,not_certain
bawd,pos,female,wn_hypernym,not_certain
sporting_lady,pos,female,wn_hypernym,not_certain
whore,pos,female,wn_hypernym,not_certain
harlot,pos,female,wn_hypernym,not_certain
working_girl,pos,female,wn_hypernym,not_certain
lady_of_pleasure,pos,female,wn_hypernym,not_certain
woman_of_the_street,pos,female,wn_hypernym,not_certain
tart,pos,female,wn_hypernym,not_certain
cyprian,pos,female,wn_hypernym,not_certain
cocotte,pos,female,wn_hypernym,not_certain
shikse,pos,female,wn_hypernym,not_certain
shiksa,pos,female,wn_hypernym,not_certain
knockout,pos,female,wn_hypernym,not_certain
mantrap,pos,female,wn_hypernym,not_certain
peach,pos,female,wn_hypernym,not_certain
beauty,pos,female,wn_hypernym,not_certain
dish,pos,female,wn_hypernym,not_certain
stunner,pos,female,wn_hypernym,not_certain
sweetheart,pos,female,wn_hypernym,not_certain
lulu,pos,female,wn_hypernym,not_certain
looker,pos,female,wn_hypernym,not_certain
ravisher,pos,female,wn_hypernym,not_certain
