concept,label,categories_str,sources_str,certainty
wielding_knife,pos,is_dangerous,cslb_crowd_pos,certain
butcher_knife,pos,tool is_dangerous,cslb_crowd_pos wn_hypernym,certain
nailgun,pos,is_dangerous,cslb_crowd_pos,certain
fish_filleting_knife,pos,is_dangerous,cslb_crowd_pos,certain
warthog,pos,is_dangerous,cslb_crowd_pos,certain
drug,pos,is_dangerous,cslb_crowd_pos,certain
handsaw,pos,tool is_dangerous,cslb_crowd_pos wn_hypernym,certain
razorblade,pos,tool is_dangerous,cslb_crowd_pos wn_hypernym,certain
sharpened_toothbrush,pos,is_dangerous,cslb_crowd_pos,certain
cleaver,pos,tool is_dangerous,cslb_crowd_pos wn_hypernym,certain
samurai_sword,pos,is_dangerous,cslb_crowd_pos,certain
carving_knife,pos,tool is_dangerous,cslb_crowd_pos wn_hypernym,certain
methadone,pos,is_dangerous,cslb_crowd_pos,certain
mountain_lion,pos,is_dangerous,cslb_crowd_pos,certain
fillet_knife,pos,is_dangerous,cslb_crowd_pos,certain
tigress,pos,is_dangerous,cslb_crowd_pos,certain
bladed_knife,pos,is_dangerous,cslb_crowd_pos,certain
filleting_knife,pos,is_dangerous,cslb_crowd_pos,certain
rhinoceros,pos,is_dangerous,cslb_crowd_pos,certain
meat_cleaver,pos,tool is_dangerous,cslb_crowd_pos wn_hypernym,certain
cutlass,pos,weapon is_dangerous,cslb_crowd_pos wn_hypernym,certain
boning_knife,pos,is_dangerous,cslb_crowd_pos,certain
grizzly,pos,is_dangerous,cslb_crowd_pos,certain
horned_rhino,pos,is_dangerous,cslb_crowd_pos,certain
mace_spray,pos,is_dangerous,cslb_crowd_pos,certain
derringer,pos,weapon is_dangerous,cslb_crowd_pos wn_hypernym,certain
ninja_sword,pos,is_dangerous,cslb_crowd_pos,certain
blowgun,pos,is_dangerous,cslb_crowd_pos,certain
pitchfork,pos,tool is_dangerous,cslb_crowd_pos wn_hypernym,certain
hippopotamus,pos,is_dangerous,cslb_crowd_pos,certain
speargun,pos,is_dangerous,cslb_crowd_pos,certain
cocain,pos,is_dangerous,cslb_crowd_pos,certain
slingshot,pos,is_dangerous,cslb_crowd_pos,certain
steak_knives,pos,is_dangerous,cslb_crowd_pos,certain
prescription_painkiller,pos,is_dangerous,cslb_crowd_pos,certain
brandished_knife,pos,is_dangerous,cslb_crowd_pos,certain
gauge_shotgun,pos,is_dangerous,cslb_crowd_pos,certain
cougar,pos,is_dangerous,cslb_crowd_pos,certain
bladed_weapon,pos,is_dangerous,cslb_crowd_pos,certain
