"concept"	"label"	"categories_str"	"sources_str"	"certainty"	"cosine_centroid"	"selection"
"technical"	"pos"	"wheel"	"wn_parts"	"not_certain"	0.1171449762	1
"ordinary"	"pos"	"wheel"	"wn_parts"	"not_certain"	0.1353691729	
"clarence"	"pos"	"wheel"	"wn_parts"	"not_certain"	0.1399726374	
"piton"	"neg"	"has_wheels"	"cslb_crowd_neg"	"certain"	0.1447513414	
"berlin"	"pos"	"wheel"	"wn_parts"	"not_certain"	0.1504070649	
"semi"	"pos"	"wheel"	"wn_parts"	"not_certain"	0.1558762462	
"smoker"	"pos"	"wheel"	"wn_parts"	"not_certain"	0.1797394303	
"heap"	"pos"	"wheel"	"wn_parts"	"not_certain"	0.1816441622	
"rim"	"pos"	"wheels"	"wn_parts"	"not_certain"	0.1856532923	
"barrow"	"pos"	"wheel"	"wn_parts"	"not_certain"	0.1866273203	
"stanhope"	"pos"	"wheel"	"wn_parts"	"not_certain"	0.1905518004	
"sledging"	"neg"	"has_wheels"	"cslb_crowd_neg"	"certain"	0.1977080145	
"troika"	"pos"	"wheel"	"wn_parts"	"not_certain"	0.2010226687	
"surrey"	"pos"	"wheel"	"wn_parts"	"not_certain"	0.2034170857	
"wain"	"pos"	"wheel"	"wn_parts"	"not_certain"	0.2058333682	
"stage"	"pos"	"wheel"	"wn_parts"	"not_certain"	0.2069522074	
"hack"	"pos"	"wheel"	"wn_parts"	"not_certain"	0.207036755	
"cycle"	"pos"	"wheel"	"wn_parts"	"not_certain"	0.2095700133	
"trap"	"pos"	"wheel"	"wn_parts"	"not_certain"	0.2101499707	
"finisher"	"pos"	"wheel"	"wn_parts"	"not_certain"	0.2126746603	
"frigate"	"neg"	"has_wheels"	"cslb_crowd_neg"	"certain"	0.2203489546	
"bandwagon"	"pos"	"wheel"	"wn_parts"	"not_certain"	0.2232200791	
"landau"	"pos"	"wheel"	"wn_parts"	"not_certain"	0.2328591381	
"gig"	"pos"	"wheel"	"wn_parts"	"not_certain"	0.2368885719	
"battleship"	"neg"	"has_wheels"	"cslb_crowd_neg"	"certain"	0.2426181568	
"tender"	"pos"	"wheel"	"wn_parts"	"not_certain"	0.2460478614	
"cat"	"pos"	"wheel"	"wn_parts"	"not_certain"	0.2477333559	
"coach"	"pos"	"wheel"	"wn_parts"	"not_certain"	0.2494315109	
"van"	"pos"	"wheel has_wheels"	"wn_parts cslb"	"not_certain"	0.2517850067	
"cannon"	"pos"	"has_wheels"	"mcrae cslb"	"not_certain"	0.2537549077	
"compact"	"pos"	"wheel"	"wn_parts"	"not_certain"	0.2547765597	
"tandem"	"pos"	"wheel"	"wn_parts"	"not_certain"	0.2551493584	
"pushcart"	"pos"	"wheel"	"wn_parts"	"not_certain"	0.2551650642	
"hackney"	"pos"	"wheel"	"wn_parts"	"not_certain"	0.2570951931	
"amphibian"	"pos"	"wheel"	"wn_parts"	"not_certain"	0.2575887154	
"warship"	"neg"	"has_wheels"	"cslb_crowd_neg"	"certain"	0.2579598414	
"vessel"	"neg"	"has_wheels"	"cslb_crowd_neg"	"certain"	0.2642178693	
"shay"	"pos"	"wheel"	"wn_parts"	"not_certain"	0.2652256524	
"equipage"	"pos"	"wheel"	"wn_parts"	"not_certain"	0.2657990468	
"carrier"	"pos"	"wheel"	"wn_parts"	"not_certain"	0.2768087026	
"flat"	"pos"	"wheel"	"wn_parts"	"not_certain"	0.2815896953	
"rig"	"pos"	"wheel"	"wn_parts"	"not_certain"	0.2835270682	
"skidoo"	"neg"	"has_wheels"	"cslb_crowd_neg"	"certain"	0.2860492271	
"trawler"	"neg"	"has_wheels"	"cslb_crowd_neg"	"certain"	0.289195846	
"panzer"	"pos"	"wheel"	"wn_parts"	"not_certain"	0.2938879777	
"packhorse"	"neg"	"has_wheels"	"cslb_crowd_neg"	"certain"	0.2945164772	
"limber"	"pos"	"wheel"	"wn_parts"	"not_certain"	0.2946726906	
"dray"	"pos"	"wheel"	"wn_parts"	"not_certain"	0.2968840768	
"ship"	"neg"	"has_wheels has_wheels"	"cslb_crowd_neg manually_included"	"certain"	0.2995093474	
"wrecker"	"pos"	"wheel"	"wn_parts"	"not_certain"	0.3006234311	
"schooner"	"neg"	"has_wheels"	"cslb_crowd_neg"	"certain"	0.310216919	
"sleeper"	"pos"	"wheel"	"wn_parts"	"not_certain"	0.3115681372	
"tipper"	"pos"	"wheel"	"wn_parts"	"not_certain"	0.3146782108	
"pram"	"pos"	"wheel has_wheels"	"wn_parts cslb"	"not_certain"	0.3157518763	
"wheeler"	"pos"	"has_wheels"	"cslb_crowd_pos"	"certain"	0.3256218095	
"machine"	"pos"	"wheel"	"wn_parts"	"not_certain"	0.3263298292	
"dinky"	"pos"	"wheel"	"wn_parts"	"not_certain"	0.3274141	
"yacht"	"neg"	"has_wheels"	"cslb_crowd_neg"	"certain"	0.3289164168	
"scrambler"	"pos"	"wheel"	"wn_parts"	"not_certain"	0.3311216689	
"freighter"	"neg"	"has_wheels"	"cslb_crowd_neg"	"certain"	0.3364331451	
"chariot"	"pos"	"wheel"	"wn_parts"	"not_certain"	0.3420680869	
"doodlebug"	"pos"	"wheel"	"wn_parts"	"not_certain"	0.3421058442	
"oxcart"	"pos"	"wheel"	"wn_parts"	"not_certain"	0.3425112988	
"winch"	"neg"	"has_wheels"	"cslb_crowd_neg"	"certain"	0.3445259922	
"transporter"	"pos"	"wheel"	"wn_parts"	"not_certain"	0.3450309189	
"tank"	"pos"	"wheel"	"wn_parts"	"not_certain"	0.3454754856	
"bookmobile"	"pos"	"wheel"	"wn_parts"	"not_certain"	0.3508494065	
"tugboat"	"neg"	"has_wheels"	"cslb_crowd_neg"	"certain"	0.3528991119	
"camper"	"pos"	"wheel"	"wn_parts"	"not_certain"	0.3531184286	
"wheelbarrow"	"pos"	"wheel has_wheels"	"wn_parts cslb"	"not_certain"	0.3539624837	
"caravan"	"pos"	"wheel has_wheels"	"wn_parts cslb"	"not_certain"	0.3561832599	
"brougham"	"pos"	"wheel"	"wn_parts"	"not_certain"	0.3576096658	
"dozer"	"pos"	"wheel"	"wn_parts"	"not_certain"	0.3581562407	
"sulky"	"pos"	"wheel"	"wn_parts"	"not_certain"	0.3597444769	
"sleigh"	"neg"	"neg"	"manually_included"	"certain"	0.3597518388	
"handcart"	"pos"	"wheel"	"wn_parts"	"not_certain"	0.3601323509	
"toboggan"	"neg"	"has_wheels"	"cslb_crowd_neg"	"certain"	0.3605314415	
"stroller"	"pos"	"wheel has_wheels"	"wn_parts cslb_crowd_pos"	"certain"	0.3651934875	
"chaise"	"pos"	"wheel"	"wn_parts"	"not_certain"	0.3660472646	
"electric"	"pos"	"wheel"	"wn_parts"	"not_certain"	0.3664444087	
"diner"	"pos"	"wheel"	"wn_parts"	"not_certain"	0.3665029198	
"pedicab"	"pos"	"wheel"	"wn_parts"	"not_certain"	0.3685007085	
"cruiser"	"pos"	"wheel"	"wn_parts"	"not_certain"	0.3737196539	
"boxcar"	"pos"	"wheel"	"wn_parts"	"not_certain"	0.3746346842	
"unicycle"	"pos"	"wheel has_wheels wheel has_wheels"	"wn_parts cslb manually_included"	"certain"	0.3780770353	
"wheelchair"	"pos"	"has_wheels"	"cslb"	"not_certain"	0.3820990786	
"horsecar"	"pos"	"wheel"	"wn_parts"	"not_certain"	0.3825474408	
"gondola"	"pos"	"wheel"	"wn_parts"	"not_certain"	0.3846784733	
"waggon"	"pos"	"wheel"	"wn_parts"	"not_certain"	0.3846976676	
"limo"	"pos"	"wheel"	"wn_parts"	"not_certain"	0.3863608522	
"skateboard"	"pos"	"wheel has_wheels"	"wn_parts cslb"	"not_certain"	0.3867321824	
"bulldozer"	"pos"	"wheel"	"wn_parts"	"not_certain"	0.3868493304	
"hansom"	"pos"	"wheel"	"wn_parts"	"not_certain"	0.3903445668	
"auto"	"pos"	"wheel"	"wn_parts"	"not_certain"	0.3913527453	
"dumper"	"pos"	"wheel"	"wn_parts"	"not_certain"	0.3916076849	
"lawnmower"	"pos"	"has_wheels"	"cslb_crowd_pos"	"certain"	0.3926006278	
"phaeton"	"pos"	"wheel"	"wn_parts"	"not_certain"	0.3946739545	
"aeroplane"	"pos"	"has_wheels"	"cslb"	"not_certain"	0.3976860048	
"sled"	"neg"	"has_wheels has_wheels"	"cslb_crowd_neg manually_included"	"certain"	0.3994043113	
"velocipede"	"pos"	"wheel"	"wn_parts"	"not_certain"	0.4061541286	
"caboose"	"pos"	"wheel"	"wn_parts"	"not_certain"	0.4080265517	
"snowplow"	"pos"	"wheel"	"wn_parts"	"not_certain"	0.412355992	
"subcompact"	"pos"	"wheel"	"wn_parts"	"not_certain"	0.4126664214	
"pusher"	"pos"	"wheel"	"wn_parts"	"not_certain"	0.413283012	
"ambulance"	"pos"	"wheel has_wheels"	"wn_parts cslb"	"not_certain"	0.4192695297	
"coupe"	"pos"	"wheel"	"wn_parts"	"not_certain"	0.4216427472	
"streetcar"	"pos"	"wheel"	"wn_parts"	"not_certain"	0.4216710085	
"racer"	"pos"	"wheel"	"wn_parts"	"not_certain"	0.4235075604	
"hearse"	"pos"	"wheel"	"wn_parts"	"not_certain"	0.4247987651	
"boat"	"neg"	"has_wheels has_wheels"	"cslb_crowd_neg manually_included"	"certain"	0.4252115057	
"runabout"	"pos"	"wheel"	"wn_parts"	"not_certain"	0.4262628286	
"shunter"	"pos"	"wheel"	"wn_parts"	"not_certain"	0.4279593448	
"stagecoach"	"pos"	"wheel"	"wn_parts"	"not_certain"	0.4302699079	
"cart"	"pos"	"wheel has_wheels"	"wn_parts cslb"	"not_certain"	0.4312621781	
"jalopy"	"pos"	"wheel"	"wn_parts"	"not_certain"	0.4315604081	
"porsche"	"pos"	"has_wheels"	"cslb"	"not_certain"	0.4333315179	
"train"	"pos"	"has_wheels has_wheels"	"cslb manually_included"	"certain"	0.4333793283	
"trike"	"pos"	"wheel has_wheels"	"wn_parts cslb_crowd_pos"	"certain"	0.4351615973	
"forklift"	"pos"	"wheel"	"wn_parts"	"not_certain"	0.4352033228	
"flatbed"	"pos"	"wheel"	"wn_parts"	"not_certain"	0.4360648088	
"moped"	"pos"	"wheel has_wheels"	"wn_parts cslb"	"not_certain"	0.439167774	
"oldsmobile"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.4401584941	
"streamliner"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.4407473006	
"4wd"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.4409211406	
"sidecar"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.4410005364	
"4x4"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.4410241793	
"xk120"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.4410315141	
"cabriolets"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.4410585994	
"surfliner"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.4411530393	
"650cc"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.4412699386	
"bogie"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.4412829877	
"volvo"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.4412968201	
"airplane"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.4413533792	
"z06"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.4414855444	
"zndapp"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.4415040215	
"monocoupe"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.441577529	
