concept,label,categories_str,sources_str,certainty,cosine_centroid
technical,neg,wheel,wn_parts,not_certain,0.0506268185402045
semi,neg,wheel,wn_parts,not_certain,0.07951274078518034
berlin,neg,wheel,wn_parts,not_certain,0.0808870206853646
ordinary,neg,wheel,wn_parts,not_certain,0.08235458563829307
auto,neg,wheel,wn_parts,not_certain,0.08344073866818576
stage,neg,wheel,wn_parts,not_certain,0.08365090063915719
landau,neg,wheel,wn_parts,not_certain,0.10775625725667164
coach,neg,wheel,wn_parts,not_certain,0.10871509139147748
shay,neg,wheel,wn_parts,not_certain,0.11091317091380601
finisher,neg,wheel,wn_parts,not_certain,0.11165557740684583
cycle,neg,wheel,wn_parts,not_certain,0.1147427494446795
troika,neg,wheel,wn_parts,not_certain,0.11634972422674421
ern,pos,wing,wn_parts,not_certain,0.11777827730137415
flatbed,neg,wheel,wn_parts,not_certain,0.11778040332185423
viceroy,pos,wing,wn_parts,not_certain,0.12350632851704514
van,neg,wheel,wn_parts,not_certain,0.1253594226995368
mina,pos,wing,wn_parts,not_certain,0.12612956946122278
automobile,neg,wheel,wn_parts,not_certain,0.12899659797681176
dumper,neg,wheel,wn_parts,not_certain,0.13188005792671395
tandem,neg,wheel,wn_parts,not_certain,0.1323509673111501
pen,pos,wing,wn_parts,not_certain,0.13308541223414175
horsecar,neg,wheel,wn_parts,not_certain,0.13592512846928168
limo,neg,wheel,wn_parts,not_certain,0.1364183151521224
bicycle,neg,wheel,wn_parts,not_certain,0.1368785776079019
dray,neg,wheel,wn_parts,not_certain,0.13691882465216432
ambulance,neg,wheel,wn_parts,not_certain,0.1372455955715067
dobson,pos,wing,wn_parts,not_certain,0.1394851867123562
chaise,neg,wheel,wn_parts,not_certain,0.13965880744917045
cart,neg,wheel,wn_parts,not_certain,0.14111527140147068
hack,neg,wheel,wn_parts,not_certain,0.14129179971245595
moped,neg,wheel,wn_parts,not_certain,0.141940764076387
machine,neg,wheel,wn_parts,not_certain,0.14290580939970124
lorry,neg,wheel,wn_parts,not_certain,0.14335300666691142
smoker,neg,wheel,wn_parts,not_certain,0.14474355527599075
clarence,neg,wheel,wn_parts,not_certain,0.14552262209992434
bandwagon,neg,wheel,wn_parts,not_certain,0.14565730838464214
electric,neg,wheel,wn_parts,not_certain,0.14605672841752604
tipper,neg,wheel,wn_parts,not_certain,0.14826376208622796
carriage,neg,wheel,wn_parts,not_certain,0.1484453943893337
daw,pos,wing,wn_parts,not_certain,0.14914941841005055
tank,neg,wheel,wn_parts,not_certain,0.14955883720215463
clegg,pos,wing,wn_parts,not_certain,0.14973098243947006
reeve,pos,wing,wn_parts,not_certain,0.14982884626692822
poll,pos,wing,wn_parts,not_certain,0.14987215458649486
bus,neg,wheel,wn_parts,not_certain,0.15047382435407136
