"concept"	"label"	"categories_str"	"sources_str"	"certainty"	"cosine_centroid"	"selection"
"technical"	"neg"	"wheel"	"wn_parts"	"not_certain"	0.0506268185	3
"semi"	"neg"	"wheel"	"wn_parts"	"not_certain"	0.0795127408	3
"berlin"	"neg"	"wheel"	"wn_parts"	"not_certain"	0.0808870207	3
"ordinary"	"neg"	"wheel"	"wn_parts"	"not_certain"	0.0823545856	3
"auto"	"neg"	"wheel"	"wn_parts"	"not_certain"	0.0834407387	3
"stage"	"neg"	"wheel"	"wn_parts"	"not_certain"	0.0836509006	3
"landau"	"neg"	"wheel"	"wn_parts"	"not_certain"	0.1077562573	3
"coach"	"neg"	"wheel"	"wn_parts"	"not_certain"	0.1087150914	3
"shay"	"neg"	"wheel"	"wn_parts"	"not_certain"	0.1109131709	3
"finisher"	"neg"	"wheel"	"wn_parts"	"not_certain"	0.1116555774	3
"cycle"	"neg"	"wheel"	"wn_parts"	"not_certain"	0.1147427494	3
"troika"	"neg"	"wheel"	"wn_parts"	"not_certain"	0.1163497242	3
"ern"	"pos"	"wing"	"wn_parts"	"not_certain"	0.1177782773	1
"flatbed"	"neg"	"wheel"	"wn_parts"	"not_certain"	0.1177804033	
"viceroy"	"pos"	"wing"	"wn_parts"	"not_certain"	0.1235063285	
"van"	"neg"	"wheel"	"wn_parts"	"not_certain"	0.1253594227	
"mina"	"pos"	"wing"	"wn_parts"	"not_certain"	0.1261295695	
"automobile"	"neg"	"wheel"	"wn_parts"	"not_certain"	0.128996598	
"dumper"	"neg"	"wheel"	"wn_parts"	"not_certain"	0.1318800579	
"tandem"	"neg"	"wheel"	"wn_parts"	"not_certain"	0.1323509673	
"pen"	"pos"	"wing"	"wn_parts"	"not_certain"	0.1330854122	
"horsecar"	"neg"	"wheel"	"wn_parts"	"not_certain"	0.1359251285	
"limo"	"neg"	"wheel"	"wn_parts"	"not_certain"	0.1364183152	
"bicycle"	"neg"	"wheel"	"wn_parts"	"not_certain"	0.1368785776	
"dray"	"neg"	"wheel"	"wn_parts"	"not_certain"	0.1369188247	
"ambulance"	"neg"	"wheel"	"wn_parts"	"not_certain"	0.1372455956	
"dobson"	"pos"	"wing"	"wn_parts"	"not_certain"	0.1394851867	
"chaise"	"neg"	"wheel"	"wn_parts"	"not_certain"	0.1396588074	
"cart"	"neg"	"wheel"	"wn_parts"	"not_certain"	0.1411152714	
"hack"	"neg"	"wheel"	"wn_parts"	"not_certain"	0.1412917997	
"moped"	"neg"	"wheel"	"wn_parts"	"not_certain"	0.1419407641	
"machine"	"neg"	"wheel"	"wn_parts"	"not_certain"	0.1429058094	
"lorry"	"neg"	"wheel"	"wn_parts"	"not_certain"	0.1433530067	
"smoker"	"neg"	"wheel"	"wn_parts"	"not_certain"	0.1447435553	
"clarence"	"neg"	"wheel"	"wn_parts"	"not_certain"	0.1455226221	
"bandwagon"	"neg"	"wheel"	"wn_parts"	"not_certain"	0.1456573084	
"electric"	"neg"	"wheel"	"wn_parts"	"not_certain"	0.1460567284	
"tipper"	"neg"	"wheel"	"wn_parts"	"not_certain"	0.1482637621	
"carriage"	"neg"	"wheel"	"wn_parts"	"not_certain"	0.1484453944	
"daw"	"pos"	"wing"	"wn_parts"	"not_certain"	0.1491494184	
"tank"	"neg"	"wheel"	"wn_parts"	"not_certain"	0.1495588372	
"clegg"	"pos"	"wing"	"wn_parts"	"not_certain"	0.1497309824	
"reeve"	"pos"	"wing"	"wn_parts"	"not_certain"	0.1498288463	
"poll"	"pos"	"wing"	"wn_parts"	"not_certain"	0.1498721546	
"bus"	"neg"	"wheel"	"wn_parts"	"not_certain"	0.1504738244	
"emmet"	"pos"	"wing"	"wn_parts"	"not_certain"	0.1507018797	
"ephemeral"	"pos"	"wing"	"wn_parts"	"not_certain"	0.1509713218	
"miller"	"pos"	"wing"	"wn_parts"	"not_certain"	0.1515674405	
"stint"	"pos"	"wing"	"wn_parts"	"not_certain"	0.1534441525	
"cardinal"	"pos"	"wing"	"wn_parts"	"not_certain"	0.154192364	
"pram"	"neg"	"wheel"	"wn_parts"	"not_certain"	0.1556347085	
"rickshaw"	"neg"	"wheel"	"wn_parts"	"not_certain"	0.1558056608	
"heap"	"neg"	"wheel"	"wn_parts"	"not_certain"	0.1560729886	
"taxicab"	"neg"	"wheel"	"wn_parts"	"not_certain"	0.1579398606	
"hackney"	"neg"	"wheel"	"wn_parts"	"not_certain"	0.1590068363	
"trailer"	"neg"	"wheel"	"wn_parts"	"not_certain"	0.1591645142	
"car"	"neg"	"wheel"	"wn_parts"	"not_certain"	0.1593584166	
"wagon"	"neg"	"wheel"	"wn_parts"	"not_certain"	0.15942032	
"diner"	"neg"	"wheel"	"wn_parts"	"not_certain"	0.1596525138	
"sedan"	"neg"	"wheel"	"wn_parts"	"not_certain"	0.159887895	
"egger"	"pos"	"wing"	"wn_parts"	"not_certain"	0.1599789296	
"panzer"	"neg"	"wheel"	"wn_parts"	"not_certain"	0.1609513831	
"gig"	"neg"	"wheel"	"wn_parts"	"not_certain"	0.1614294422	
"martin"	"pos"	"wing"	"wn_parts"	"not_certain"	0.1624235416	
"worker"	"pos"	"wing"	"wn_parts"	"not_certain"	0.1624943571	
"barrow"	"neg"	"wheel"	"wn_parts"	"not_certain"	0.1625708113	
"wain"	"neg"	"wheel"	"wn_parts"	"not_certain"	0.1633024458	
"kaki"	"pos"	"wing"	"wn_parts"	"not_certain"	0.1636092368	
"ani"	"pos"	"wing"	"wn_parts"	"not_certain"	0.1637455334	
"trap"	"neg"	"wheel"	"wn_parts"	"not_certain"	0.1656158343	
"punky"	"pos"	"wing"	"wn_parts"	"not_certain"	0.1664493354	
"tramcar"	"neg"	"wheel"	"wn_parts"	"not_certain"	0.1666350027	
"sleeper"	"neg"	"wheel"	"wn_parts"	"not_certain"	0.1666640396	
"limousine"	"neg"	"wheel"	"wn_parts"	"not_certain"	0.1669836191	
"sawyer"	"pos"	"wing"	"wn_parts"	"not_certain"	0.1670595483	
"tram"	"neg"	"wheel"	"wn_parts"	"not_certain"	0.1673081319	
"deathwatch"	"pos"	"wing"	"wn_parts"	"not_certain"	0.1674261579	
"homer"	"pos"	"wing"	"wn_parts"	"not_certain"	0.1679975832	
"waggon"	"neg"	"wheel"	"wn_parts"	"not_certain"	0.1680018279	
"cab"	"neg"	"wheel"	"wn_parts"	"not_certain"	0.1680555374	
"motorcycle"	"neg"	"wheel"	"wn_parts"	"not_certain"	0.168224311	
"bulldozer"	"neg"	"wheel"	"wn_parts"	"not_certain"	0.1683213748	
"streetcar"	"neg"	"wheel"	"wn_parts"	"not_certain"	0.1688892774	
"truck"	"neg"	"wheel"	"wn_parts"	"not_certain"	0.1689346352	
"gosling"	"pos"	"wing"	"wn_parts"	"not_certain"	0.1692646287	
"layer"	"pos"	"wing"	"wn_parts"	"not_certain"	0.1696478466	
"taxi"	"neg"	"wheel"	"wn_parts"	"not_certain"	0.1697477491	
"soldier"	"pos"	"wing"	"wn_parts"	"not_certain"	0.1702025705	
"cochin"	"pos"	"wing"	"wn_parts"	"not_certain"	0.1707567755	
"handcart"	"neg"	"wheel"	"wn_parts"	"not_certain"	0.1709867138	
"moorcock"	"pos"	"wing"	"wn_parts"	"not_certain"	0.171029123	
"bike"	"neg"	"wheel"	"wn_parts"	"not_certain"	0.1712262667	
"wheel"	"neg"	"wheel"	"wn_parts"	"not_certain"	0.1725467967	
"chariot"	"neg"	"wheel"	"wn_parts"	"not_certain"	0.1727570287	
"merl"	"pos"	"wing"	"wn_parts"	"not_certain"	0.1734324047	
"kamikaze"	"pos"	"wing"	"wn_parts"	"not_certain"	0.1734520896	
"surrey"	"neg"	"wheel"	"wn_parts"	"not_certain"	0.1734669924	
"tender"	"neg"	"wheel"	"wn_parts"	"not_certain"	0.1739115358	
"transporter"	"neg"	"wheel"	"wn_parts"	"not_certain"	0.1743813734	
"stanhope"	"neg"	"wheel"	"wn_parts"	"not_certain"	0.1745188183	
"emperor"	"pos"	"wing"	"wn_parts"	"not_certain"	0.1749501964	
"sulky"	"neg"	"wheel"	"wn_parts"	"not_certain"	0.1756157899	
"unicycle"	"neg"	"wheel"	"wn_parts"	"not_certain"	0.1756234723	
"pushcart"	"neg"	"wheel"	"wn_parts"	"not_certain"	0.1772124064	
"caravan"	"neg"	"wheel"	"wn_parts"	"not_certain"	0.1783511463	
"rig"	"neg"	"wheel"	"wn_parts"	"not_certain"	0.1792562577	
"queen"	"pos"	"wing"	"wn_parts"	"not_certain"	0.1793081411	
"snowmobile"	"neg"	"wheel"	"wn_parts"	"not_certain"	0.1797764429	
"trolley"	"neg"	"wheel"	"wn_parts"	"not_certain"	0.1800072211	
"drake"	"pos"	"wing"	"wn_parts"	"not_certain"	0.180048885	
"wrecker"	"neg"	"wheel"	"wn_parts"	"not_certain"	0.1802613727	
"nandu"	"pos"	"wing"	"wn_parts"	"not_certain"	0.1804991455	
"solan"	"pos"	"wing"	"wn_parts"	"not_certain"	0.1805045689	
"forklift"	"neg"	"wheel"	"wn_parts"	"not_certain"	0.182081616	
"tom"	"pos"	"wing"	"wn_parts"	"not_certain"	0.1822649236	
"convertible"	"neg"	"wheel"	"wn_parts"	"not_certain"	0.1825092818	
"camper"	"neg"	"wheel"	"wn_parts"	"not_certain"	0.1827548934	
"skateboard"	"neg"	"wheel"	"wn_parts"	"not_certain"	0.1829583448	
"minicab"	"neg"	"wheel"	"wn_parts"	"not_certain"	0.184594736	
"brougham"	"neg"	"wheel"	"wn_parts"	"not_certain"	0.1860729517	
"jaeger"	"pos"	"wing"	"wn_parts"	"not_certain"	0.1861035352	
"archangel"	"pos"	"wing"	"wn_parts"	"not_certain"	0.1862654013	
"admiral"	"pos"	"wing"	"wn_parts"	"not_certain"	0.1874731658	
"compact"	"neg"	"wheel"	"wn_parts"	"not_certain"	0.1878350073	
"minivan"	"neg"	"wheel"	"wn_parts"	"not_certain"	0.1884969748	
"snowplow"	"neg"	"wheel"	"wn_parts"	"not_certain"	0.188736124	
"cob"	"pos"	"wing"	"wn_parts"	"not_certain"	0.18893756	
"scooter"	"pos"	"wing wheel"	"wn_parts"	"not_certain"	0.1893549798	
"wheelbarrow"	"neg"	"wheel"	"wn_parts"	"not_certain"	0.1898235278	
"flat"	"neg"	"wheel"	"wn_parts"	"not_certain"	0.1902236607	
"equipage"	"neg"	"wheel"	"wn_parts"	"not_certain"	0.1906730361	
"pickup"	"neg"	"wheel"	"wn_parts"	"not_certain"	0.1918049797	
"brent"	"pos"	"wing"	"wn_parts"	"not_certain"	0.1923524867	
"caboose"	"neg"	"wheel"	"wn_parts"	"not_certain"	0.1928165841	
"hopper"	"pos"	"wing"	"wn_parts"	"not_certain"	0.1937540387	
"hearse"	"neg"	"wheel"	"wn_parts"	"not_certain"	0.1939608581	
"gondola"	"neg"	"wheel"	"wn_parts"	"not_certain"	0.1941578365	
"tumbler"	"pos"	"wing"	"wn_parts"	"not_certain"	0.1941759409	
"scrambler"	"neg"	"wheel"	"wn_parts"	"not_certain"	0.1948094338	
"bookmobile"	"neg"	"wheel"	"wn_parts"	"not_certain"	0.1950153494	
"plane"	"pos"	"wing"	"wn_parts"	"not_certain"	0.1952949712	
"angel"	"pos"	"wing"	"wn_parts"	"not_certain"	0.1958027579	
"buggy"	"neg"	"wheel"	"wn_parts"	"not_certain"	0.1964201515	
