"concept"	"label"	"categories_str"	"sources_str"	"certainty"	"cosine_centroid"	"selection"
"world"	"pos"	"round square"	"conceptnet"	"not_certain"	0.1697548875	1
"baton"	"pos"	"is_round"	"mcrae"	"not_certain"	0.223025419	
"pen"	"pos"	"pos"	"manually_included"	"certain"	0.2234889518	
"football"	"pos"	"round"	"conceptnet"	"not_certain"	0.2531235263	
"globe"	"pos"	"round"	"conceptnet"	"not_certain"	0.2712432084	
"bedrooms"	"neg"	"square"	"conceptnet"	"not_certain"	0.2752380912	
"rooms"	"pos"	"round"	"conceptnet"	"not_certain"	0.2789809045	
"planets"	"pos"	"round"	"conceptnet"	"not_certain"	0.2824723115	
"cds"	"pos"	"round"	"conceptnet"	"not_certain"	0.2828903373	
"dressers"	"neg"	"square"	"conceptnet"	"not_certain"	0.2829959041	
"circle"	"pos"	"round"	"conceptnet"	"not_certain"	0.2855872741	
"circles"	"pos"	"round"	"conceptnet"	"not_certain"	0.2907581061	
"tables"	"pos"	"round square"	"conceptnet"	"not_certain"	0.2942203321	
"basketball"	"pos"	"round"	"conceptnet"	"not_certain"	0.307780956	
"sphere"	"pos"	"round"	"conceptnet"	"not_certain"	0.3158253343	
"marble"	"pos"	"round"	"conceptnet"	"not_certain"	0.3323577326	
"bracelet"	"pos"	"is_round"	"mcrae"	"not_certain"	0.3339922966	
"oval"	"pos"	"round"	"conceptnet"	"not_certain"	0.3365504681	
"beets"	"pos"	"is_round"	"mcrae"	"not_certain"	0.3400613318	
"banjo"	"pos"	"is_round"	"mcrae"	"not_certain"	0.341564445	
"baseball"	"pos"	"round"	"conceptnet"	"not_certain"	0.3466901085	
"button"	"pos"	"round"	"conceptnet"	"not_certain"	0.3578249535	
"cube"	"neg"	"square"	"conceptnet"	"not_certain"	0.3676488434	
"barrel"	"pos"	"is_round"	"mcrae"	"not_certain"	0.3691249796	
"balloon"	"pos"	"is_round"	"mcrae"	"not_certain"	0.3724997517	
"marbles"	"pos"	"round"	"conceptnet"	"not_certain"	0.3742799955	
"bowl"	"pos"	"is_round"	"mcrae"	"not_certain"	0.3746158044	
"demicube"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3965526138	
"melon"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3967848602	
"cubes"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3968097499	
"candles"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3969381389	
"shapes"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3969408748	
"wheels"	"pos"	"round"	"conceptnet"	"not_certain"	0.3971086794	
