concept,label,categories_str,sources_str,certainty,cosine_centroid
canada,neg,cold,conceptnet,not_certain,0.09179115324738288
people,neg,cold,conceptnet,not_certain,0.10929578258334773
bob,neg,cold,conceptnet,not_certain,0.13239679420640318
problem,neg,neg_met,manually_included,certain,0.15402731199389677
thought,neg,neg_met,manually_included,certain,0.1629470611752057
alaska,neg,cold,conceptnet,not_certain,0.17545386226004384
space,neg,cold,conceptnet,not_certain,0.18455904798804856
toes,neg,cold,conceptnet,not_certain,0.18502306252913114
noses,neg,cold,conceptnet,not_certain,0.18950709351023223
river,neg,cold,conceptnet,not_certain,0.20563238430524924
winter,neg,cold,conceptnet,not_certain,0.2078351413675515
argument,pos,pos_met,manually_included,certain,0.21012175593347138
puzzle,neg,neg_met,manually_included,certain,0.22162476146814766
happiness,neg,neg_met,manually_included,certain,0.22942587921151147
vinyl,neg,cold,conceptnet,not_certain,0.23822267388806942
table,neg,neg,manually_included,certain,0.2420807880391025
outfit,pos,pos_met,manually_included,certain,0.24250275689366207
moon,neg,cold,conceptnet,not_certain,0.2677695217640053
anger,pos,pos_met,manually_included,certain,0.26830213816730963
cindy,pos,hot,conceptnet,not_certain,0.27517095869114494
icicles,neg,cold,conceptnet,not_certain,0.28492395373879764
jungles,pos,hot,conceptnet,not_certain,0.29106419035214887
tile,neg,cold,conceptnet,not_certain,0.29537676033336796
basement,neg,is_cold,mcrae,not_certain,0.2999759124600692
venus,pos,hot,conceptnet,not_certain,0.30223310496978245
summertime,pos,hot,conceptnet,not_certain,0.30831807308900394
bikini,pos,pos_met,manually_included,certain,0.30888157480084066
ice,neg,cold,conceptnet,not_certain,0.31202096806169594
lemonade,neg,is_cold,cslb,not_certain,0.34543371247358357
bath,pos,is_hot,cslb,not_certain,0.3473142280118185
lightning,pos,hot,conceptnet,not_certain,0.3521782163381385
water,neg,cold,conceptnet,not_certain,0.3539392564172777
beer,neg,is_cold,cslb,not_certain,0.3613596041439768
fridge,neg,is_cold,cslb,not_certain,0.3674442758709481
lava,pos,hot,conceptnet,not_certain,0.3759058779048416
coals,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3787013066942667
bulb,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.37876824855958446
pastry,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3790124384517779
chilled,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3791587778358745
geysers,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.379517729734859
chhena,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3795802920404884
melted,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3795818810058028
blastpipe,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3797686821697839
skillets,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3802018906075135
igniter,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.380204086076512
utensil,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3804196612712259
lefse,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.380574847460476
tubs,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3806077645287082
syrup,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3808134508562424
glass,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.38087092618938656
coolers,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.38107174652956877
bagoong,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.38117225049820924
campfire,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3813138025715968
candies,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3813727618310432
meat,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3814008152227437
liquid,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.381755875119279
toast,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3819913670482278
bathroom,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3821092937118349
flowerpots,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3821975945364431
jugs,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3823600175847459
fruitcake,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3829789420730117
furnaces,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3830417051908575
pancakes,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.383065941794135
showers,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3833039898259558
achiote,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.38336889979001953
garlic,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3833849373223308
sanitizer,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3835740204815233
sauteed,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3836371992909925
heat,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.38364703870867356
fried,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.38412197248686647
yogurt,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.38426695880431927
homemade,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.384376556804253
firebox,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.38443489658894237
kitchens,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.38453478287722437
earthenware,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3846881882930149
lampshades,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3846993574494472
meats,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3847746908757297
custard,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3851099881641924
tteok,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.385233031218276
pasta,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3856163628310145
snacks,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3856667179677295
cream,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.38567242097295995
payasam,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3856771298139326
fumes,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3858267346128048
fondue,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.38588065903700597
jar,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.38596921025230707
kraters,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.38603723504184034
provolone,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3860659602467755
grilling,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3865436863272176
fire,pos,hot hot,conceptnet manually_included,certain,0.3866655202832542
fires,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.38672581341896595
chutneys,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3876890969892198
casserole,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.38902224739743707
puree,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3895389963037116
condiment,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3896032986523824
woks,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.38990779310010615
molten,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3902557500102027
vegetables,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3905692519741469
broiled,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3907650862277517
empanadas,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.39129046444216864
refried,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3913953182929688
charcoal,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.39151088323028727
browned,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.39155747983875155
focaccia,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.39174918124035096
vapor,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3918734005657096
glow,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.39187611392233673
dessert,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.39243524377535033
sandwiches,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.392658556351853
grill,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3931256481844701
emulsifying,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.39314068909136096
firewood,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3933082486012228
macchiato,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.39336826930876745
hearth,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3933749376539961
popcorn,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3933784130832253
seasonings,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.39344296228582487
bake,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.39374224330242696
cookware,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.39392262088691266
dish,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3940412903330714
juices,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.39413753598188384
countertop,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3951306441285446
cupcake,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.39518247590242844
cheesecloth,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.39550863797640723
juice,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.39576789785759714
pastries,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.39593778341510333
roast,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.39608319791450086
burning,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3962724959570443
melt,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.397576538340774
pots,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3978090149428744
soot,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3979773821692969
tortillas,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.39801489801347606
noodles,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.39808507729895737
kiln,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3983346631885552
powdered,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.39851527718551694
bathtub,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3987896387494292
kerosene,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3988136866520329
lamps,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3990596352832
ingredients,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.39933912787292225
souffl,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.40046251894379326
tray,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.40047597168712046
pizza,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.4010472115926105
flatbread,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.40122113470909637
cans,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.4013383086460675
butter,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.4013855614599915
khichdi,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.4018409555698826
laundry,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.4020434774802724
cookers,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.40225635842357654
hot,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.4041143873661769
tea,pos,is_hot is_cold is_hot is_cold,cslb manually_included,certain,0.404433937919042
hydronic,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.4045466983421653
freezer,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.4050681379820952
saucepan,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.405211147047546
hypocaust,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.4055488063980125
caramelized,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.40617258413033636
clothes,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.4064846113215442
candy,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.40731715681763225
heated,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.40752592048636366
toilet,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.40755306509559996
boil,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.4079327038773354
chocolate,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.40832831220550936
pomade,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.4084871664874592
pie,pos,is_hot,cslb,not_certain,0.409482091486531
pudding,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.4097922220391707
tub,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.4100161863480738
mooncakes,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.41006900226451104
steam,pos,hot,conceptnet,not_certain,0.4105513318316359
humidifiers,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.4128388169082003
snack,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.4131669742171662
preheated,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.41518181453107555
casseroles,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.41520017482881755
superheat,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.4153062172548315
sauce,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.41594747438230634
sauna,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.4160931355067077
roasted,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.4171245935007721
drink,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.41715482727447506
ovens,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.41784623737107796
enchiladas,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.4179776759949496
pouring,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.41822500028046616
tandoor,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.4182530629255918
heaters,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.4183865686665565
atole,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.41927617888043683
cooker,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.4195885551311461
preheating,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.4196281599126687
spiciness,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.42036231338796853
drinks,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.4205851838776895
bottle,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.42161453619044575
dough,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.42226270474819905
marinade,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.42297343001322396
dishes,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.4232251530253536
mug,pos,is_hot,cslb,not_certain,0.4243044222157395
barbecue,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.42499644727707897
shower,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.426572619140989
refrigerator,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.4276390293897111
percolator,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.428015694815318
heater,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.42840006016377863
gochujang,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.4290721051606282
candles,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.42977309650871104
pies,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.43064890630801156
sundaes,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.43083325107956527
furnace,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.4316485114208589
bread,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.43515416839038285
lamp,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.4393029244584911
frying,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.44007807057055615
vaporizer,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.4402644158450541
pot,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.44057373078317014
chimney,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.44071206124718104
boiling,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.4420017422708014
vinaigrette,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.44425415603765034
burner,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.44509817442199096
boiler,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.4458368825129443
roasting,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.44879723523434556
