"concept"	"label"	"categories_str"	"sources_str"	"certainty"	"cosine_centroid"	"selection"
"debate"	"neg"	"neg_met"	"manually_included"	"certain"	0.05082575	3
"discussion"	"neg"	"neg_met"	"manually_included"	"certain"	0.058347357	3
"government"	"pos"	"pos_met"	"manually_included"	"certain"	0.0648904035	3
"argument"	"neg"	"neg_met"	"manually_included"	"certain"	0.0722887829	2
"policy"	"pos"	"pos_met"	"manually_included"	"certain"	0.0770269687	2
"world"	"neg"	"blue"	"conceptnet"	"not_certain"	0.0949710885	
"problem"	"neg"	"neg_met"	"manually_included"	"certain"	0.1001899127	
"agenda"	"pos"	"pos_met"	"manually_included"	"certain"	0.1158634973	
"crypt"	"neg"	"is_black"	"veale_simile"	"not_certain"	0.1219082832	
"newspaper"	"neg"	"is_black"	"cslb"	"not_certain"	0.1234388365	
"recorder"	"neg"	"is_black"	"cslb"	"not_certain"	0.1298966174	
"idea"	"pos"	"pos_met"	"manually_included"	"certain"	0.1339387978	
"ring"	"neg"	"blue"	"conceptnet"	"not_certain"	0.1371349352	
"party"	"pos"	"pos_met"	"manually_included"	"certain"	0.1387833489	
"cape"	"neg"	"is_black"	"mcrae"	"not_certain"	0.1405332533	
"bluejay"	"neg"	"is_blue"	"mcrae"	"not_certain"	0.1406562362	
"bus"	"neg"	"is_yellow is_red"	"cslb mcrae"	"not_certain"	0.1419347162	
"shy"	"neg"	"blue"	"conceptnet"	"not_certain"	0.1421430039	
"tyre"	"neg"	"is_black"	"cslb"	"not_certain"	0.1425272624	
"night"	"neg"	"is_black black"	"conceptnet veale_simile"	"not_certain"	0.1452007643	
"football"	"neg"	"is_black"	"cslb"	"not_certain"	0.1471622429	
"jay"	"neg"	"is_blue"	"veale_simile"	"not_certain"	0.1544974837	
"suit"	"neg"	"is_black"	"cslb"	"not_certain"	0.1583063604	
"rook"	"neg"	"is_black"	"veale_simile"	"not_certain"	0.1594010988	
"robin"	"neg"	"is_red"	"cslb"	"not_certain"	0.1613708676	
"cannon"	"neg"	"is_black"	"mcrae"	"not_certain"	0.1650458039	
"ambulance"	"neg"	"is_red"	"mcrae"	"not_certain"	0.165831194	
"indian"	"neg"	"is_red"	"veale_simile"	"not_certain"	0.16618845	
"taxi"	"neg"	"is_yellow is_black"	"cslb"	"not_certain"	0.1670489275	
"tar"	"neg"	"black"	"conceptnet"	"not_certain"	0.1767270542	
"sun"	"neg"	"is_yellow"	"veale_simile"	"not_certain"	0.1792592596	
"heart"	"neg"	"is_red"	"cslb"	"not_certain"	0.1795318252	
"clarinet"	"neg"	"is_black"	"cslb"	"not_certain"	0.1813659155	
"fox"	"neg"	"is_red"	"cslb veale_simile"	"not_certain"	0.1856382762	
"pit"	"neg"	"is_black"	"veale_simile"	"not_certain"	0.1858814741	
"jeans"	"neg"	"is_black is_blue"	"cslb"	"not_certain"	0.1866342074	
"bloodstone"	"neg"	"red"	"conceptnet"	"not_certain"	0.188099031	
"car"	"pos"	"red green"	"conceptnet"	"not_certain"	0.190634961	
"bra"	"neg"	"is_black"	"mcrae"	"not_certain"	0.1909402044	
"pyramid"	"neg"	"is_yellow"	"cslb"	"not_certain"	0.1911513429	
"sky"	"neg"	"blue is_blue"	"conceptnet veale_simile"	"not_certain"	0.1928245224	
"blackboard"	"neg"	"is_black"	"veale_simile"	"not_certain"	0.1952921433	
"piano"	"neg"	"is_black"	"cslb"	"not_certain"	0.1977894701	
"panther"	"neg"	"is_black"	"cslb veale_simile"	"not_certain"	0.1991356595	
"wand"	"neg"	"is_black"	"cslb"	"not_certain"	0.2006246081	
"tank"	"pos"	"is_green"	"cslb"	"not_certain"	0.2010878009	
"humans"	"neg"	"black"	"conceptnet"	"not_certain"	0.2011548456	
"cloak"	"neg"	"is_black"	"cslb"	"not_certain"	0.2015668335	
"sunbeam"	"neg"	"is_yellow"	"veale_simile"	"not_certain"	0.204186738	
"eye"	"pos"	"is_green is_blue"	"cslb"	"not_certain"	0.205966172	
"limousine"	"neg"	"is_black"	"cslb"	"not_certain"	0.2062734107	
"cars"	"neg"	"red"	"conceptnet"	"not_certain"	0.2069592914	
"nightmare"	"neg"	"is_black"	"veale_simile"	"not_certain"	0.2074868103	
"cricket"	"pos"	"is_green"	"cslb"	"not_certain"	0.2091408512	
"diamond"	"neg"	"blue"	"conceptnet"	"not_certain"	0.2110172615	
"raven"	"neg"	"is_black"	"cslb veale_simile"	"not_certain"	0.2130395329	
"jeeps"	"neg"	"red"	"conceptnet"	"not_certain"	0.2136435811	
"dress"	"neg"	"blue"	"conceptnet"	"not_certain"	0.2146033597	
"jaguars"	"neg"	"black"	"conceptnet"	"not_certain"	0.2168598219	
"leafs"	"pos"	"green"	"conceptnet"	"not_certain"	0.2184482368	
"tires"	"neg"	"black"	"conceptnet"	"not_certain"	0.2187397805	
"lantern"	"neg"	"is_black"	"cslb"	"not_certain"	0.2199461975	
"miner"	"neg"	"is_black"	"veale_simile"	"not_certain"	0.2247024979	
"beehive"	"neg"	"is_yellow"	"mcrae"	"not_certain"	0.2248963595	
"cheetah"	"neg"	"is_yellow"	"cslb"	"not_certain"	0.2249110374	
"coal"	"neg"	"is_black"	"veale_simile"	"not_certain"	0.2272234374	
"hose"	"pos"	"is_green"	"cslb"	"not_certain"	0.2275484409	
"leopards"	"neg"	"black"	"conceptnet"	"not_certain"	0.2283573176	
"yoyo"	"neg"	"red"	"conceptnet"	"not_certain"	0.229197898	
"rhino"	"neg"	"is_black"	"cslb"	"not_certain"	0.2302001846	
"calf"	"neg"	"is_black"	"cslb"	"not_certain"	0.2314960299	
"gown"	"neg"	"is_black"	"cslb"	"not_certain"	0.2330537782	
"cinder"	"neg"	"is_black"	"veale_simile"	"not_certain"	0.2353522022	
"bear"	"neg"	"is_black"	"cslb mcrae"	"not_certain"	0.2363319149	
"lion"	"neg"	"is_yellow"	"cslb"	"not_certain"	0.2369246897	
"starling"	"neg"	"is_black"	"cslb"	"not_certain"	0.2372595593	
"parka"	"pos"	"is_green"	"cslb"	"not_certain"	0.2377107902	
"iceberg"	"neg"	"is_blue"	"veale_simile"	"not_certain"	0.2382553774	
"jeep"	"pos"	"is_green"	"cslb"	"not_certain"	0.2382971627	
"clothing"	"neg"	"red"	"conceptnet"	"not_certain"	0.2387228114	
"hornet"	"neg"	"is_yellow is_black"	"cslb"	"not_certain"	0.2393298532	
"rose"	"neg"	"red is_red"	"cslb conceptnet veale_simile"	"not_certain"	0.2425399817	
"eyes"	"pos"	"green blue"	"conceptnet"	"not_certain"	0.2433849421	
"thundercloud"	"neg"	"is_black"	"veale_simile"	"not_certain"	0.2440151804	
"couch"	"neg"	"black"	"conceptnet"	"not_certain"	0.2441290098	
"barn"	"neg"	"is_red"	"mcrae"	"not_certain"	0.2446781872	
"ruby"	"neg"	"red is_red"	"conceptnet veale_simile"	"not_certain"	0.2449767864	
"brick"	"neg"	"is_red"	"cslb mcrae"	"not_certain"	0.2462323082	
"crow"	"neg"	"is_black"	"veale_simile"	"not_certain"	0.2469985536	
"stockings"	"neg"	"is_black"	"cslb"	"not_certain"	0.2499667534	
"lark"	"neg"	"is_blue"	"veale_simile"	"not_certain"	0.2513973836	
"tiger"	"neg"	"is_black"	"cslb"	"not_certain"	0.2514323851	
"tongue"	"neg"	"is_red"	"cslb"	"not_certain"	0.2522053105	
"ink"	"neg"	"black"	"conceptnet"	"not_certain"	0.2532785527	
"flame"	"neg"	"is_red"	"veale_simile"	"not_certain"	0.2533564973	
"sapphire"	"neg"	"blue"	"conceptnet"	"not_certain"	0.253643087	
"jade"	"pos"	"green"	"conceptnet"	"not_certain"	0.2581529915	
"champagne"	"neg"	"is_yellow"	"cslb"	"not_certain"	0.2584168758	
"paint"	"pos"	"pos"	"manually_included"	"certain"	0.2608090862	
"wetsuit"	"neg"	"is_black"	"cslb"	"not_certain"	0.2609935341	
"umbrellas"	"neg"	"blue"	"conceptnet"	"not_certain"	0.2624459761	
"pelican"	"neg"	"is_black"	"cslb"	"not_certain"	0.2643021395	
"cats"	"neg"	"black"	"conceptnet"	"not_certain"	0.2674536369	
"dolphin"	"neg"	"is_blue"	"cslb veale_simile"	"not_certain"	0.2686496996	
"tights"	"neg"	"is_black"	"cslb"	"not_certain"	0.2686523525	
"budgie"	"pos"	"is_green is_yellow is_blue"	"cslb mcrae"	"not_certain"	0.2694399728	
"kingfisher"	"pos"	"is_green is_blue"	"cslb veale_simile"	"not_certain"	0.269450222	
"blackbird"	"neg"	"is_black"	"mcrae"	"not_certain"	0.2696124948	
"gorilla"	"neg"	"is_black"	"cslb"	"not_certain"	0.2701847529	
"lips"	"neg"	"is_red"	"cslb"	"not_certain"	0.2703111823	
"wasp"	"neg"	"is_yellow is_black"	"cslb"	"not_certain"	0.2705178721	
"boots"	"neg"	"is_black"	"mcrae"	"not_certain"	0.2710318818	
"balloons"	"neg"	"red"	"conceptnet"	"not_certain"	0.2713166065	
"lagoon"	"neg"	"is_blue"	"veale_simile"	"not_certain"	0.2716155167	
"lipstick"	"neg"	"is_red"	"cslb"	"not_certain"	0.2718012234	
"buzzard"	"neg"	"is_black"	"mcrae"	"not_certain"	0.2736177349	
"sandpaper"	"neg"	"is_yellow"	"cslb"	"not_certain"	0.2753476255	
"water"	"neg"	"blue"	"conceptnet"	"not_certain"	0.2762607109	
"moss"	"pos"	"is_green"	"cslb"	"not_certain"	0.2764868152	
"daisy"	"neg"	"is_yellow is_yellow"	"cslb manually_included"	"certain"	0.2765863915	
"canary"	"neg"	"is_yellow"	"cslb mcrae"	"not_certain"	0.2772245778	
"rubies"	"neg"	"red"	"conceptnet"	"not_certain"	0.2783916792	
"bat"	"neg"	"is_black"	"veale_simile"	"not_certain"	0.2825832345	
"glass"	"pos"	"green"	"conceptnet"	"not_certain"	0.2827455948	
"penguin"	"neg"	"is_black"	"cslb"	"not_certain"	0.2855138228	
"scorpion"	"neg"	"is_black"	"cslb"	"not_certain"	0.2857052933	
"giraffe"	"neg"	"is_yellow"	"cslb"	"not_certain"	0.2867993283	
"pansy"	"neg"	"is_yellow"	"cslb"	"not_certain"	0.2884142774	
"jam"	"neg"	"is_red"	"cslb"	"not_certain"	0.2891039632	
"emerald"	"pos"	"green"	"conceptnet"	"not_certain"	0.2891297963	
"pot"	"neg"	"is_black"	"veale_simile"	"not_certain"	0.2904965901	
"hair"	"neg"	"is_black is_red"	"cslb"	"not_certain"	0.291899423	
"chameleons"	"neg"	"blue"	"conceptnet"	"not_certain"	0.2931045653	
"whale"	"neg"	"is_blue"	"cslb"	"not_certain"	0.2945346003	
"magpie"	"neg"	"is_black"	"cslb"	"not_certain"	0.2990730439	
"lawn"	"pos"	"green"	"conceptnet"	"not_certain"	0.300510503	
"sand"	"neg"	"black"	"conceptnet"	"not_certain"	0.3016235213	
"leopard"	"neg"	"is_yellow is_black"	"cslb"	"not_certain"	0.303543124	
"herring"	"neg"	"is_red"	"cslb veale_simile"	"not_certain"	0.3040258684	
"peacock"	"pos"	"is_green is_blue"	"cslb"	"not_certain"	0.3041448919	
"carnation"	"neg"	"is_red"	"cslb"	"not_certain"	0.307243653	
"millipede"	"neg"	"is_black"	"cslb"	"not_certain"	0.3073376925	
"oven"	"neg"	"is_black"	"veale_simile"	"not_certain"	0.3083150299	
"rooster"	"neg"	"is_red"	"veale_simile"	"not_certain"	0.309045001	
"spider"	"neg"	"is_black"	"cslb"	"not_certain"	0.3106990715	
"fir"	"pos"	"is_green"	"cslb"	"not_certain"	0.3177726197	
"ant"	"neg"	"is_black is_red"	"cslb mcrae"	"not_certain"	0.3218614802	
"zebra"	"neg"	"is_black"	"cslb"	"not_certain"	0.3223755678	
"tarantula"	"neg"	"is_black"	"cslb"	"not_certain"	0.3225879733	
"wines"	"neg"	"red"	"conceptnet"	"not_certain"	0.3237806951	
"slug"	"neg"	"is_black"	"cslb"	"not_certain"	0.325656952	
"daisies"	"neg"	"yellow"	"conceptnet"	"not_certain"	0.3267981257	
"dog"	"neg"	"black"	"conceptnet"	"not_certain"	0.3271990537	
"ladybird"	"neg"	"is_black is_red"	"cslb"	"not_certain"	0.3281461745	
"leek"	"pos"	"is_green"	"cslb"	"not_certain"	0.3288660972	
"corncob"	"neg"	"yellow"	"conceptnet"	"not_certain"	0.3288867598	
"beer"	"neg"	"is_yellow"	"cslb"	"not_certain"	0.3307332972	
"berry"	"neg"	"is_red"	"veale_simile"	"not_certain"	0.3333491876	
"flea"	"neg"	"is_black"	"cslb"	"not_certain"	0.3334107543	
"bee"	"neg"	"is_yellow is_black"	"cslb"	"not_certain"	0.3371685514	
"marigold"	"neg"	"is_yellow"	"cslb"	"not_certain"	0.3386416609	
"housefly"	"neg"	"is_black"	"cslb"	"not_certain"	0.3407359586	
"grasshopper"	"pos"	"is_green"	"cslb"	"not_certain"	0.3420904137	
"peony"	"neg"	"is_red"	"veale_simile"	"not_certain"	0.342303751	
"green"	"neg"	"yellow"	"conceptnet"	"not_certain"	0.3448373454	
"elm"	"pos"	"is_green"	"cslb"	"not_certain"	0.3453194601	
"daffodil"	"neg"	"is_yellow"	"cslb veale_simile"	"not_certain"	0.3454178996	
"violets"	"neg"	"blue"	"conceptnet"	"not_certain"	0.3469128362	
"locust"	"neg"	"is_yellow"	"cslb"	"not_certain"	0.349528012	
"crocodile"	"pos"	"is_green"	"cslb"	"not_certain"	0.3513857496	
"bottle"	"pos"	"is_green"	"mcrae"	"not_certain"	0.3545534637	
"buttercup"	"neg"	"is_yellow"	"cslb veale_simile"	"not_certain"	0.3563803504	
"raccoon"	"neg"	"is_black"	"cslb"	"not_certain"	0.35743955	
"prune"	"neg"	"is_black"	"cslb"	"not_certain"	0.3577233566	
"cockroach"	"neg"	"is_black"	"cslb"	"not_certain"	0.3622752795	
"yolk"	"neg"	"yellow"	"conceptnet"	"not_certain"	0.3634911814	
"skunk"	"neg"	"is_black"	"cslb"	"not_certain"	0.365094182	
"willow"	"pos"	"is_green"	"cslb"	"not_certain"	0.3653248512	
"gherkin"	"pos"	"is_green"	"cslb"	"not_certain"	0.3663252833	
"raisin"	"neg"	"is_black"	"cslb"	"not_certain"	0.3663875397	
"sheep"	"neg"	"is_black"	"cslb"	"not_certain"	0.3674161844	
"iguana"	"pos"	"is_green"	"cslb"	"not_certain"	0.3685672119	
"cow"	"neg"	"is_black"	"cslb"	"not_certain"	0.3714163244	
"caterpillar"	"pos"	"is_green"	"cslb"	"not_certain"	0.3719981192	
"limes"	"pos"	"green"	"conceptnet"	"not_certain"	0.3721734378	
"pomegranates"	"neg"	"red"	"conceptnet"	"not_certain"	0.3744190963	
"wine"	"neg"	"is_red"	"cslb"	"not_certain"	0.3747252622	
"sloe"	"neg"	"is_black"	"veale_simile"	"not_certain"	0.3757687165	
"squirrel"	"neg"	"is_red"	"cslb"	"not_certain"	0.3758708105	
"sycamore"	"pos"	"is_green"	"cslb"	"not_certain"	0.3766636682	
"cider"	"neg"	"is_yellow"	"cslb"	"not_certain"	0.3869458172	
"alligator"	"pos"	"is_green"	"cslb mcrae"	"not_certain"	0.386992075	
"geranium"	"neg"	"is_red"	"cslb"	"not_certain"	0.3915319701	
"saffron"	"neg"	"is_yellow"	"veale_simile"	"not_certain"	0.3925795779	
"beetle"	"neg"	"is_black"	"cslb mcrae"	"not_certain"	0.392607041	
