"concept"	"label"	"categories_str"	"sources_str"	"certainty"	"cosine_centroid"	"selection"
"codes"	"neg"	"cool"	"conceptnet"	"not_certain"	0.0866851518	3
"canada"	"neg"	"cold"	"conceptnet"	"not_certain"	0.0912140173	3
"alaska"	"neg"	"cold"	"conceptnet"	"not_certain"	0.103700433	3
"forests"	"neg"	"cool"	"conceptnet"	"not_certain"	0.1077590211	2
"people"	"neg"	"cold"	"conceptnet"	"not_certain"	0.1126147456	2
"space"	"neg"	"cold"	"conceptnet"	"not_certain"	0.1181489073	
"mit"	"neg"	"cool"	"conceptnet"	"not_certain"	0.1222971877	
"thought"	"neg"	"neg_met"	"manually_included"	"certain"	0.1309637277	
"argument"	"neg"	"neg_met"	"manually_included"	"certain"	0.1333148636	
"river"	"neg"	"cold cool"	"conceptnet"	"not_certain"	0.1358510209	
"dragons"	"neg"	"cool"	"conceptnet"	"not_certain"	0.1431292172	
"bob"	"neg"	"cold"	"conceptnet"	"not_certain"	0.1533681929	
"mozilla"	"neg"	"cool"	"conceptnet"	"not_certain"	0.1566164028	
"idea"	"neg"	"neg_met"	"manually_included"	"certain"	0.1771254495	
"telephones"	"neg"	"cool"	"conceptnet"	"not_certain"	0.1840483103	
"winter"	"neg"	"cold"	"conceptnet"	"not_certain"	0.1976570204	
"ice"	"neg"	"cold cool cold cool"	"conceptnet manually_included"	"certain"	0.1977586882	
"basement"	"neg"	"is_cold"	"mcrae"	"not_certain"	0.1993785622	
"water"	"neg"	"cold cold"	"conceptnet manually_included"	"certain"	0.1997073215	
"moon"	"neg"	"cold"	"conceptnet"	"not_certain"	0.2026705525	
"tile"	"neg"	"cold"	"conceptnet"	"not_certain"	0.2137320585	
"beer"	"neg"	"is_cold"	"cslb"	"not_certain"	0.2168569994	
"pound"	"pos"	"warm"	"conceptnet"	"not_certain"	0.2175631386	
"atmosphere"	"pos"	"pos_met"	"manually_included"	"certain"	0.2239815059	
"fun"	"neg"	"cool"	"conceptnet"	"not_certain"	0.2351985739	
"lemonade"	"neg"	"is_cold"	"cslb"	"not_certain"	0.2354574454	
"feelings"	"pos"	"pos_met"	"manually_included"	"certain"	0.2378094353	
"head"	"pos"	"warm"	"conceptnet"	"not_certain"	0.2406349584	
"sun"	"pos"	"warm"	"conceptnet"	"not_certain"	0.2436931385	
"cape"	"pos"	"is_warm"	"cslb"	"not_certain"	0.2560582193	
"heat"	"pos"	"warm"	"conceptnet"	"not_certain"	0.2572572924	
"tea"	"neg"	"is_cold"	"cslb"	"not_certain"	0.2652378231	
"soup"	"neg"	"is_warm is_cold is_warm is_cold"	"cslb manually_included"	"certain"	0.2673049606	
"dad"	"neg"	"cool"	"conceptnet"	"not_certain"	0.267810866	
"vinyl"	"neg"	"cold"	"conceptnet"	"not_certain"	0.2696106427	
"swords"	"neg"	"cool"	"conceptnet"	"not_certain"	0.2712222399	
"fridge"	"neg"	"is_cold"	"cslb"	"not_certain"	0.2753373932	
"coffee"	"pos"	"is_warm"	"cslb"	"not_certain"	0.277504762	
"pee"	"pos"	"warm"	"conceptnet"	"not_certain"	0.2776965306	
"surfboard"	"neg"	"is_cool"	"cslb"	"not_certain"	0.2948460718	
"icicles"	"neg"	"cold"	"conceptnet"	"not_certain"	0.3078563301	
"noses"	"neg"	"cold"	"conceptnet"	"not_certain"	0.331222958	
"toes"	"neg"	"cold"	"conceptnet"	"not_certain"	0.3315481264	
"bed"	"pos"	"is_warm"	"cslb mcrae"	"not_certain"	0.3580572658	
"bikini"	"neg"	"neg"	"manually_included"	"certain"	0.3846009228	
"comforter"	"pos"	"warm"	"conceptnet"	"not_certain"	0.3982954134	
"helmet"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.4311131605	
"brimmed"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.4312309769	
"ankles"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.431543641	
"wool"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.4324080543	
"uppertail"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.4327232837	
"tracksuit"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.4330870212	
"brogues"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.4331441605	
"vests"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.4332957897	
