concept,label,categories_str,sources_str,certainty,cosine_centroid
debate,neg,neg_met,manually_included,certain,0.07533482273028592
discussion,neg,neg_met,manually_included,certain,0.07849725887374243
world,neg,blue,conceptnet,not_certain,0.1048594944088967
pupil,pos,pos,manually_included,certain,0.11183381816928879
death,pos,pos_met,manually_included,certain,0.12880442578292808
market,pos,pos_met,manually_included,certain,0.158707826237334
indian,neg,is_red,veale_simile,not_certain,0.16060764371484323
day,pos,pos_met,manually_included,certain,0.16744544502928105
football,pos,is_black,cslb,not_certain,0.1722171678633434
heart,neg,is_red,cslb,not_certain,0.19062533679081467
limes,neg,green,conceptnet,not_certain,0.1933940504153716
newspaper,pos,is_black,cslb,not_certain,0.20001560827818674
recorder,pos,is_black,cslb,not_certain,0.20334594908253095
cricket,neg,is_green,cslb,not_certain,0.20873748439276832
bus,neg,is_yellow is_red,cslb mcrae,not_certain,0.2094247585599205
ambulance,neg,is_red,mcrae,not_certain,0.20959262310225688
shy,neg,blue,conceptnet,not_certain,0.20988921401290137
yoyo,neg,red,conceptnet,not_certain,0.21046266569407948
pyramid,neg,is_yellow,cslb,not_certain,0.21430326409748138
rose,neg,red is_red,cslb conceptnet veale_simile,not_certain,0.21480229028190434
gherkin,neg,is_green,cslb,not_certain,0.21505562244766627
leafs,neg,green,conceptnet,not_certain,0.21544903520359016
satire,pos,pos_met,manually_included,certain,0.21910405351266637
ring,neg,blue,conceptnet,not_certain,0.2195578836141448
wines,neg,red,conceptnet,not_certain,0.22059408997233668
crypt,pos,is_black,veale_simile,not_certain,0.22065609082369186
jeeps,neg,red,conceptnet,not_certain,0.22253614870141472
coal,pos,is_black is_black,veale_simile manually_included,certain,0.23104871569465535
supermarket,neg,neg_met,manually_included,certain,0.2314730330838419
tyre,pos,is_black,cslb,not_certain,0.23483608562834238
tank,neg,is_green,cslb,not_certain,0.2353745354429145
sun,neg,is_yellow is_yellow,veale_simile manually_included,certain,0.2371503048168588
cape,pos,is_black,mcrae,not_certain,0.23721551822751474
lagoon,neg,is_blue,veale_simile,not_certain,0.23790927507794976
lawn,neg,green,conceptnet,not_certain,0.2397464145157493
jay,neg,is_blue,veale_simile,not_certain,0.24252604668507727
clarinet,pos,is_black,cslb,not_certain,0.24448592096093527
fir,neg,is_green,cslb,not_certain,0.2483033508649463
water,neg,blue,conceptnet,not_certain,0.2492987146398097
champagne,neg,is_yellow,cslb,not_certain,0.25042229955559786
pomegranates,neg,red,conceptnet,not_certain,0.25103845236343836
sunbeam,neg,is_yellow,veale_simile,not_certain,0.2511698456837144
bloodstone,neg,red,conceptnet,not_certain,0.2527883495980123
moss,neg,is_green,cslb,not_certain,0.25402287334596324
taxi,pos,is_yellow is_black,cslb,not_certain,0.254055395020151
carnation,neg,is_red,cslb,not_certain,0.2560973964248338
leek,neg,is_green,cslb,not_certain,0.25821682264143747
humor,pos,pos_met,manually_included,certain,0.2587702836128628
jam,neg,is_red,cslb,not_certain,0.25886603727169377
miner,pos,is_black,veale_simile,not_certain,0.25921671136653557
berry,neg,is_red,veale_simile,not_certain,0.2601840480983063
