concept,label,categories_str,sources_str,certainty,cosine_centroid
crypt,neg,is_black,veale_simile,not_certain,0.10141769697125598
world,neg,blue,conceptnet,not_certain,0.11379732502699619
recorder,neg,is_black,cslb,not_certain,0.11967910466123172
football,neg,is_black,cslb,not_certain,0.1246974226484907
newspaper,neg,is_black,cslb,not_certain,0.13011072254975004
bluejay,neg,is_blue,mcrae,not_certain,0.13682023343408994
cape,neg,is_black,mcrae,not_certain,0.1372720054196278
tyre,neg,is_black,cslb,not_certain,0.13727947173459754
ring,neg,blue,conceptnet,not_certain,0.1440131637807994
suit,neg,is_black,cslb,not_certain,0.1479126730065796
indian,neg,is_red,veale_simile,not_certain,0.1531377230464531
shy,neg,blue,conceptnet,not_certain,0.15502120291630636
rook,neg,is_black,veale_simile,not_certain,0.1569638224484462
humans,neg,black,conceptnet,not_certain,0.16938201310146214
jay,neg,is_blue,veale_simile,not_certain,0.17047436056348708
night,neg,is_black black,conceptnet veale_simile,not_certain,0.1710652282958597
pit,neg,is_black,veale_simile,not_certain,0.17125450905930642
parka,neg,is_green,cslb,not_certain,0.17284708282271852
tires,neg,black,conceptnet,not_certain,0.177246697518627
cannon,neg,is_black,mcrae,not_certain,0.17900416460173507
tar,neg,black,conceptnet,not_certain,0.17916869639489677
cricket,neg,is_green,cslb,not_certain,0.18066517858687275
tank,neg,is_green,cslb,not_certain,0.18124726054585436
clarinet,neg,is_black,cslb,not_certain,0.18175355420620476
bloodstone,neg,red,conceptnet,not_certain,0.18248756245495457
robin,neg,is_red,cslb,not_certain,0.1825011569440024
ambulance,neg,is_red,mcrae,not_certain,0.1842655570713599
leafs,neg,green,conceptnet,not_certain,0.18729596488171868
heart,neg,is_yellow is_red,cslb cslb_crowd_neg,certain,0.1879026502095762
cloak,neg,is_black,cslb,not_certain,0.19486674878378052
jeeps,neg,red,conceptnet,not_certain,0.19526219753966298
bus,pos,is_yellow is_red,cslb mcrae,not_certain,0.20188473417008865
blackboard,neg,is_black,veale_simile,not_certain,0.20346529376783146
nightmare,neg,is_black,veale_simile,not_certain,0.20375598986682683
car,neg,red green,conceptnet,not_certain,0.20646214138458577
fox,neg,is_red,cslb veale_simile,not_certain,0.2064624125509674
piano,neg,is_black,cslb,not_certain,0.20661141307039457
cars,neg,red,conceptnet,not_certain,0.20820438163061916
jaguars,neg,black,conceptnet,not_certain,0.2095134787694226
jeans,neg,is_black is_blue,cslb,not_certain,0.20966883790558816
cinder,neg,is_black,veale_simile,not_certain,0.21022469364041577
tongue,neg,is_red,cslb,not_certain,0.21058752842437456
bra,neg,is_black,mcrae,not_certain,0.21672544899894058
calf,neg,is_black,cslb,not_certain,0.2171345987996964
coal,neg,is_black,veale_simile,not_certain,0.21728072398322387
lagoon,neg,is_blue,veale_simile,not_certain,0.21969493778743088
eye,neg,is_green is_blue,cslb,not_certain,0.2200469286756452
wand,neg,is_black,cslb,not_certain,0.22187607101512546
moss,neg,is_green,cslb,not_certain,0.22376904571379222
miner,neg,is_black,veale_simile,not_certain,0.22602222370487207
jeep,neg,is_green,cslb,not_certain,0.2264067502493344
wetsuit,neg,is_black,cslb,not_certain,0.2287349376246816
dress,neg,blue,conceptnet,not_certain,0.22927249968163435
gown,neg,is_black,cslb,not_certain,0.229388989845823
pyramid,pos,is_yellow,cslb,not_certain,0.23092566605727907
hose,neg,is_green,cslb,not_certain,0.2310479437612286
limousine,neg,is_black,cslb,not_certain,0.23107465531485227
panther,neg,is_black,cslb veale_simile,not_certain,0.23389513177598137
starling,neg,is_black,cslb,not_certain,0.23411622786503916
clothing,neg,red,conceptnet,not_certain,0.234852821850181
barn,neg,is_red,mcrae,not_certain,0.23511613415550622
raven,neg,is_black,cslb veale_simile,not_certain,0.23551856160161835
couch,neg,black,conceptnet,not_certain,0.23922915381247783
crow,neg,is_black,veale_simile,not_certain,0.2398402349947096
leopards,neg,black,conceptnet,not_certain,0.2404869769648964
iceberg,neg,is_blue,veale_simile,not_certain,0.2408314780906045
taxi,pos,is_yellow is_black,cslb,not_certain,0.24380557634077046
tights,neg,is_black,cslb,not_certain,0.2464285032185054
diamond,neg,blue,conceptnet,not_certain,0.25087239984903786
herring,neg,is_red,cslb veale_simile,not_certain,0.2517836309183955
eyes,neg,green blue,conceptnet,not_certain,0.2537304819433954
fir,neg,is_green,cslb,not_certain,0.2538048707272279
water,neg,blue,conceptnet,not_certain,0.2552483827088567
brick,neg,is_red,cslb mcrae,not_certain,0.2561696746340547
rhino,neg,is_black,cslb,not_certain,0.25657711023850555
dolphin,neg,is_blue,cslb veale_simile,not_certain,0.2587649401931291
sun,pos,is_yellow,veale_simile,not_certain,0.2591098772288182
jade,neg,green,conceptnet,not_certain,0.26043561112152247
sky,neg,blue is_blue,conceptnet veale_simile,not_certain,0.2612646696184951
crane,pos,pos,manually_included,certain,0.2615852267948377
stockings,neg,is_black,cslb,not_certain,0.2637372794368149
boots,neg,is_black,mcrae,not_certain,0.2652358492585209
sand,neg,black,conceptnet,not_certain,0.2668341825712103
kingfisher,neg,is_green is_blue,cslb veale_simile,not_certain,0.2668365618259162
lark,neg,is_blue,veale_simile,not_certain,0.2671550562983869
flame,neg,is_red,veale_simile,not_certain,0.2682976875010347
bear,neg,is_black,cslb mcrae,not_certain,0.2700677472724623
chameleons,neg,blue,conceptnet,not_certain,0.27132123149033316
thundercloud,neg,is_black,veale_simile,not_certain,0.2723197119696462
yoyo,neg,red,conceptnet,not_certain,0.27265814001417965
lantern,neg,is_black,cslb,not_certain,0.2736988312995936
lips,neg,is_red,cslb,not_certain,0.27397463710235354
cats,neg,black,conceptnet,not_certain,0.27653704215008096
lawn,neg,green,conceptnet,not_certain,0.2766842607103438
hair,neg,is_black is_red,cslb,not_certain,0.27737937420012315
buzzard,neg,is_black,mcrae,not_certain,0.2783497502286286
elm,neg,is_green,cslb,not_certain,0.27920866730405836
jam,neg,is_red,cslb,not_certain,0.2796929196739601
ink,neg,black,conceptnet,not_certain,0.28016994429427317
ruby,neg,red is_red,conceptnet veale_simile,not_certain,0.2821987604143517
