concept,label,categories_str,sources_str,certainty,cosine_centroid
problem,neg,neg_met,manually_included,certain,0.1554301047737732
idea,neg,neg_met,manually_included,certain,0.17676267051705521
cindy,neg,hot,conceptnet,not_certain,0.18313167947811904
people,pos,cold,conceptnet,not_certain,0.18778392634853502
jungles,neg,hot,conceptnet,not_certain,0.20752700732715396
hatred,pos,pos_met,manually_included,certain,0.21928938600414774
lightning,neg,hot,conceptnet,not_certain,0.2295074379008977
canada,pos,cold,conceptnet,not_certain,0.23085515021003372
pie,neg,is_hot,cslb,not_certain,0.23134010472433103
fire,neg,hot hot,conceptnet manually_included,certain,0.2342492379373961
venus,neg,hot,conceptnet,not_certain,0.242734030521593
bath,neg,is_hot,cslb,not_certain,0.24275224667009596
love,neg,neg_met,manually_included,certain,0.2483240899592581
bob,pos,cold,conceptnet,not_certain,0.25367636996057197
steam,neg,hot,conceptnet,not_certain,0.2582519772000388
toaster,neg,is_hot,cslb,not_certain,0.2643770121290325
mug,neg,is_hot,cslb,not_certain,0.2644607287728912
happiness,neg,neg_met,manually_included,certain,0.27079750643984246
tea,neg,is_hot is_cold is_hot is_cold,cslb manually_included,certain,0.2919219525017537
tile,pos,cold,conceptnet,not_certain,0.2945006303342809
river,pos,cold,conceptnet,not_certain,0.2978348008460133
coffee,neg,is_hot hot,cslb conceptnet,not_certain,0.2982660796503372
kettle,neg,is_hot,cslb,not_certain,0.301083041131274
heating,neg,neg,manually_included,certain,0.30243415766002096
flame,neg,hot,conceptnet,not_certain,0.30505240548886015
space,pos,cold,conceptnet,not_certain,0.3079293519422647
fireplaces,neg,hot,conceptnet,not_certain,0.3098610155201048
stove,neg,is_hot hot,cslb conceptnet,not_certain,0.31173225948350697
soup,neg,is_hot is_cold is_hot is_cold,cslb manually_included,certain,0.3134435030837361
oven,neg,is_hot,cslb,not_certain,0.3276412668390099
candle,neg,is_hot,cslb,not_certain,0.33101489257648503
alaska,pos,cold,conceptnet,not_certain,0.3339835847656442
lava,neg,hot,conceptnet,not_certain,0.3415417760262508
moon,pos,cold,conceptnet,not_certain,0.3459628853295151
ulcerated,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.34655723756102497
nushagak,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3466272039115893
milk,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3466795826598249
ep,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.346834803416446
baijiu,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3469925267803312
bubbles,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.34701210810636945
warm,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.34706684599327087
32f,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.34713771405885774
surface,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.34714433217228147
upstairs,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.34726955911009905
amundsenscott,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.34738875913607614
candy,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.34738930364656617
iliamna,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3475372020023962
tummy,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.347540028002127
iceberg,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.34762484550904493
undercoat,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3476908301171955
snowbank,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.34772244179730694
parotoid,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3477920426248517
tistos,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.34786595028772915
firn,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.34787612744752083
indoors,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.34789278646876265
0.5square,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.34804135347056586
bathyal,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3480968683568042
guttering,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.348268174388336
perithecia,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.34842798875351544
cottongrass,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.34851373238260425
sisurcana,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.348688250563409
puddle,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3487048273327642
arendelle,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.34899414202496165
pragelato,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3493770428766898
snowfalls,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.34947825882442074
atole,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3494978588222899
soda,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3495636895166442
biosignatures,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.34983962607956887
cakes,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.34988712812472544
srkapp,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3499443680929548
pouring,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.35002116597656086
cracks,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3502034097746519
pillows,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3502596862970736
warmer,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3505126681058648
mentzelia,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3505886751992975
buffish,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3509145049119169
thermosphere,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.35094540031334853
shyok,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3509976458219707
imnaha,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.35107584393936214
lefse,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3511507402834661
chelipeds,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3512151800900406
chocolate,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3513421942668967
outdoors,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3514251111299672
toilet,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3514495334054156
balloons,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3515265198552915
shoes,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.351557103752386
cake,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.35160351300157305
topcoat,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3516751099391466
involucral,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.35169264200323025
eggshells,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3517858101730228
sky,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.35201048659301165
grates,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3521151265818956
sanitizer,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3525788274194975
chamferboards,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.35268948041138937
melting,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3527820985864826
aglossa,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3533999104305845
68f,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.35354115930779906
supratemporal,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.35361140604620733
supercooled,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.353696412727619
quoined,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.35370311358452666
polar,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3538878958872052
vapor,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3539447872748311
macchiato,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3541630963111704
berries,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3542027822589005
dogwoods,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3544118545075148
forepaws,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.35445433670029125
casseroles,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.35457548512930803
mayacamas,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3549964656501641
boots,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.354999601509893
mooncakes,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3551539541949647
nealcidion,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3553076962188032
dentillated,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3553347933500477
malty,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3554552797756325
skin,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3555673429994491
pavement,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3555970362995623
bentwood,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.35564448478072397
freezing,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3557654998374824
feet,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.35589635244793794
curds,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.35592411541174773
mud,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.35592831531744434
shelves,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.35616319219245823
pink,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3563628851288843
sulfites,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3565309286813156
dolls,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3565534689187434
dust,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.35666543941263773
molten,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3566818909238675
130478,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3579826267043382
tholins,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3584766529419213
windblown,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.35850376432484365
hair,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.35860587681566714
mechana,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.35862433909794733
subhumid,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3587702403855382
refried,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.35963055061715576
cheesecloth,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.36027123674335604
pilocrocis,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.36028558966728075
melts,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.36041631904726334
glasses,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3605483293204961
fresheners,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3608192696784021
teliospores,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3609705936561819
dew,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.36130334639005435
seabeds,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3614100877063251
extremophile,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3615800361746194
uppertail,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3617004013573596
spray,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.36191451056577084
summertime,neg,hot,conceptnet,not_certain,0.36198010065332475
salty,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.36227154659987804
jrmungandr,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.36246347401921586
growlers,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.36257386172513795
udders,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.36283681218415087
slurpee,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.36293418078812256
colluvium,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.36295921971720424
tortillas,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.36301164918191037
nose,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.36353070015050243
provolone,neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.3643984084058098
