"concept"	"label"	"categories_str"	"sources_str"	"certainty"	"cosine_centroid"	"selection"
"debate"	"neg"	"neg_met"	"manually_included"	"certain"	0.0753348227	3
"discussion"	"neg"	"neg_met"	"manually_included"	"certain"	0.0784972589	3
"world"	"neg"	"blue"	"conceptnet"	"not_certain"	0.1048594944	3
"pupil"	"pos"	"pos"	"manually_included"	"certain"	0.1118338182	1
"death"	"pos"	"pos_met"	"manually_included"	"certain"	0.1288044258	
"market"	"pos"	"pos_met"	"manually_included"	"certain"	0.1587078262	
"indian"	"neg"	"is_red"	"veale_simile"	"not_certain"	0.1606076437	
"day"	"pos"	"pos_met"	"manually_included"	"certain"	0.167445445	
"football"	"pos"	"is_black"	"cslb"	"not_certain"	0.1722171679	
"heart"	"neg"	"is_red"	"cslb"	"not_certain"	0.1906253368	
"limes"	"neg"	"green"	"conceptnet"	"not_certain"	0.1933940504	
"newspaper"	"pos"	"is_black"	"cslb"	"not_certain"	0.2000156083	
"recorder"	"pos"	"is_black"	"cslb"	"not_certain"	0.2033459491	
"cricket"	"neg"	"is_green"	"cslb"	"not_certain"	0.2087374844	
"bus"	"neg"	"is_yellow is_red"	"cslb mcrae"	"not_certain"	0.2094247586	
"ambulance"	"neg"	"is_red"	"mcrae"	"not_certain"	0.2095926231	
"shy"	"neg"	"blue"	"conceptnet"	"not_certain"	0.209889214	
"yoyo"	"neg"	"red"	"conceptnet"	"not_certain"	0.2104626657	
"pyramid"	"neg"	"is_yellow"	"cslb"	"not_certain"	0.2143032641	
"rose"	"neg"	"red is_red"	"cslb conceptnet veale_simile"	"not_certain"	0.2148022903	
"gherkin"	"neg"	"is_green"	"cslb"	"not_certain"	0.2150556224	
"leafs"	"neg"	"green"	"conceptnet"	"not_certain"	0.2154490352	
"satire"	"pos"	"pos_met"	"manually_included"	"certain"	0.2191040535	
"ring"	"neg"	"blue"	"conceptnet"	"not_certain"	0.2195578836	
"wines"	"neg"	"red"	"conceptnet"	"not_certain"	0.22059409	
"crypt"	"pos"	"is_black"	"veale_simile"	"not_certain"	0.2206560908	
"jeeps"	"neg"	"red"	"conceptnet"	"not_certain"	0.2225361487	
"coal"	"pos"	"is_black is_black"	"veale_simile manually_included"	"certain"	0.2310487157	
"supermarket"	"neg"	"neg_met"	"manually_included"	"certain"	0.2314730331	
"tyre"	"pos"	"is_black"	"cslb"	"not_certain"	0.2348360856	
"tank"	"neg"	"is_green"	"cslb"	"not_certain"	0.2353745354	
"sun"	"neg"	"is_yellow is_yellow"	"veale_simile manually_included"	"certain"	0.2371503048	
"cape"	"pos"	"is_black"	"mcrae"	"not_certain"	0.2372155182	
"lagoon"	"neg"	"is_blue"	"veale_simile"	"not_certain"	0.2379092751	
"lawn"	"neg"	"green"	"conceptnet"	"not_certain"	0.2397464145	
"jay"	"neg"	"is_blue"	"veale_simile"	"not_certain"	0.2425260467	
"clarinet"	"pos"	"is_black"	"cslb"	"not_certain"	0.244485921	
"fir"	"neg"	"is_green"	"cslb"	"not_certain"	0.2483033509	
"water"	"neg"	"blue"	"conceptnet"	"not_certain"	0.2492987146	
"champagne"	"neg"	"is_yellow"	"cslb"	"not_certain"	0.2504222996	
"pomegranates"	"neg"	"red"	"conceptnet"	"not_certain"	0.2510384524	
"sunbeam"	"neg"	"is_yellow"	"veale_simile"	"not_certain"	0.2511698457	
"bloodstone"	"neg"	"red"	"conceptnet"	"not_certain"	0.2527883496	
"moss"	"neg"	"is_green"	"cslb"	"not_certain"	0.2540228733	
"taxi"	"pos"	"is_yellow is_black"	"cslb"	"not_certain"	0.254055395	
"carnation"	"neg"	"is_red"	"cslb"	"not_certain"	0.2560973964	
"leek"	"neg"	"is_green"	"cslb"	"not_certain"	0.2582168226	
"humor"	"pos"	"pos_met"	"manually_included"	"certain"	0.2587702836	
"jam"	"neg"	"is_red"	"cslb"	"not_certain"	0.2588660373	
"miner"	"pos"	"is_black"	"veale_simile"	"not_certain"	0.2592167114	
"berry"	"neg"	"is_red"	"veale_simile"	"not_certain"	0.2601840481	
"cannon"	"pos"	"is_black"	"mcrae"	"not_certain"	0.2615003687	
"cars"	"neg"	"red"	"conceptnet"	"not_certain"	0.2615062154	
"beets"	"neg"	"is_red"	"mcrae"	"not_certain"	0.2624831266	
"robin"	"neg"	"is_red"	"cslb"	"not_certain"	0.2627760112	
