"concept"	"label"	"categories_str"	"sources_str"	"certainty"	"cosine_centroid"	"selection"
"argument"	"neg"	"neg_met"	"manually_included"	"certain"	0.0633434956	3
"world"	"neg"	"blue"	"conceptnet"	"not_certain"	0.1018353567	3
"recorder"	"neg"	"is_black"	"cslb"	"not_certain"	0.1149566113	2
"thought"	"neg"	"neg_met"	"manually_included"	"certain"	0.1201571755	
"newspaper"	"neg"	"is_black"	"cslb"	"not_certain"	0.1277214999	
"football"	"neg"	"is_black"	"cslb"	"not_certain"	0.1379525028	
"cape"	"neg"	"is_black"	"mcrae"	"not_certain"	0.1408381008	
"bluejay"	"neg"	"is_blue"	"mcrae"	"not_certain"	0.143194777	
"crypt"	"neg"	"is_black"	"veale_simile"	"not_certain"	0.1448059419	
"shy"	"neg"	"blue"	"conceptnet"	"not_certain"	0.149156058	
"indian"	"pos"	"is_red"	"veale_simile"	"not_certain"	0.1506662666	
"fear"	"neg"	"neg_met"	"manually_included"	"certain"	0.1519304829	
"suit"	"neg"	"is_black"	"cslb"	"not_certain"	0.1566335968	
"anger"	"pos"	"pos_met"	"manually_included"	"certain"	0.1570589347	
"rook"	"neg"	"is_black"	"veale_simile"	"not_certain"	0.1570903787	
"tyre"	"neg"	"is_black"	"cslb"	"not_certain"	0.1573482839	
"humans"	"neg"	"black"	"conceptnet"	"not_certain"	0.1584668942	
"cricket"	"neg"	"is_green"	"cslb"	"not_certain"	0.1601207089	
"night"	"neg"	"is_black black"	"conceptnet veale_simile"	"not_certain"	0.1662195969	
"jay"	"neg"	"is_blue"	"veale_simile"	"not_certain"	0.1676525951	
"pyramid"	"neg"	"is_yellow"	"cslb"	"not_certain"	0.1699019663	
"tank"	"neg"	"is_green"	"cslb"	"not_certain"	0.1716811006	
"bus"	"pos"	"is_yellow is_red"	"cslb mcrae cslb_crowd_pos"	"certain"	0.1739231098	
"cannon"	"neg"	"is_black"	"mcrae"	"not_certain"	0.1763779872	
"clarinet"	"neg"	"is_black"	"cslb"	"not_certain"	0.176881962	
"pit"	"neg"	"is_black"	"veale_simile"	"not_certain"	0.1783547621	
"kingfisher"	"neg"	"is_green is_blue"	"cslb veale_simile"	"not_certain"	0.1785456271	
"tar"	"neg"	"black"	"conceptnet"	"not_certain"	0.1822643006	
"panther"	"neg"	"is_black"	"cslb veale_simile"	"not_certain"	0.182350101	
"ring"	"neg"	"blue"	"conceptnet"	"not_certain"	0.183978751	
"jaguars"	"neg"	"black"	"conceptnet"	"not_certain"	0.1893451231	
"leopards"	"neg"	"black"	"conceptnet"	"not_certain"	0.1894319749	
"parka"	"neg"	"is_green"	"cslb"	"not_certain"	0.1935282268	
"taxi"	"neg"	"is_yellow is_black"	"cslb"	"not_certain"	0.1979302865	
"nightmare"	"neg"	"is_black"	"veale_simile"	"not_certain"	0.2000638094	
"sun"	"neg"	"is_yellow"	"veale_simile"	"not_certain"	0.2007963903	
"miner"	"neg"	"is_black"	"veale_simile"	"not_certain"	0.2009660576	
"robin"	"pos"	"is_red"	"cslb"	"not_certain"	0.2011912199	
"wand"	"neg"	"is_black"	"cslb"	"not_certain"	0.2013854826	
"cloak"	"neg"	"is_black"	"cslb"	"not_certain"	0.2016265723	
"fox"	"pos"	"is_red"	"cslb veale_simile"	"not_certain"	0.2057073069	
"leafs"	"neg"	"green"	"conceptnet"	"not_certain"	0.2064529536	
"sunbeam"	"neg"	"is_yellow"	"veale_simile"	"not_certain"	0.2064671477	
"hose"	"neg"	"is_green"	"cslb"	"not_certain"	0.2067234371	
"jeans"	"neg"	"is_black is_blue"	"cslb"	"not_certain"	0.2070766629	
"piano"	"neg"	"is_black"	"cslb"	"not_certain"	0.2075565482	
"lagoon"	"neg"	"is_blue"	"veale_simile"	"not_certain"	0.2104798603	
"moss"	"neg"	"is_green"	"cslb"	"not_certain"	0.2113486221	
"heart"	"pos"	"is_red"	"cslb"	"not_certain"	0.2118124683	
"blackboard"	"neg"	"is_black"	"veale_simile"	"not_certain"	0.21223706	
"diamond"	"neg"	"blue"	"conceptnet"	"not_certain"	0.212840141	
"raven"	"neg"	"is_black"	"cslb veale_simile"	"not_certain"	0.2129039789	
"ambulance"	"pos"	"is_red"	"mcrae"	"not_certain"	0.2133486857	
"sky"	"neg"	"blue is_blue"	"conceptnet veale_simile"	"not_certain"	0.2142991319	
"dolphin"	"neg"	"is_blue"	"cslb veale_simile"	"not_certain"	0.2159902072	
"tires"	"neg"	"black"	"conceptnet"	"not_certain"	0.2175949083	
"starling"	"neg"	"is_black"	"cslb"	"not_certain"	0.2189972564	
"calf"	"neg"	"is_black"	"cslb"	"not_certain"	0.2208773932	
"iceberg"	"neg"	"is_blue"	"veale_simile"	"not_certain"	0.2251666391	
"eye"	"neg"	"is_green is_blue"	"cslb"	"not_certain"	0.2252101366	
"tiger"	"neg"	"is_black"	"cslb"	"not_certain"	0.2259329581	
"lark"	"neg"	"is_blue"	"veale_simile"	"not_certain"	0.2266266175	
"coal"	"neg"	"is_black"	"veale_simile"	"not_certain"	0.2269555496	
"chameleons"	"neg"	"blue"	"conceptnet"	"not_certain"	0.2285657962	
"bra"	"neg"	"is_black"	"mcrae"	"not_certain"	0.2287373843	
"rhino"	"neg"	"is_black"	"cslb"	"not_certain"	0.2289856023	
"cheetah"	"neg"	"is_yellow"	"cslb"	"not_certain"	0.2299898922	
"hornet"	"neg"	"is_yellow is_black"	"cslb"	"not_certain"	0.2301162816	
"jeeps"	"pos"	"red"	"conceptnet"	"not_certain"	0.2301216666	
"sandpaper"	"neg"	"is_yellow"	"cslb"	"not_certain"	0.2307119954	
"car"	"pos"	"red green"	"conceptnet"	"not_certain"	0.2313834446	
"gorilla"	"neg"	"is_black"	"cslb"	"not_certain"	0.2314295511	
"giraffe"	"neg"	"is_yellow"	"cslb"	"not_certain"	0.2351739194	
"couch"	"neg"	"black"	"conceptnet"	"not_certain"	0.2358179006	
"scorpion"	"neg"	"is_black"	"cslb"	"not_certain"	0.2364381585	
"wasp"	"neg"	"is_yellow is_black"	"cslb"	"not_certain"	0.2374111122	
"cars"	"pos"	"red"	"conceptnet"	"not_certain"	0.2397910101	
"crow"	"neg"	"is_black"	"veale_simile"	"not_certain"	0.2411844956	
"water"	"neg"	"blue"	"conceptnet"	"not_certain"	0.2416310738	
"lion"	"neg"	"is_yellow"	"cslb"	"not_certain"	0.2417132424	
"cinder"	"neg"	"is_black"	"veale_simile"	"not_certain"	0.2439890473	
"lawn"	"neg"	"green"	"conceptnet"	"not_certain"	0.2467120951	
"peacock"	"neg"	"is_green is_blue"	"cslb"	"not_certain"	0.2493518135	
"bloodstone"	"pos"	"red"	"conceptnet"	"not_certain"	0.2503125354	
"limousine"	"neg"	"is_black"	"cslb"	"not_certain"	0.2509868716	
"pelican"	"neg"	"is_black"	"cslb"	"not_certain"	0.2512777028	
"bear"	"neg"	"is_black"	"cslb mcrae"	"not_certain"	0.2514480481	
"cats"	"neg"	"black"	"conceptnet"	"not_certain"	0.2539765303	
"jeep"	"neg"	"is_green"	"cslb"	"not_certain"	0.2542451838	
"lantern"	"neg"	"is_black"	"cslb"	"not_certain"	0.2543514979	
"buzzard"	"neg"	"is_black"	"mcrae"	"not_certain"	0.2554964427	
"beehive"	"neg"	"is_yellow"	"mcrae"	"not_certain"	0.255916814	
"gown"	"neg"	"is_black"	"cslb"	"not_certain"	0.2560732522	
"emerald"	"neg"	"green"	"conceptnet"	"not_certain"	0.2572851051	
"thundercloud"	"neg"	"is_black"	"veale_simile"	"not_certain"	0.2594260175	
"sand"	"neg"	"black"	"conceptnet"	"not_certain"	0.2596399929	
"dress"	"neg"	"blue"	"conceptnet"	"not_certain"	0.2598317184	
"canary"	"neg"	"is_yellow"	"cslb mcrae"	"not_certain"	0.2603662275	
"leopard"	"neg"	"is_yellow is_black"	"cslb"	"not_certain"	0.2614489111	
"bat"	"neg"	"is_black"	"veale_simile"	"not_certain"	0.2615943182	
"eyes"	"neg"	"green blue"	"conceptnet"	"not_certain"	0.261842069	
"crocodile"	"neg"	"is_green"	"cslb"	"not_certain"	0.264945393	
"tongue"	"pos"	"is_red"	"cslb"	"not_certain"	0.2653266472	
"blackbird"	"neg"	"is_black"	"mcrae"	"not_certain"	0.2662938207	
"sapphire"	"neg"	"blue"	"conceptnet"	"not_certain"	0.2666326642	
"magpie"	"neg"	"is_black"	"cslb"	"not_certain"	0.2675393688	
"jade"	"neg"	"green"	"conceptnet"	"not_certain"	0.2678495234	
"daisy"	"neg"	"is_yellow"	"cslb"	"not_certain"	0.2680141397	
"whale"	"neg"	"is_blue"	"cslb"	"not_certain"	0.2682142455	
"stockings"	"neg"	"is_black"	"cslb"	"not_certain"	0.2683361408	
"umbrellas"	"neg"	"blue"	"conceptnet"	"not_certain"	0.2687317283	
"ink"	"neg"	"black"	"conceptnet"	"not_certain"	0.2691306951	
"barn"	"pos"	"is_red"	"mcrae"	"not_certain"	0.2700952369	
"wetsuit"	"neg"	"is_black"	"cslb"	"not_certain"	0.2701409533	
"fir"	"neg"	"is_green"	"cslb"	"not_certain"	0.27251981	
"clothing"	"pos"	"red"	"conceptnet"	"not_certain"	0.2734792277	
"flame"	"pos"	"is_red"	"veale_simile"	"not_certain"	0.2749108292	
"brick"	"pos"	"is_red"	"cslb mcrae"	"not_certain"	0.2767462236	
"budgie"	"neg"	"is_green is_yellow is_blue"	"cslb mcrae"	"not_certain"	0.2769870334	
"penguin"	"neg"	"is_black"	"cslb"	"not_certain"	0.2795894995	
"zebra"	"neg"	"is_black"	"cslb"	"not_certain"	0.2808121394	
"iguana"	"neg"	"is_green"	"cslb"	"not_certain"	0.2845306347	
"boots"	"neg"	"is_black"	"mcrae"	"not_certain"	0.2851321177	
"tarantula"	"neg"	"is_black"	"cslb"	"not_certain"	0.285262262	
"paint"	"pos"	"pos"	"manually_included"	"certain"	0.285751296	
"slug"	"neg"	"is_black"	"cslb"	"not_certain"	0.2862117534	
"spider"	"neg"	"is_black"	"cslb"	"not_certain"	0.2868333073	
"pansy"	"neg"	"is_yellow"	"cslb"	"not_certain"	0.2870765274	
"millipede"	"neg"	"is_black"	"cslb"	"not_certain"	0.2876448289	
"leek"	"neg"	"is_green"	"cslb"	"not_certain"	0.2897634853	
"elm"	"neg"	"is_green"	"cslb"	"not_certain"	0.2918800062	
"tights"	"neg"	"is_black"	"cslb"	"not_certain"	0.2930464815	
"rose"	"pos"	"red is_red"	"cslb conceptnet veale_simile"	"not_certain"	0.2944870082	
"green"	"neg"	"yellow"	"conceptnet"	"not_certain"	0.2948989614	
"yoyo"	"pos"	"red"	"conceptnet"	"not_certain"	0.2964598506	
"ruby"	"pos"	"red is_red"	"conceptnet veale_simile"	"not_certain"	0.2987794095	
"locust"	"neg"	"is_yellow"	"cslb"	"not_certain"	0.3002046398	
"cockroach"	"neg"	"is_black"	"cslb"	"not_certain"	0.3028659149	
"grasshopper"	"neg"	"is_green"	"cslb"	"not_certain"	0.3043555147	
"glass"	"neg"	"green"	"conceptnet"	"not_certain"	0.3043969157	
"alligator"	"neg"	"is_green"	"cslb mcrae"	"not_certain"	0.3048722652	
"herring"	"pos"	"is_red"	"cslb veale_simile"	"not_certain"	0.3052091579	
"tortoise"	"neg"	"is_green"	"cslb"	"not_certain"	0.305403011	
"turtle"	"neg"	"is_green"	"cslb"	"not_certain"	0.3057019522	
"daisies"	"neg"	"yellow"	"conceptnet"	"not_certain"	0.306793084	
"balloons"	"pos"	"red"	"conceptnet"	"not_certain"	0.3069391514	
"ant"	"pos"	"is_black is_red"	"cslb mcrae"	"not_certain"	0.3073438495	
"caterpillar"	"neg"	"is_green"	"cslb"	"not_certain"	0.3079892293	
"housefly"	"neg"	"is_black"	"cslb"	"not_certain"	0.3085260961	
"raccoon"	"neg"	"is_black"	"cslb"	"not_certain"	0.3087118107	
"pot"	"neg"	"is_black"	"veale_simile"	"not_certain"	0.3104150573	
"lizard"	"neg"	"is_green"	"cslb"	"not_certain"	0.3111064789	
"toad"	"neg"	"is_green"	"cslb"	"not_certain"	0.3114107374	
"frogs"	"neg"	"green"	"conceptnet"	"not_certain"	0.3151045789	
"rooster"	"pos"	"is_red"	"veale_simile"	"not_certain"	0.3165809512	
"parakeets"	"neg"	"green"	"conceptnet"	"not_certain"	0.3179627606	
"hair"	"pos"	"is_black is_red"	"cslb"	"not_certain"	0.3210222712	
"oven"	"neg"	"is_black"	"veale_simile"	"not_certain"	0.3215772077	
"flea"	"neg"	"is_black"	"cslb"	"not_certain"	0.3238145913	
"daffodil"	"neg"	"is_yellow is_red"	"cslb cslb_crowd_neg veale_simile"	"certain"	0.3295007899	
"dog"	"neg"	"black"	"conceptnet"	"not_certain"	0.3295969318	
"willow"	"neg"	"is_green"	"cslb"	"not_certain"	0.3324482526	
"corncob"	"neg"	"yellow"	"conceptnet"	"not_certain"	0.3331564562	
"insects"	"neg"	"green"	"conceptnet"	"not_certain"	0.3336101566	
"weeds"	"neg"	"green"	"conceptnet"	"not_certain"	0.3345307777	
"sycamore"	"neg"	"is_green"	"cslb"	"not_certain"	0.3353049185	
"lips"	"pos"	"is_red"	"cslb"	"not_certain"	0.3362930273	
"frog"	"neg"	"is_green green"	"cslb conceptnet"	"not_certain"	0.3397985751	
"lipstick"	"pos"	"is_red"	"cslb"	"not_certain"	0.3399910964	
"sheep"	"neg"	"is_black"	"cslb"	"not_certain"	0.3400602594	
"champagne"	"neg"	"is_yellow"	"cslb"	"not_certain"	0.3405844054	
"gherkin"	"neg"	"is_green"	"cslb"	"not_certain"	0.3411069388	
"ladybird"	"pos"	"is_black is_red"	"cslb"	"not_certain"	0.3416810926	
"limes"	"neg"	"green"	"conceptnet"	"not_certain"	0.3422934035	
"marigold"	"neg"	"is_yellow"	"cslb"	"not_certain"	0.3426977788	
"beetle"	"neg"	"is_black"	"cslb mcrae"	"not_certain"	0.3430746171	
"rubies"	"pos"	"red"	"conceptnet"	"not_certain"	0.3458942662	
"carnation"	"pos"	"is_red"	"cslb"	"not_certain"	0.3472041886	
"bee"	"neg"	"is_yellow is_black"	"cslb"	"not_certain"	0.3481892606	
"mussel"	"neg"	"is_black"	"cslb"	"not_certain"	0.349308735	
"jam"	"pos"	"is_red"	"cslb"	"not_certain"	0.3498615722	
"cow"	"neg"	"is_black"	"cslb"	"not_certain"	0.3500701357	
"squirrel"	"pos"	"is_red"	"cslb"	"not_certain"	0.3510277531	
"buttercup"	"neg"	"is_yellow"	"cslb veale_simile"	"not_certain"	0.3528147488	
"skunk"	"neg"	"is_black"	"cslb"	"not_certain"	0.3528666878	
"yolk"	"neg"	"yellow"	"conceptnet"	"not_certain"	0.3540058317	
"violets"	"neg"	"blue"	"conceptnet"	"not_certain"	0.3559492118	
"prune"	"neg"	"is_black"	"cslb"	"not_certain"	0.3577637707	
"goldfish"	"neg"	"is_yellow"	"cslb"	"not_certain"	0.362601044	
"beer"	"neg"	"is_yellow"	"cslb"	"not_certain"	0.3629113831	
"pine"	"neg"	"is_green"	"cslb"	"not_certain"	0.3708211778	
"peony"	"pos"	"is_red"	"veale_simile"	"not_certain"	0.3736283027	
"fern"	"neg"	"is_green"	"cslb"	"not_certain"	0.3746999125	
"sloe"	"neg"	"is_black"	"veale_simile"	"not_certain"	0.3793558427	
"berry"	"pos"	"is_red"	"veale_simile"	"not_certain"	0.3889187308	
"eucalyptus"	"neg"	"is_green"	"cslb"	"not_certain"	0.3904025508	
"raisin"	"neg"	"is_black"	"cslb"	"not_certain"	0.3914779754	
"rice"	"neg"	"black"	"conceptnet"	"not_certain"	0.3957185182	
"orchids"	"neg"	"yellow"	"conceptnet"	"not_certain"	0.4003427179	
"aubergine"	"neg"	"is_green"	"cslb"	"not_certain"	0.4005596885	
"bottle"	"neg"	"is_green"	"mcrae"	"not_certain"	0.404077763	
"seaweed"	"neg"	"is_green"	"cslb"	"not_certain"	0.4075972572	
"saffron"	"neg"	"is_yellow"	"veale_simile"	"not_certain"	0.415466042	
"sunflowers"	"neg"	"yellow"	"conceptnet"	"not_certain"	0.4168546707	
"dandelion"	"neg"	"is_yellow"	"cslb veale_simile"	"not_certain"	0.4177664352	
