concept,label,categories_str,sources_str,certainty,cosine_centroid
discussion,neg,neg_met,manually_included,certain,0.04278849014302656
key,pos/neg,fruit,wn_hypernym,not_certain,0.052602027879150415
most,neg,sweet,conceptnet,not_certain,0.07081572010589
emperor,pos/neg,fruit,wn_hypernym,not_certain,0.08678968480669066
report,pos,pos_met,manually_included,certain,0.08924072701739995
emotion,neg,neg_met,manually_included,certain,0.09600612239934204
mast,pos/neg,fruit,wn_hypernym,not_certain,0.10263058220380997
story,pos,pos_met,manually_included,certain,0.11004376979516844
bartlett,pos/neg,fruit,wn_hypernym,not_certain,0.1105490506638446
date,pos/neg,fruit,wn_hypernym,not_certain,0.11540491463893018
cole,pos/neg,vegetable,wn_hypernym,not_certain,0.11640714104439905
edda,pos/neg,vegetable,wn_hypernym,not_certain,0.11866129795824426
marang,pos/neg,fruit,wn_hypernym,not_certain,0.12009536839658018
samara,pos/neg,fruit,wn_hypernym,not_certain,0.1244635844090947
pip,pos/neg,fruit,wn_hypernym,not_certain,0.1275253008653665
cos,pos/neg,vegetable,wn_hypernym,not_certain,0.13008608610577105
pulse,pos/neg,vegetable,wn_hypernym,not_certain,0.13350522326789402
kail,pos/neg,vegetable,wn_hypernym,not_certain,0.1348909450367661
jak,pos/neg,fruit,wn_hypernym,not_certain,0.14102753021513328
brazil,pos/neg,fruit,wn_hypernym,not_certain,0.14251765541670655
murphy,pos/neg,vegetable,wn_hypernym,not_certain,0.1442935475101884
feeling,neg,neg_met,manually_included,certain,0.1449400418678992
capitulum,pos/neg,fruit,wn_hypernym,not_certain,0.14733321129372584
saskatoon,pos/neg,fruit,wn_hypernym,not_certain,0.14792091960292078
dahl,pos/neg,vegetable,wn_hypernym,not_certain,0.1502326545160038
windfall,pos/neg,fruit,wn_hypernym,not_certain,0.1528338032340921
mangold,pos/neg,vegetable,wn_hypernym,not_certain,0.15587602025132766
pyrene,pos/neg,fruit,wn_hypernym,not_certain,0.15777949165121238
chou,pos/neg,vegetable,wn_hypernym,not_certain,0.1600248945512854
anjou,pos/neg,fruit,wn_hypernym,not_certain,0.16221512819134096
chile,pos/neg,vegetable,wn_hypernym,not_certain,0.16339162125786452
cling,pos/neg,fruit,wn_hypernym,not_certain,0.17175629510605392
spike,pos/neg,fruit,wn_hypernym,not_certain,0.17182958822454583
hip,pos/neg,fruit,wn_hypernym,not_certain,0.17379037154926666
savoy,pos/neg,vegetable,wn_hypernym,not_certain,0.1755017166340925
rumor,pos,pos_met,manually_included,certain,0.17581028556306996
bosc,pos/neg,fruit,wn_hypernym,not_certain,0.17689684333942057
flageolet,pos/neg,vegetable,wn_hypernym,not_certain,0.1838497502064383
sultana,pos/neg,fruit,wn_hypernym,not_certain,0.18414707379330275
blackheart,pos/neg,fruit,wn_hypernym,not_certain,0.19375029989315382
snap,pos/neg,vegetable,wn_hypernym,not_certain,0.19485679731992359
ear,pos/neg,fruit,wn_hypernym,not_certain,0.19635702366572982
spud,pos/neg,vegetable,wn_hypernym,not_certain,0.19741621324027822
barleycorn,pos/neg,fruit,wn_hypernym,not_certain,0.19764463684257472
pyxis,pos/neg,fruit,wn_hypernym,not_certain,0.19809233513056318
bacca,pos/neg,fruit,wn_hypernym,not_certain,0.20103532173695254
swede,pos/neg,vegetable,wn_hypernym,not_certain,0.20321096671407649
jack,pos/neg,fruit,wn_hypernym,not_certain,0.2041669710738604
buckeye,pos/neg,fruit,wn_hypernym,not_certain,0.20652360181870924
romaine,pos/neg,vegetable,wn_hypernym,not_certain,0.20934132019700336
kernel,pos/neg,fruit,wn_hypernym,not_certain,0.210714641188099
freestone,pos/neg,fruit,wn_hypernym,not_certain,0.21345456433213567
goober,pos/neg,fruit,wn_hypernym,not_certain,0.21698912293351208
iceberg,pos/neg,vegetable,wn_hypernym,not_certain,0.21976644662329434
julienne,pos/neg,vegetable,wn_hypernym,not_certain,0.2209696228636891
marrow,pos/neg,vegetable,wn_hypernym,not_certain,0.22150301291486782
greens,pos/neg,vegetable,wn_hypernym,not_certain,0.22173924181454316
chilly,pos/neg,vegetable,wn_hypernym,not_certain,0.22262959293963464
filbert,pos/neg,fruit,wn_hypernym,not_certain,0.22676356305570242
clementine,pos/neg,fruit,wn_hypernym,not_certain,0.22841099450732844
ham,pos/neg,is_food,cslb,not_certain,0.23326696811472217
leek,pos/neg,vegetable,wn_hypernym,not_certain,0.23385216206415463
muscat,pos/neg,fruit,wn_hypernym,not_certain,0.23831761180771585
tabasco,pos/neg,vegetable,wn_hypernym,not_certain,0.24292979945043183
green,pos/neg,vegetable,wn_hypernym,not_certain,0.24677798797891706
pod,pos/neg,fruit,wn_hypernym,not_certain,0.24709669336498508
veg,pos/neg,vegetable,wn_hypernym,not_certain,0.24755109670827938
conker,pos/neg,fruit,wn_hypernym,not_certain,0.2478112493158006
cayenne,pos/neg,vegetable,wn_hypernym,not_certain,0.2504080217882832
chard,pos/neg,vegetable,wn_hypernym,not_certain,0.2588352760817325
grain,pos/neg,fruit,wn_hypernym,not_certain,0.2699879199563695
cob,pos/neg,fruit,wn_hypernym,not_certain,0.2702169073050683
kale,pos/neg,vegetable,wn_hypernym,not_certain,0.2716360402356944
chips,pos/neg,vegetable,wn_hypernym,not_certain,0.27368909092010246
morello,pos/neg,fruit,wn_hypernym,not_certain,0.27413883428643765
cocoanut,pos/neg,fruit,wn_hypernym,not_certain,0.286327209845566
acorn,pos/neg,fruit,wn_hypernym,not_certain,0.2900101699240455
sandwich,pos/neg,is_food,cslb,not_certain,0.29332190604071434
sardine,pos/neg,is_food,cslb,not_certain,0.2972948475970526
chinquapin,pos/neg,fruit,wn_hypernym,not_certain,0.3003753703648187
sprout,pos/neg,vegetable,wn_hypernym,not_certain,0.30250655660985704
citron,pos/neg,fruit,wn_hypernym,not_certain,0.3026737542972827
gherkin,pos/neg,vegetable is_food,cslb wn_hypernym,not_certain,0.3052743763873589
squash,pos/neg,vegetable,wn_hypernym,not_certain,0.3053780694113581
scallop,pos/neg,is_food,cslb,not_certain,0.3072438007827425
mussel,pos/neg,is_food,cslb,not_certain,0.3098196752693123
seed,pos/neg,fruit,wn_hypernym,not_certain,0.31035990785734685
cress,pos/neg,vegetable,wn_hypernym,not_certain,0.31084788367884925
mandarin,pos/neg,fruit,wn_hypernym,not_certain,0.3109311875999738
chipotle,pos/neg,vegetable,wn_hypernym,not_certain,0.31250865567925507
wintergreen,pos/neg,fruit,wn_hypernym,not_certain,0.31262969117531314
pome,pos/neg,fruit,wn_hypernym,not_certain,0.314440408017661
satsuma,pos,fruit is_juicy,cslb wn_hypernym,not_certain,0.3145773682164418
sorrel,pos/neg,vegetable,wn_hypernym,not_certain,0.31541208772139806
tamarindo,pos/neg,fruit,wn_hypernym,not_certain,0.3159812262530408
pea,pos/neg,vegetable fruit,wn_hypernym,not_certain,0.3162517833475845
yam,pos/neg,vegetable,wn_hypernym,not_certain,0.3171046046427011
kiwi,pos/neg,fruit,wn_hypernym,not_certain,0.3183613108042169
bacon,pos/neg,is_food,cslb,not_certain,0.3193005737741456
dewberry,pos/neg,fruit,wn_hypernym,not_certain,0.3197273381441354
huckleberry,pos/neg,fruit,wn_hypernym,not_certain,0.32183790633014364
cottonseed,pos/neg,fruit,wn_hypernym,not_certain,0.3229936947950815
parsnip,pos/neg,vegetable,wn_hypernym,not_certain,0.3234100868950091
nutlet,pos/neg,fruit,wn_hypernym,not_certain,0.3245120510649517
ananas,pos/neg,fruit,wn_hypernym,not_certain,0.325487658419593
calabash,pos/neg,fruit,wn_hypernym,not_certain,0.3338963954235568
linseed,pos/neg,fruit,wn_hypernym,not_certain,0.3339589979761818
doughnut,pos/neg,is_food,cslb,not_certain,0.33594406836511387
crabapple,pos/neg,fruit,wn_hypernym,not_certain,0.3386712381176955
hackberry,pos/neg,fruit,wn_hypernym,not_certain,0.34196165454980304
legume,pos/neg,vegetable fruit,wn_hypernym,not_certain,0.343387786412448
chestnut,pos/neg,fruit,wn_hypernym,not_certain,0.3437733089458585
wines,neg,sweet,conceptnet,not_certain,0.34511604692452136
watercress,pos/neg,vegetable,wn_hypernym,not_certain,0.3463657425492854
oyster,pos/neg,is_food,cslb,not_certain,0.3467349710323977
amaranth,pos/neg,fruit,wn_hypernym,not_certain,0.3480616491347983
soya,pos/neg,vegetable,wn_hypernym,not_certain,0.3498982067760557
rye,pos/neg,fruit,wn_hypernym,not_certain,0.35090688279088983
oilseed,pos/neg,fruit,wn_hypernym,not_certain,0.35305064762152355
burger,pos,pos,manually_included,certain,0.3532751361196859
tater,pos/neg,vegetable,wn_hypernym,not_certain,0.35633579613783295
gumbo,pos/neg,vegetable,wn_hypernym,not_certain,0.3570657830995424
damson,pos/neg,fruit,wn_hypernym,not_certain,0.3595553965222928
donuts,neg,sweet,conceptnet,not_certain,0.36194584840669897
achene,pos/neg,fruit,wn_hypernym,not_certain,0.3619775004444062
cumin,pos/neg,fruit,wn_hypernym,not_certain,0.36271520432751675
fries,pos/neg,vegetable,wn_hypernym,not_certain,0.363635860537891
rutabaga,pos/neg,vegetable,wn_hypernym,not_certain,0.36472323059602446
rapeseed,pos/neg,fruit,wn_hypernym,not_certain,0.3659145498365389
durian,pos/neg,fruit,wn_hypernym,not_certain,0.36599012311698453
granadilla,pos/neg,fruit,wn_hypernym,not_certain,0.3661882905370085
medlar,pos/neg,fruit,wn_hypernym,not_certain,0.3666507801808188
veggie,pos/neg,vegetable,wn_hypernym,not_certain,0.36667100562545313
biscuit,pos/neg,is_food,cslb,not_certain,0.3670532534697499
fig,pos/neg,fruit,wn_hypernym,not_certain,0.36821783273363057
flaxseed,pos/neg,fruit,wn_hypernym,not_certain,0.37107522237419643
sloe,pos/neg,fruit,wn_hypernym,not_certain,0.373103236406397
bilberry,pos/neg,fruit,wn_hypernym,not_certain,0.37586296793199786
gourd,pos/neg,fruit,wn_hypernym,not_certain,0.3793175920886523
taro,pos/neg,vegetable,wn_hypernym,not_certain,0.38234539940900536
prune,pos/neg,fruit,wn_hypernym,not_certain,0.3837662767471787
groundnut,pos/neg,fruit,wn_hypernym,not_certain,0.3843162218834456
butternut,pos/neg,fruit,wn_hypernym,not_certain,0.38540096398505685
aubergine,pos/neg,vegetable,wn_hypernym,not_certain,0.3869700439707994
cookies,neg,sweet,conceptnet,not_certain,0.38886362249080053
lobster,pos/neg,is_food,cslb,not_certain,0.38921618804338415
honeydew,pos/neg,fruit,wn_hypernym,not_certain,0.3893474993979502
yoghurt,pos/neg,is_food,cslb,not_certain,0.39151652140791193
quince,pos/neg,fruit,wn_hypernym,not_certain,0.39165778734298545
bread,pos/neg,is_food,cslb,not_certain,0.39219143753216507
scallion,pos/neg,vegetable,wn_hypernym,not_certain,0.39263337148251376
turnip,pos/neg,vegetable,wn_hypernym,not_certain,0.3958507370655829
lentil,pos/neg,vegetable fruit,wn_hypernym,not_certain,0.3976877505945419
cauliflower,pos/neg,vegetable,wn_hypernym,not_certain,0.40016955294322754
broccoli,pos/neg,vegetable,wn_hypernym,not_certain,0.4020995668209832
