"concept"	"label"	"categories_str"	"sources_str"	"certainty"	"cosine_centroid"	"selection"
"crypt"	"neg"	"is_black"	"veale_simile"	"not_certain"	0.101417697	3
"world"	"neg"	"blue"	"conceptnet"	"not_certain"	0.113797325	3
"recorder"	"neg"	"is_black"	"cslb"	"not_certain"	0.1196791047	3
"football"	"neg"	"is_black"	"cslb"	"not_certain"	0.1246974226	2
"newspaper"	"neg"	"is_black"	"cslb"	"not_certain"	0.1301107225	2
"bluejay"	"neg"	"is_blue"	"mcrae"	"not_certain"	0.1368202334	3
"cape"	"neg"	"is_black"	"mcrae"	"not_certain"	0.1372720054	
"tyre"	"neg"	"is_black"	"cslb"	"not_certain"	0.1372794717	
"ring"	"neg"	"blue"	"conceptnet"	"not_certain"	0.1440131638	
"suit"	"neg"	"is_black"	"cslb"	"not_certain"	0.147912673	
"indian"	"neg"	"is_red"	"veale_simile"	"not_certain"	0.153137723	
"shy"	"neg"	"blue"	"conceptnet"	"not_certain"	0.1550212029	
"rook"	"neg"	"is_black"	"veale_simile"	"not_certain"	0.1569638224	
"humans"	"neg"	"black"	"conceptnet"	"not_certain"	0.1693820131	
"jay"	"neg"	"is_blue"	"veale_simile"	"not_certain"	0.1704743606	
"night"	"neg"	"is_black black"	"conceptnet veale_simile"	"not_certain"	0.1710652283	
"pit"	"neg"	"is_black"	"veale_simile"	"not_certain"	0.1712545091	
"parka"	"neg"	"is_green"	"cslb"	"not_certain"	0.1728470828	
"tires"	"neg"	"black"	"conceptnet"	"not_certain"	0.1772466975	
"cannon"	"neg"	"is_black"	"mcrae"	"not_certain"	0.1790041646	
"tar"	"neg"	"black"	"conceptnet"	"not_certain"	0.1791686964	
"cricket"	"neg"	"is_green"	"cslb"	"not_certain"	0.1806651786	
"tank"	"neg"	"is_green"	"cslb"	"not_certain"	0.1812472605	
"clarinet"	"neg"	"is_black"	"cslb"	"not_certain"	0.1817535542	
"bloodstone"	"neg"	"red"	"conceptnet"	"not_certain"	0.1824875625	
"robin"	"neg"	"is_red"	"cslb"	"not_certain"	0.1825011569	
"ambulance"	"neg"	"is_red"	"mcrae"	"not_certain"	0.1842655571	
"leafs"	"neg"	"green"	"conceptnet"	"not_certain"	0.1872959649	
"heart"	"neg"	"is_yellow is_red"	"cslb cslb_crowd_neg"	"certain"	0.1879026502	
"cloak"	"neg"	"is_black"	"cslb"	"not_certain"	0.1948667488	
"jeeps"	"neg"	"red"	"conceptnet"	"not_certain"	0.1952621975	
"bus"	"pos"	"is_yellow is_red"	"cslb mcrae"	"not_certain"	0.2018847342	
"blackboard"	"neg"	"is_black"	"veale_simile"	"not_certain"	0.2034652938	
"nightmare"	"neg"	"is_black"	"veale_simile"	"not_certain"	0.2037559899	
"car"	"neg"	"red green"	"conceptnet"	"not_certain"	0.2064621414	
"fox"	"neg"	"is_red"	"cslb veale_simile"	"not_certain"	0.2064624126	
"piano"	"neg"	"is_black"	"cslb"	"not_certain"	0.2066114131	
"cars"	"neg"	"red"	"conceptnet"	"not_certain"	0.2082043816	
"jaguars"	"neg"	"black"	"conceptnet"	"not_certain"	0.2095134788	
"jeans"	"neg"	"is_black is_blue"	"cslb"	"not_certain"	0.2096688379	
"cinder"	"neg"	"is_black"	"veale_simile"	"not_certain"	0.2102246936	
"tongue"	"neg"	"is_red"	"cslb"	"not_certain"	0.2105875284	
"bra"	"neg"	"is_black"	"mcrae"	"not_certain"	0.216725449	
"calf"	"neg"	"is_black"	"cslb"	"not_certain"	0.2171345988	
"coal"	"neg"	"is_black"	"veale_simile"	"not_certain"	0.217280724	
"lagoon"	"neg"	"is_blue"	"veale_simile"	"not_certain"	0.2196949378	
"eye"	"neg"	"is_green is_blue"	"cslb"	"not_certain"	0.2200469287	
"wand"	"neg"	"is_black"	"cslb"	"not_certain"	0.221876071	
"moss"	"neg"	"is_green"	"cslb"	"not_certain"	0.2237690457	
"miner"	"neg"	"is_black"	"veale_simile"	"not_certain"	0.2260222237	
"jeep"	"neg"	"is_green"	"cslb"	"not_certain"	0.2264067502	
"wetsuit"	"neg"	"is_black"	"cslb"	"not_certain"	0.2287349376	
"dress"	"neg"	"blue"	"conceptnet"	"not_certain"	0.2292724997	
"gown"	"neg"	"is_black"	"cslb"	"not_certain"	0.2293889898	
"pyramid"	"pos"	"is_yellow"	"cslb"	"not_certain"	0.2309256661	
"hose"	"neg"	"is_green"	"cslb"	"not_certain"	0.2310479438	
"limousine"	"neg"	"is_black"	"cslb"	"not_certain"	0.2310746553	
"panther"	"neg"	"is_black"	"cslb veale_simile"	"not_certain"	0.2338951318	
"starling"	"neg"	"is_black"	"cslb"	"not_certain"	0.2341162279	
"clothing"	"neg"	"red"	"conceptnet"	"not_certain"	0.2348528219	
"barn"	"neg"	"is_red"	"mcrae"	"not_certain"	0.2351161342	
"raven"	"neg"	"is_black"	"cslb veale_simile"	"not_certain"	0.2355185616	
"couch"	"neg"	"black"	"conceptnet"	"not_certain"	0.2392291538	
"crow"	"neg"	"is_black"	"veale_simile"	"not_certain"	0.239840235	
"leopards"	"neg"	"black"	"conceptnet"	"not_certain"	0.240486977	
"iceberg"	"neg"	"is_blue"	"veale_simile"	"not_certain"	0.2408314781	
"taxi"	"pos"	"is_yellow is_black"	"cslb"	"not_certain"	0.2438055763	
"tights"	"neg"	"is_black"	"cslb"	"not_certain"	0.2464285032	
"diamond"	"neg"	"blue"	"conceptnet"	"not_certain"	0.2508723998	
"herring"	"neg"	"is_red"	"cslb veale_simile"	"not_certain"	0.2517836309	
"eyes"	"neg"	"green blue"	"conceptnet"	"not_certain"	0.2537304819	
"fir"	"neg"	"is_green"	"cslb"	"not_certain"	0.2538048707	
"water"	"neg"	"blue"	"conceptnet"	"not_certain"	0.2552483827	
"brick"	"neg"	"is_red"	"cslb mcrae"	"not_certain"	0.2561696746	
"rhino"	"neg"	"is_black"	"cslb"	"not_certain"	0.2565771102	
"dolphin"	"neg"	"is_blue"	"cslb veale_simile"	"not_certain"	0.2587649402	
"sun"	"pos"	"is_yellow"	"veale_simile"	"not_certain"	0.2591098772	
"jade"	"neg"	"green"	"conceptnet"	"not_certain"	0.2604356111	
"sky"	"neg"	"blue is_blue"	"conceptnet veale_simile"	"not_certain"	0.2612646696	
"crane"	"pos"	"pos"	"manually_included"	"certain"	0.2615852268	
"stockings"	"neg"	"is_black"	"cslb"	"not_certain"	0.2637372794	
"boots"	"neg"	"is_black"	"mcrae"	"not_certain"	0.2652358493	
"sand"	"neg"	"black"	"conceptnet"	"not_certain"	0.2668341826	
"kingfisher"	"neg"	"is_green is_blue"	"cslb veale_simile"	"not_certain"	0.2668365618	
"lark"	"neg"	"is_blue"	"veale_simile"	"not_certain"	0.2671550563	
"flame"	"neg"	"is_red"	"veale_simile"	"not_certain"	0.2682976875	
"bear"	"neg"	"is_black"	"cslb mcrae"	"not_certain"	0.2700677473	
"chameleons"	"neg"	"blue"	"conceptnet"	"not_certain"	0.2713212315	
"thundercloud"	"neg"	"is_black"	"veale_simile"	"not_certain"	0.272319712	
"yoyo"	"neg"	"red"	"conceptnet"	"not_certain"	0.27265814	
"lantern"	"neg"	"is_black"	"cslb"	"not_certain"	0.2736988313	
"lips"	"neg"	"is_red"	"cslb"	"not_certain"	0.2739746371	
"cats"	"neg"	"black"	"conceptnet"	"not_certain"	0.2765370422	
"lawn"	"neg"	"green"	"conceptnet"	"not_certain"	0.2766842607	
"hair"	"neg"	"is_black is_red"	"cslb"	"not_certain"	0.2773793742	
"buzzard"	"neg"	"is_black"	"mcrae"	"not_certain"	0.2783497502	
"elm"	"neg"	"is_green"	"cslb"	"not_certain"	0.2792086673	
"jam"	"neg"	"is_red"	"cslb"	"not_certain"	0.2796929197	
"ink"	"neg"	"black"	"conceptnet"	"not_certain"	0.2801699443	
"ruby"	"neg"	"red is_red"	"conceptnet veale_simile"	"not_certain"	0.2821987604	
"canary"	"pos"	"is_yellow is_yellow"	"cslb mcrae manually_included"	"certain"	0.282584223	
"bat"	"neg"	"is_black"	"veale_simile"	"not_certain"	0.2829442951	
"whale"	"neg"	"is_blue"	"cslb"	"not_certain"	0.2834437061	
