"concept"	"label"	"categories_str"	"sources_str"	"certainty"	"cosine_centroid"	"selection"
"discussion"	"neg"	"neg_met"	"manually_included"	"certain"	0.0668129237	3
"newspaper"	"neg"	"is_black"	"cslb"	"not_certain"	0.0891730103	3
"recorder"	"neg"	"is_black"	"cslb"	"not_certain"	0.1063471495	2
"tyre"	"neg"	"is_black"	"cslb"	"not_certain"	0.127213691	2
"problem"	"neg"	"neg_met"	"manually_included"	"certain"	0.128752032	3
"football"	"neg"	"is_black"	"cslb"	"not_certain"	0.1326249099	
"crypt"	"neg"	"is_black"	"veale_simile"	"not_certain"	0.1453969065	
"bus"	"neg"	"is_yellow is_red"	"cslb mcrae"	"not_certain"	0.1484796158	
"jeeps"	"neg"	"red"	"conceptnet"	"not_certain"	0.1528289926	
"cannon"	"neg"	"is_black"	"mcrae"	"not_certain"	0.1634580147	
"leafs"	"neg"	"green"	"conceptnet"	"not_certain"	0.1687954464	
"wines"	"neg"	"red"	"conceptnet"	"not_certain"	0.1691527682	
"coal"	"neg"	"is_black"	"veale_simile"	"not_certain"	0.1708340849	
"limes"	"neg"	"green"	"conceptnet"	"not_certain"	0.1728699257	
"miner"	"neg"	"is_black"	"veale_simile"	"not_certain"	0.1757787843	
"thoughts"	"neg"	"neg_met"	"manually_included"	"certain"	0.1759068533	
"blackboard"	"neg"	"is_black"	"veale_simile"	"not_certain"	0.1769899015	
"world"	"pos"	"blue"	"conceptnet"	"not_certain"	0.1773314305	
"ambulance"	"neg"	"is_red"	"mcrae"	"not_certain"	0.1812604192	
"beet"	"neg"	"is_red"	"veale_simile"	"not_certain"	0.1833306736	
"elm"	"neg"	"is_green"	"cslb"	"not_certain"	0.1835899688	
"tank"	"neg"	"is_green"	"cslb"	"not_certain"	0.1850017196	
"brick"	"neg"	"is_red"	"cslb mcrae"	"not_certain"	0.1866783857	
"beets"	"neg"	"is_red"	"mcrae"	"not_certain"	0.1876249708	
"tar"	"neg"	"black"	"conceptnet"	"not_certain"	0.1893946731	
"prune"	"neg"	"is_black"	"cslb"	"not_certain"	0.1901275134	
"fir"	"neg"	"is_green"	"cslb"	"not_certain"	0.1909850432	
"clarinet"	"neg"	"is_black"	"cslb"	"not_certain"	0.1957340869	
"indian"	"neg"	"is_red"	"veale_simile"	"not_certain"	0.1965849967	
"wine"	"neg"	"is_red"	"cslb"	"not_certain"	0.1984603408	
"suit"	"neg"	"is_black"	"cslb"	"not_certain"	0.2021868225	
"rook"	"neg"	"is_black"	"veale_simile"	"not_certain"	0.2026148109	
"cider"	"neg"	"is_yellow"	"cslb"	"not_certain"	0.2029343018	
"tomatoes"	"neg"	"red"	"conceptnet"	"not_certain"	0.2047497967	
"rice"	"neg"	"black"	"conceptnet"	"not_certain"	0.2048232648	
"piano"	"neg"	"is_black"	"cslb"	"not_certain"	0.2068357205	
"pyramid"	"neg"	"is_yellow"	"cslb"	"not_certain"	0.2085514469	
"tires"	"neg"	"black"	"conceptnet"	"not_certain"	0.2088880136	
"cars"	"neg"	"red"	"conceptnet"	"not_certain"	0.2105249603	
"car"	"neg"	"red green"	"conceptnet"	"not_certain"	0.2114260472	
"taxi"	"neg"	"is_yellow is_black"	"cslb"	"not_certain"	0.2119636894	
"pit"	"neg"	"is_black"	"veale_simile"	"not_certain"	0.2128972784	
"pot"	"neg"	"is_black"	"veale_simile"	"not_certain"	0.2132994754	
"cricket"	"neg"	"is_green"	"cslb"	"not_certain"	0.213509168	
"beehive"	"neg"	"is_yellow"	"mcrae"	"not_certain"	0.2143349326	
"artichokes"	"neg"	"green"	"conceptnet"	"not_certain"	0.2157592485	
"jeep"	"neg"	"is_green"	"cslb"	"not_certain"	0.2188992171	
"barn"	"neg"	"is_red"	"mcrae"	"not_certain"	0.2190431447	
"bloodstone"	"neg"	"red"	"conceptnet"	"not_certain"	0.2202500927	
"cape"	"neg"	"is_black"	"mcrae"	"not_certain"	0.2202713606	
"leek"	"neg"	"is_green"	"cslb"	"not_certain"	0.2215904047	
"grape"	"neg"	"is_green green is_red"	"cslb conceptnet"	"not_certain"	0.2227087541	
"beer"	"neg"	"is_yellow"	"cslb"	"not_certain"	0.2233501877	
"humans"	"neg"	"black"	"conceptnet"	"not_certain"	0.2238886841	
"cheese"	"neg"	"is_yellow"	"cslb"	"not_certain"	0.2259516614	
"lawn"	"neg"	"green"	"conceptnet"	"not_certain"	0.226138902	
"limousine"	"neg"	"is_black"	"cslb"	"not_certain"	0.2272058389	
"gherkin"	"neg"	"is_green"	"cslb"	"not_certain"	0.2283113178	
"sandpaper"	"neg"	"is_yellow"	"cslb"	"not_certain"	0.2306310314	
"coffee"	"neg"	"is_black"	"cslb"	"not_certain"	0.2345966289	
"yoyo"	"neg"	"red"	"conceptnet"	"not_certain"	0.2348894364	
"truffles"	"neg"	"black"	"conceptnet"	"not_certain"	0.2358420297	
"beetroot"	"neg"	"is_red"	"veale_simile"	"not_certain"	0.2363866092	
"jam"	"neg"	"is_red"	"cslb"	"not_certain"	0.2400099116	
"heart"	"neg"	"is_red"	"cslb"	"not_certain"	0.2408515172	
"feelings"	"pos"	"pos_met"	"manually_included"	"certain"	0.2408622719	
"aubergine"	"neg"	"is_green"	"cslb"	"not_certain"	0.241137622	
"oven"	"neg"	"is_black"	"veale_simile"	"not_certain"	0.2414869381	
"wand"	"neg"	"is_black"	"cslb"	"not_certain"	0.2415671461	
"couch"	"neg"	"black"	"conceptnet"	"not_certain"	0.2415883229	
"apples"	"neg"	"red green yellow"	"conceptnet"	"not_certain"	0.2423920362	
"moss"	"neg"	"is_green"	"cslb"	"not_certain"	0.242627132	
"corn"	"neg"	"is_yellow"	"cslb"	"not_certain"	0.2431093145	
"cinder"	"neg"	"is_black"	"veale_simile"	"not_certain"	0.2442149811	
"calf"	"neg"	"is_black"	"cslb"	"not_certain"	0.2444340782	
"nightmare"	"neg"	"is_black"	"veale_simile"	"not_certain"	0.2471286327	
"peas"	"neg"	"is_green green"	"cslb conceptnet"	"not_certain"	0.248155422	
"panther"	"neg"	"is_black"	"cslb veale_simile"	"not_certain"	0.250499023	
"champagne"	"neg"	"is_yellow"	"cslb"	"not_certain"	0.2512180114	
"robin"	"neg"	"is_red"	"cslb"	"not_certain"	0.2516186469	
"fox"	"neg"	"is_red"	"cslb veale_simile"	"not_certain"	0.2518003798	
"berry"	"neg"	"is_red"	"veale_simile"	"not_certain"	0.2518413204	
"grapes"	"neg"	"red green"	"conceptnet"	"not_certain"	0.2520099561	
"bra"	"neg"	"is_black"	"mcrae"	"not_certain"	0.252204562	
"ketchup"	"neg"	"is_red"	"cslb"	"not_certain"	0.252598724	
"spinach"	"neg"	"is_green"	"cslb"	"not_certain"	0.2529841154	
"raisin"	"neg"	"is_black"	"cslb"	"not_certain"	0.255096537	
"jaguars"	"neg"	"black"	"conceptnet"	"not_certain"	0.2552099937	
"tongue"	"neg"	"is_red"	"cslb"	"not_certain"	0.2557603559	
"sycamore"	"neg"	"is_green"	"cslb"	"not_certain"	0.256317048	
"pomegranates"	"neg"	"red"	"conceptnet"	"not_certain"	0.2566088128	
"butter"	"neg"	"is_yellow yellow"	"cslb conceptnet"	"not_certain"	0.2584575585	
"pears"	"neg"	"green"	"conceptnet"	"not_certain"	0.258494053	
"bear"	"neg"	"is_black"	"cslb mcrae"	"not_certain"	0.2598088142	
"locust"	"neg"	"is_yellow"	"cslb"	"not_certain"	0.2599243492	
"celery"	"neg"	"is_green"	"cslb"	"not_certain"	0.2603262118	
"rose"	"neg"	"red is_red"	"cslb conceptnet veale_simile"	"not_certain"	0.2604378962	
"avocado"	"neg"	"is_green"	"cslb mcrae"	"not_certain"	0.2606897771	
"rhubarb"	"neg"	"is_green is_red"	"cslb"	"not_certain"	0.261564916	
"weeds"	"neg"	"green"	"conceptnet"	"not_certain"	0.2625709723	
"broccoli"	"neg"	"is_green green"	"cslb conceptnet mcrae"	"not_certain"	0.2628684237	
"corncob"	"neg"	"yellow"	"conceptnet"	"not_certain"	0.2630628284	
"beans"	"neg"	"is_green is_yellow"	"mcrae"	"not_certain"	0.2633040122	
"apple"	"neg"	"red is_green is_yellow green is_red"	"cslb conceptnet mcrae veale_simile"	"not_certain"	0.2638107842	
"jay"	"pos"	"is_blue"	"veale_simile"	"not_certain"	0.2638171426	
"mustard"	"neg"	"yellow"	"conceptnet"	"not_certain"	0.2647300172	
"ring"	"pos"	"blue"	"conceptnet"	"not_certain"	0.2648543922	
"sheep"	"neg"	"is_black"	"cslb"	"not_certain"	0.2650086667	
"flea"	"neg"	"is_black"	"cslb"	"not_certain"	0.26793687	
"daffodil"	"neg"	"is_yellow"	"cslb veale_simile"	"not_certain"	0.2682634186	
"bean"	"neg"	"is_green"	"cslb"	"not_certain"	0.26919064	
"sunbeam"	"neg"	"is_yellow"	"veale_simile"	"not_certain"	0.271447954	
"night"	"neg"	"is_black black"	"conceptnet veale_simile"	"not_certain"	0.2717092829	
"shy"	"pos"	"blue"	"conceptnet"	"not_certain"	0.2722244154	
"lime"	"neg"	"is_green"	"cslb"	"not_certain"	0.2725083657	
"caterpillar"	"neg"	"is_green"	"cslb"	"not_certain"	0.2730281194	
"onion"	"neg"	"is_red"	"cslb"	"not_certain"	0.2730527408	
"sun"	"neg"	"is_yellow"	"veale_simile"	"not_certain"	0.2739461651	
"vegetables"	"neg"	"green"	"conceptnet"	"not_certain"	0.2743134651	
"sunflowers"	"neg"	"yellow"	"conceptnet"	"not_certain"	0.2747241384	
"hose"	"neg"	"is_green"	"cslb"	"not_certain"	0.276457183	
"sloe"	"neg"	"is_black"	"veale_simile"	"not_certain"	0.2770338766	
"millipede"	"neg"	"is_black"	"cslb"	"not_certain"	0.2776078914	
"water"	"pos"	"blue"	"conceptnet"	"not_certain"	0.2777544492	
"cockroach"	"neg"	"is_black"	"cslb"	"not_certain"	0.2780042574	
"lion"	"neg"	"is_yellow"	"cslb"	"not_certain"	0.2789862897	
"ink"	"neg"	"black"	"conceptnet"	"not_certain"	0.2794735722	
