label,categories_str,sources_str,certainty,cosine_centroid,manual_coarse_grained,space_selection,qumcrae_label,word,lemma,wiki_frequency,word_in_wn?,word_noun_in_wn?,word_noun_spacy?,n_navigli_clusters,n_onto_senses_n_v,n_wn_senses,min_wn_sim_wup,av_sim_wup,polysemy_type,mipvu,wn_abs_conc,filter,conc,fam,aoa
neg,is_green,mcrae,not_certain,0.4106618828,-0,True,neg-is_green-some,bottle,bottle,18995,True,True,True,3,3,5,0.1333333333,0.3444444444,homonyms_only_different_pos,non-met,abs-conc,True,591,591,
neg,is_black,cslb,not_certain,0.1948667488,-0,True,-0,cloak,cloak,4920,True,True,True,1,6,5,0.25,0.3818277311,homonyms_only_different_pos,non-met,conc,True,543,423,
neg,red green,conceptnet,not_certain,0.2064621414,-0,True,-0,car,car,294557,True,True,True,1,4,5,0.4761904762,0.6434791524,poly,non-met,conc,True,622,634,197
neg,red,conceptnet,not_certain,0.2082043816,-0,True,-0,cars,car,145951,True,True,True,1,4,5,0.4761904762,0.6434791524,poly,non-met,conc,True,,,
neg,is_green,cslb mcrae,not_certain,0.3474881713,-0,True,neg-is_green-some,alligator,alligator,3779,True,True,True,1,0,3,0.1739130435,0.1739130435,poly,,abs-conc,True,624,442,
neg,is_green green is_red,cslb conceptnet,not_certain,0.4449149695,-0,True,-0,grape,grape,14592,True,True,True,1,0,3,0.347826087,0.3641382772,poly,,conc,True,611,532,297
neg,red green,conceptnet,not_certain,0.4772326039,-0,True,-0,grapes,grape,11643,True,True,True,1,0,3,0.347826087,0.3641382772,poly,,conc,True,,,
neg,is_green,cslb,not_certain,0.3453419087,-0,True,-0,willow,willow,13007,True,True,True,1,0,2,0.380952381,0.380952381,poly,non-met,conc,True,589,425,386
neg,is_green,cslb,not_certain,0.1806651786,-0,True,-0,cricket,cricket,121039,True,True,True,2,0,3,0.0869565217,0.0869565217,homonyms_also_same_pos,non-met,abs-conc,True,,,
neg,is_red,veale_simile,not_certain,0.2682976875,-0,True,-0,flame,flame,16929,True,True,True,2,4,4,0.1428571429,0.1865079365,homonyms_only_different_pos,non-met,conc,True,582,551,261
neg,is_green is_blue,cslb veale_simile,not_certain,0.2668365618,-0,True,-0,kingfisher,kingfisher,3016,True,True,True,0,0,1,1,1,mon,non-met,conc,True,,,
neg,is_black,veale_simile,not_certain,0.2970136624,-0,True,-0,oven,oven,5535,True,True,True,0,0,1,1,1,poly,non-met,conc,True,593,577,236
neg,black,conceptnet,not_certain,0.3900256088,-0,True,-0,truffles,truffle,627,True,True,True,2,0,3,0.2222222222,0.2685185185,poly,,conc,True,,,
neg,is_green,cslb,not_certain,0.2538048707,-0,True,-0,fir,fir,7722,True,True,True,1,0,2,0.1904761905,0.1904761905,poly,,abs-conc,True,442,407,
neg,is_black,cslb,not_certain,0.3617428782,-0,True,-0,skunk,skunk,2209,True,True,True,2,0,5,0.0909090909,0.238510101,homonyms_only_different_pos,,abs-conc,True,648,519,
neg,is_black is_blue,cslb,not_certain,0.2096688379,-0,True,-0,jeans,jean,6584,True,True,True,1,0,2,0.5882352941,0.5882352941,,non-met,conc,True,,,
neg,is_red,cslb mcrae,not_certain,0.2561696746,-0,True,neg-is_red-most,brick,brick,66010,True,True,True,2,0,2,0.5,0.5,poly,non-met,conc,True,610,529,261
neg,is_black,cslb,not_certain,0.2171345988,-0,True,-0,calf,calf,5828,True,True,True,2,0,4,0.2,0.3166666667,homonyms_also_same_pos,,abs-conc,True,592,511,
neg,green,conceptnet,not_certain,0.4602432127,-0,True,-0,salad,salad,4621,True,True,True,0,0,1,1,1,poly,non-met,conc,True,595,554,342
neg,green,conceptnet,not_certain,0.2604356111,-0,True,-0,jade,jade,10914,True,True,True,3,0,7,0.08,0.1966293184,homonyms_also_same_pos,,abs-conc,True,570,359,572
neg,black,conceptnet,not_certain,0.3310939898,-0,True,-0,dog,dog,80291,True,True,True,3,3,8,0.2222222222,0.4336931264,homonyms_only_different_pos,met non-met,conc,True,610,598,169
neg,is_black,cslb,not_certain,0.1817535542,-0,True,-0,clarinet,clarinet,9397,True,True,True,0,0,1,1,1,mon,,conc,True,633,464,
neg,green,conceptnet,not_certain,0.3553331157,-0,True,-0,insects,insect,27961,True,True,True,1,0,2,0.6,0.6,poly,,conc,True,,,
neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.4937204718,-0,True,-0,vegetable,vegetable,11793,True,True,True,1,0,2,0.2352941176,0.2352941176,homonyms_only_different_pos,non-met,conc,True,602,591,269
neg,green,conceptnet,not_certain,0.5184068116,-0,True,-0,vegetables,vegetable,17635,True,True,True,1,0,2,0.2352941176,0.2352941176,homonyms_only_different_pos,non-met,conc,True,,,
neg,blue,conceptnet,not_certain,0.2713212315,-0,True,-0,chameleons,chameleon,793,True,True,True,1,0,3,0.380952381,0.4865800866,poly,,conc-n,True,,,
neg,is_red,cslb veale_simile,not_certain,0.2064624126,-0,True,-0,fox,fox,107080,True,True,True,3,3,10,0.0909090909,0.330621991,homonyms_only_different_pos,,abs-conc-n,True,605,501,283
neg,is_black,cslb,not_certain,0.2864812095,-0,True,-0,millipede,millipede,448,True,True,True,0,0,1,1,1,mon,met,conc,True,,,
neg,red green,conceptnet,not_certain,0.4204439281,-0,True,-0,peppers,pepper,7195,True,True,True,2,0,6,0.2,0.3015151515,homonyms_only_different_pos,,conc,True,,,
neg,is_red black,conceptnet veale_simile,not_certain,0.4591518434,-0,True,-0,pepper,pepper,14198,True,True,True,2,0,6,0.2,0.3015151515,homonyms_only_different_pos,,conc,True,591,554,269
neg,black,conceptnet,not_certain,0.1772466975,-0,True,-0,tires,tire,10107,True,True,True,2,4,5,0.1538461538,0.2235366485,homonyms_only_different_pos,,conc,True,,,
neg,is_black black,conceptnet veale_simile,not_certain,0.1710652283,-0,True,-0,night,night,326741,True,True,True,2,7,8,0.2222222222,0.4300797359,poly,non-met,abs-n,True,496,636,222
neg,is_black,cslb,not_certain,0.2976483362,-0,True,-0,gorilla,gorilla,5403,True,True,True,0,0,1,1,1,poly,,conc,True,620,554,
neg,is_blue,veale_simile,not_certain,0.2196949378,-0,True,-0,lagoon,lagoon,12591,True,True,True,0,0,1,1,1,mon,,conc,True,,,
