label,categories_str,sources_str,certainty,cosine_centroid,manual_coarse_grained,space_selection,qumcrae_label,word,lemma,wiki_frequency,word_in_wn?,word_noun_in_wn?,word_noun_spacy?,n_navigli_clusters,n_onto_senses_n_v,n_wn_senses,min_wn_sim_wup,av_sim_wup,polysemy_type,mipvu,wn_abs_conc,filter,conc,fam,aoa
neg,neg_met,manually_included,certain,0.0960061224,-,True,-,emotion,emotion,13844,True,True,True,0,0,1,1.0,1.0,poly,non-met,abs,True,260,549,492
neg,sweet,conceptnet,not_certain,0.3888636225,-,True,-,cookies,cookie,4134,True,True,True,2,0,3,0.125,0.16666666666666666,poly,,abs-conc,True,,,
neg,sweet,conceptnet,not_certain,0.4162347251,-,True,-,desserts,dessert,2309,True,True,True,0,0,1,1.0,1.0,mon,,conc,True,,,
neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.4942387191,-,True,-,dessert,dessert,4305,True,True,True,0,0,1,1.0,1.0,mon,,conc,True,,,
neg,sweet,conceptnet,not_certain,0.4683174161,-,True,-,pork,pork,9775,True,True,True,2,0,2,0.125,0.125,mon,non-met,abs-conc,True,585,538,
neg,sweet,conceptnet,not_certain,0.3451160469,-,True,-,wines,wine,15960,True,True,True,2,0,4,0.2,0.2,homonyms_only_different_pos,non-met,abs,True,,,
neg,sweet,conceptnet,not_certain,0.4132733217,-,True,-,cake,cake,13460,True,True,True,2,5,4,0.26666666666666666,0.3174603174603175,homonyms_only_different_pos,met non-met,conc,True,624,594,214
neg,sweet,conceptnet,not_certain,0.4223397008,-,True,-,cakes,cake,4849,True,True,True,2,5,4,0.26666666666666666,0.3174603174603175,homonyms_only_different_pos,met non-met,conc,True,,,
neg,sweet,conceptnet,not_certain,0.3619458484,-,True,-,donuts,donut,1324,True,True,True,0,0,1,1.0,1.0,,,conc,True,,,
pos,pos,manually_included,certain,0.3532751361,-,True,-,burger,burger,8291,True,True,True,1,0,2,0.2222222222222222,0.2222222222222222,,,conc-n,True,,,
neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.4648288287,-,True,-,pineapples,pineapple,778,True,True,True,2,0,2,0.38095238095238093,0.38095238095238093,poly,,conc,True,,,
pos,fruit is_juicy fruit is_juicy,cslb wn_hypernym manually_included,certain,0.5965977265,-,True,-,pineapple,pineapple,3462,True,True,True,2,0,2,0.38095238095238093,0.38095238095238093,poly,,conc,True,653,489,
pos,pos,manually_included,certain,0.4202633036,-,True,-,steak,steak,3066,True,True,True,0,0,1,1.0,1.0,poly,non-met,conc,True,646,558,329
pos,pos_met,manually_included,certain,0.089240727,2,True,-,report,report,212954,True,True,True,5,10,13,0.2,0.4565143190143189,homonyms_only_different_pos,non-met,abs,True,417,590,386
pos,is_food is_juicy is_food is_juicy,cslb cslb_crowd_pos manually_included,certain,0.4532777984,-,True,-,shrimp,shrimp,7445,True,True,True,1,0,4,0.21052631578947367,0.3632157316367843,poly,,conc,True,629,546,
pos,pos_met,manually_included,certain,0.1758102856,-,True,-,rumor,rumor,4614,True,True,True,0,1,2,None,,,,abs,True,,,
pos,pos_met,manually_included,certain,0.1100437698,-,True,-,story,story,444549,True,True,True,4,7,6,0.13333333333333333,0.36663614163614167,homonyms_also_same_pos,met non-met,abs-conc,True,427,578,
pos,pos,manually_included,certain,0.4283057301,-,True,-,meat,meat,43469,True,True,True,1,0,3,0.15384615384615385,0.2094017094017094,poly,non-met,abs-conc,True,587,589,
pos,fruit is_juicy,cslb wn_hypernym,not_certain,0.5053787769,-,True,-,lime,lime,13357,True,True,True,5,0,8,0.17391304347826086,0.3775651808939852,homonyms_also_same_pos,,abs-conc,True,590,447,378
neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.4563747763,-,True,-,pears,pear,2484,True,True,True,2,0,2,0.3333333333333333,0.3333333333333333,mon,non-met,conc,True,,,
pos,fruit is_juicy,cslb wn_hypernym,not_certain,0.5427407479,-,True,-,pear,pear,4366,True,True,True,2,0,2,0.3333333333333333,0.3333333333333333,mon,non-met,conc,True,634,567,
pos,fruit is_juicy,cslb wn_hypernym,not_certain,0.4513450097,-,True,-,tangerine,tangerine,1973,True,True,True,2,0,4,0.08,0.15523809523809526,poly,,abs-conc,True,645,495,
neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.5486012374,-,True,-,strawberries,strawberry,1991,True,True,True,2,0,3,0.1111111111111111,0.19746484452366805,poly,,abs-conc,True,,,
pos,fruit is_juicy,cslb wn_hypernym,not_certain,0.6141464523,-,True,-,strawberry,strawberry,7232,True,True,True,2,0,3,0.1111111111111111,0.19746484452366805,poly,,abs-conc,True,610,539,
neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.4517264668,-,True,-,tomatoes,tomato,17974,True,True,True,2,0,2,0.21052631578947367,0.21052631578947367,poly,non-met,conc,True,,,
pos,vegetable is_juicy,cslb wn_hypernym,not_certain,0.6615352898,,True,-,tomato,tomato,5831,True,True,True,2,0,2,0.21052631578947367,0.21052631578947367,poly,non-met,conc,True,662,574,
pos,fruit is_juicy,cslb wn_hypernym,not_certain,0.3145773682,-,True,-,satsuma,satsuma,1892,True,True,True,1,0,2,0.2857142857142857,0.2857142857142857,mon,,conc,True,,,
neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.4962078751,-,True,-,melons,melon,871,True,True,True,1,0,2,0.36363636363636365,0.36363636363636365,poly,,conc,True,,,
pos,fruit is_juicy,cslb wn_hypernym,not_certain,0.5437267765,-,True,-,melon,melon,2295,True,True,True,1,0,2,0.36363636363636365,0.36363636363636365,poly,,conc,True,,441,
