label,categories_str,sources_str,certainty,cosine_centroid,manual_coarse_grained,space_selection,qumcrae_label,word,lemma,wiki_frequency,word_in_wn?,word_noun_in_wn?,word_noun_spacy?,n_navigli_clusters,n_onto_senses_n_v,n_wn_senses,min_wn_sim_wup,av_sim_wup,polysemy_type,mipvu,wn_abs_conc,filter,conc,fam,aoa
neg,is_sweet,cslb_crowd_neg,certain,0.2261503963,-,True,-,peeler,peeler,350,True,True,True,1,0,3,0.4444444444444444,0.515537209035661,homonyms_also_same_pos,,conc,True,,,
pos,pos_met,manually_included,certain,0.1156494131,-,True,-,gesture,gesture,9050,True,True,True,1,3,4,0.2857142857142857,0.3904761904761904,homonyms_only_different_pos,non-met,abs,True,403,477,494
pos,is_sweet sweet is_sweet sweet,cslb conceptnet manually_included,certain,0.5590188226,-,True,-,cake,cake,13460,True,True,True,2,5,4,0.26666666666666666,0.3174603174603175,homonyms_only_different_pos,met non-met,conc,True,624,594,214
pos,sweet,conceptnet,not_certain,0.5660040377,-,True,-,cakes,cake,4849,True,True,True,2,5,4,0.26666666666666666,0.3174603174603175,homonyms_only_different_pos,met non-met,conc,True,,,
pos,pos_met,manually_included,certain,0.2649837122,-,True,-,baby,baby,75227,True,True,True,1,0,8,0.1,0.4753510495107133,homonyms_only_different_pos,non-met,abs-conc,True,589,597,
pos,pos_met,manually_included,certain,0.2101281284,-,True,-,gift,gift,43021,True,True,True,3,7,5,0.26666666666666666,0.3104166666666667,poly,met non-met,abs,True,533,566,
pos,pos,manually_included,certain,0.1992055253,-,True,-,desert,desert,61444,True,True,True,1,3,4,0.25,0.27777777777777773,homonyms_only_different_pos,non-met,abs,True,,,
neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.5486660827,-,True,-,strawberries,strawberry,1991,True,True,True,2,0,3,0.1111111111111111,0.19746484452366805,poly,,abs-conc,True,,,
pos,is_sweet fruit is_sweet fruit,cslb wn_hypernym manually_included,certain,0.581885314,-,True,-,strawberry,strawberry,7232,True,True,True,2,0,3,0.1111111111111111,0.19746484452366805,poly,,abs-conc,True,610,539,
pos,is_sweet fruit,cslb wn_hypernym,not_certain,0.5119957576,-,True,-,blueberry,blueberry,2067,True,True,True,1,0,2,0.34782608695652173,0.34782608695652173,mon,,conc,True,,,
pos,is_sweet fruit,cslb wn_hypernym,not_certain,0.3993125514,-,True,-,tangerine,tangerine,1973,True,True,True,2,0,4,0.08,0.15523809523809526,poly,,abs-conc,True,645,495,
neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.5030876365,-,True,-,apricots,apricot,689,True,True,True,1,0,3,0.09090909090909091,0.1806298276886512,poly,,abs-conc,True,,,
pos,is_sweet fruit,cslb wn_hypernym,not_certain,0.53276207,-,True,-,apricot,apricot,1446,True,True,True,1,0,3,0.09090909090909091,0.1806298276886512,poly,,abs-conc,True,638,428,386
pos,vegetable is_sweet,cslb wn_hypernym,not_certain,0.6547725767,,True,-,tomato,tomato,5831,True,True,True,2,0,2,0.21052631578947367,0.21052631578947367,poly,non-met,conc,True,662,574,
pos,is_sweet,cslb,not_certain,0.4046538237,-,True,-,jam,jam,23933,True,True,True,6,4,11,0.1,0.18665470332137002,homonyms_also_same_pos,non-met,abs-conc,True,563,529,
neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.4761455496,-,True,-,biscuits,biscuit,3178,True,True,True,1,0,2,0.7058823529411765,0.7058823529411765,poly,non-met,conc,True,,,
pos,is_sweet is_food,cslb,not_certain,0.4911720766,-,True,-,biscuit,biscuit,3219,True,True,True,1,0,2,0.7058823529411765,0.7058823529411765,poly,non-met,conc,True,574,521,
pos,is_sweet fruit,cslb wn_hypernym,not_certain,0.525263598,-,True,-,grapefruit,grapefruit,1273,True,True,True,1,0,2,0.3076923076923077,0.3076923076923077,mon,,conc,True,,,
neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.4989658052,-,True,-,peanuts,peanut,4471,True,True,True,3,0,5,0.3333333333333333,0.45786278938452857,poly,,conc,True,,,
pos,is_sweet fruit is_food,cslb wn_hypernym cslb_crowd_pos,certain,0.5913783542,-,True,-,peanut,peanut,4305,True,True,True,3,0,5,0.3333333333333333,0.45786278938452857,poly,,conc,True,,,
pos,is_sweet,cslb,not_certain,0.4932827611,-,True,-,cider,cider,3871,True,True,True,0,0,1,1.0,1.0,poly,non-met,abs,True,626,507,431
pos,sweet,conceptnet,not_certain,0.4201343145,-,True,-,wines,wine,15960,True,True,True,2,0,4,0.2,0.2,homonyms_only_different_pos,non-met,abs,True,,,
neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.4785735464,-,True,-,wine,wine,72076,True,True,True,2,0,4,0.2,0.2,homonyms_only_different_pos,non-met,abs,True,621,570,403
neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.5021356312,-,True,-,melons,melon,871,True,True,True,1,0,2,0.36363636363636365,0.36363636363636365,poly,,conc,True,,,
pos,is_sweet fruit,cslb wn_hypernym,not_certain,0.5257192084,-,True,-,melon,melon,2295,True,True,True,1,0,2,0.36363636363636365,0.36363636363636365,poly,,conc,True,,441,
pos,is_sweet fruit,cslb wn_hypernym,not_certain,0.5003044223,-,True,-,cherry,cherry,22512,True,True,True,3,0,5,0.09090909090909091,0.22159798262739439,homonyms_only_different_pos,,abs-conc,True,611,514,317
neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.5136909143,-,True,-,cherries,cherry,1959,True,True,True,3,0,5,0.09090909090909091,0.22159798262739439,homonyms_only_different_pos,,abs-conc,True,,,
neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.5210598866,-,True,-,apples,apple,11956,True,True,True,1,0,2,0.32,0.32,poly,non-met,conc,True,,,
pos,is_sweet fruit,cslb wn_hypernym,not_certain,0.5225873219,-,True,-,apple,apple,48472,True,True,True,1,0,2,0.32,0.32,poly,non-met,conc,True,620,598,211
pos/neg,fruit,wn_hypernym,not_certain,0.1342166991,-,True,-,date,date,218586,True,True,True,5,13,13,0.125,0.2938421958158799,homonyms_also_same_pos,non-met,abs-conc,True,514,613,314
pos,is_sweet,cslb cslb_crowd_pos,certain,0.194281696,-,True,-,dates,date,84737,True,True,True,5,13,13,0.125,0.2938421958158799,homonyms_also_same_pos,non-met,abs-conc,True,,,
pos,sweet,conceptnet,not_certain,0.442644949,-,True,-,donuts,donut,1324,True,True,True,0,0,1,1.0,1.0,,,conc,True,,,
pos,is_sweet,cslb,not_certain,0.4906131204,-,True,-,lemonade,lemonade,1602,True,True,True,0,0,1,1.0,1.0,poly,non-met,abs,True,615,522,
pos,is_sweet fruit,cslb wn_hypernym,not_certain,0.4691025385,-,True,-,nectarine,nectarine,101,True,True,True,1,0,2,0.3333333333333333,0.3333333333333333,mon,,conc,True,,,
pos,is_sweet fruit,cslb wn_hypernym,not_certain,0.5696184947,-,True,-,pineapple,pineapple,3462,True,True,True,2,0,2,0.38095238095238093,0.38095238095238093,poly,,conc,True,653,489,
pos,is_sweet fruit,cslb wn_hypernym cslb_crowd_pos,certain,0.5574711637,-,True,-,watermelon,watermelon,1702,True,True,True,2,0,2,0.3333333333333333,0.3333333333333333,mon,,conc,True,,,
neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.4977733951,-,True,-,peaches,peach,3166,True,True,True,2,0,5,0.09090909090909091,0.2615968324088529,homonyms_only_different_pos,,abs-conc,True,,,
pos,is_sweet fruit,cslb wn_hypernym,not_certain,0.518444297,-,True,-,peach,peach,6726,True,True,True,2,0,5,0.09090909090909091,0.2615968324088529,homonyms_only_different_pos,,abs-conc,True,617,536,292
pos,is_sweet fruit is_food,cslb wn_hypernym,not_certain,0.4520549188,-,True,-,currant,currant,542,True,True,True,2,0,3,0.3333333333333333,0.4670531400966183,poly,non-met,conc,True,,,
neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.4810887305,-,True,-,currants,currant,344,True,True,True,2,0,3,0.3333333333333333,0.4670531400966183,poly,non-met,conc,True,,,
pos,is_sweet fruit,cslb wn_hypernym,not_certain,0.2882607039,-,True,-,satsuma,satsuma,1892,True,True,True,1,0,2,0.2857142857142857,0.2857142857142857,mon,,conc,True,,,
neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.487394747,-,True,-,raspberries,raspberry,749,True,True,True,2,0,3,0.10526315789473684,0.1878654970760234,poly,,abs-conc,True,,,
