label,categories_str,sources_str,certainty,cosine_centroid,manual_coarse_grained,space_selection,qumcrae_label,word,lemma,wiki_frequency,word_in_wn?,word_noun_in_wn?,word_noun_spacy?,n_navigli_clusters,n_onto_senses_n_v,n_wn_senses,min_wn_sim_wup,av_sim_wup,polysemy_type,mipvu,wn_abs_conc,filter,conc,fam,aoa
neg,neg,manually_included,certain,0.2250573662,-,True,-,mug,mug,1390,True,True,True,3,0,5,0.125,0.22725215817321084,homonyms_only_different_pos,,abs-conc,True,576,527,
neg,neg,manually_included,certain,0.229832204,-,True,-,pen,pen,27842,True,True,True,4,0,6,0.3333333333333333,0.5124242424242424,homonyms_also_same_pos,non-met,conc,True,571,554,
neg,neg_met,manually_included,certain,0.2747038532,-,True,-,text,text,122947,True,True,True,3,0,4,0.10526315789473684,0.4196602617655249,poly,non-met,abs-conc,True,498,511,486
neg,round,conceptnet,not_certain,0.2217276721,-,True,-,marbles,marble,2365,True,True,True,2,0,4,0.23529411764705882,0.3284313725490196,poly,met non-met,abs-conc,True,,,
neg,round,conceptnet,not_certain,0.2409068179,-,True,-,marble,marble,29389,True,True,True,2,0,4,0.23529411764705882,0.3284313725490196,poly,met non-met,abs-conc,True,611,436,294
neg,round,conceptnet,not_certain,0.194148164,-,True,-,circles,circle,27366,True,True,True,3,11,11,0.1,0.21688155519924215,homonyms_only_different_pos,met non-met,abs-conc,True,,,
neg,round,conceptnet,not_certain,0.2059569816,-,True,-,circle,circle,75249,True,True,True,3,11,11,0.1,0.21688155519924215,homonyms_only_different_pos,met non-met,abs-conc,True,515,581,214
neg,round,conceptnet,not_certain,0.2250405691,-,True,-,frisbee,frisbee,1532,True,True,True,0,0,1,0.8333333333333334,0.8333333333333334,,,conc,True,,,
neg,round,conceptnet,not_certain,0.2628449383,-,True,-,frisbees,frisbee,119,True,True,True,0,0,1,0.8333333333333334,0.8333333333333334,,,conc,True,,,
neg,round,conceptnet,not_certain,0.2636458646,-,True,-,tortillas,tortilla,684,True,True,True,0,0,1,1.0,1.0,mon,,conc,True,,,
neg,round square,conceptnet,not_certain,0.4307878151,-,True,-,tables,table,27183,True,True,True,3,5,8,0.13333333333333333,0.26176111470229113,homonyms_only_different_pos,non-met,abs-conc,True,,,
pos,pos,manually_included,certain,0.4387249172,-,True,-,table,table,113840,True,True,True,3,5,8,0.13333333333333333,0.26176111470229113,homonyms_only_different_pos,non-met,abs-conc,True,604,599,
neg,is_round,mcrae,not_certain,0.2926547337,-,True,neg-is_round-all,apple,apple,48472,True,True,True,1,0,2,0.32,0.32,poly,non-met,conc,True,620,598,211
neg,round,conceptnet,not_certain,0.2004117061,-,True,-,oranges,orange,3774,True,True,True,2,0,6,0.09090909090909091,0.21267781238369476,homonyms_only_different_pos,non-met,abs-conc-n,True,,,
neg,round is_round,conceptnet mcrae,not_certain,0.239684294,-,True,neg-is_round-all,ball,ball,137087,True,True,True,3,0,13,0.08,0.20951374560226235,homonyms_also_same_pos,non-met,abs-conc-n,True,615,575,150
neg,round,conceptnet,not_certain,0.2617826232,-,True,-,balls,ball,28297,True,True,True,3,0,13,0.08,0.20951374560226235,homonyms_also_same_pos,non-met,abs-conc-n,True,,,
neg,round,conceptnet,not_certain,0.430745219,-,True,-,disk,disk,27120,True,True,True,1,0,5,0.11764705882352941,0.42170019522960694,mon,,abs-conc,True,,,
pos,square,conceptnet,not_certain,0.4900928788,-,True,-,disks,disk,6656,True,True,True,1,0,5,0.11764705882352941,0.42170019522960694,mon,,abs-conc,True,,,
neg,is_round,mcrae,not_certain,0.2651849066,-,True,neg-is_round-all,bracelet,bracelet,3240,True,True,True,1,0,2,0.5882352941176471,0.5882352941176471,mon,,conc,True,602,547,
neg,round,conceptnet,not_certain,0.2442728785,-,True,-,tarts,tart,484,True,True,True,3,0,5,0.25,0.4467320261437908,homonyms_only_different_pos,,conc,True,,,
neg,round,conceptnet,not_certain,0.254483671,-,True,-,sphere,sphere,23135,True,True,True,2,6,7,0.1,0.2604244261807287,poly,,abs-conc,True,489,457,
neg,round,conceptnet,not_certain,0.3106448579,-,True,-,cds,cds,16324,True,True,True,0,0,4,0.10526315789473684,0.20887205759496777,,,abs-conc,True,,,
neg,is_round,mcrae,not_certain,0.1902798363,-,True,neg-is_round-all,barrel,barrel,26331,True,True,True,2,8,6,0.10526315789473684,0.22013627583287027,poly,non-met,abs-conc,True,590,487,319
neg,is_round,mcrae,not_certain,0.3047085602,-,True,neg-is_round-most,bucket,bucket,7172,True,True,True,2,0,4,0.13333333333333333,0.19166666666666665,homonyms_only_different_pos,,abs-conc,True,594,506,
neg,round,conceptnet,not_certain,0.2597695535,-,True,-,button,button,22677,True,True,True,3,0,9,0.09090909090909091,0.3734062513931638,homonyms_only_different_pos,non-met,abs-conc,True,613,573,192
neg,round,conceptnet,not_certain,0.2605518246,-,True,-,globe,globe,42074,True,True,True,2,0,3,0.125,0.25595238095238093,poly,non-met,abs-conc-n,True,535,477,364
neg,round,conceptnet,not_certain,0.2012430556,-,True,-,egg,egg,30333,True,True,True,2,0,5,0.2,0.22395510835913313,poly,met non-met,conc,True,613,608,186
neg,round,conceptnet,not_certain,0.24375142,-,True,-,planets,planet,23876,True,True,True,1,0,3,0.5,0.6190476190476191,mon,non-met,conc,True,,,
neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.4740178964,-,True,-,room,room,218788,True,True,True,2,5,5,0.125,0.2297910422910423,homonyms_only_different_pos,met non-met,abs-conc,True,566,627,244
neg,round,conceptnet,not_certain,0.4920831849,-,True,-,rooms,room,77410,True,True,True,2,5,5,0.125,0.2297910422910423,homonyms_only_different_pos,met non-met,abs-conc,True,,,
neg,is_round,mcrae,not_certain,0.3260773641,-,True,neg-is_round-some,ashtray,ashtray,401,True,True,True,0,0,1,1.0,1.0,mon,non-met,conc,True,,,
neg,round,conceptnet,not_certain,0.2721544128,-,True,-,wheels,wheel,35256,True,True,True,3,4,11,0.10526315789473684,0.4312622680355737,homonyms_only_different_pos,met non-met,abs-conc,True,,,
neg,is_round,mcrae,not_certain,0.1879134209,2,True,neg-is_round-some,biscuit,biscuit,3219,True,True,True,1,0,2,0.7058823529411765,0.7058823529411765,poly,non-met,conc,True,574,521,
neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.428659075,-,True,-,desks,desk,2213,True,True,True,0,0,1,1.0,1.0,mon,non-met,conc,True,,,
pos,pos,manually_included,certain,0.5741324699,,True,-,desk,desk,15367,True,True,True,0,0,1,1.0,1.0,mon,non-met,conc,True,583,583,
pos,pos,manually_included,certain,0.2645616775,-,True,-,newspaper,newspaper,157687,True,True,True,1,5,4,0.1,0.24847494553376906,poly,non-met,abs-conc,True,576,641,292
neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.4200320784,-,True,-,laptops,laptop,3175,True,True,True,0,0,1,1.0,1.0,,,conc,True,,,
pos,pos,manually_included,certain,0.5459874816,-,True,-,laptop,laptop,6147,True,True,True,0,0,1,1.0,1.0,,,conc,True,,,
neg,round square,conceptnet,not_certain,0.4307878151,-,True,-,tables,table,27183,True,True,True,3,5,8,0.13333333333333333,0.26176111470229113,homonyms_only_different_pos,non-met,abs-conc,True,,,
pos,pos,manually_included,certain,0.4387249172,-,True,-,table,table,113840,True,True,True,3,5,8,0.13333333333333333,0.26176111470229113,homonyms_only_different_pos,non-met,abs-conc,True,604,599,
pos,pos,manually_included,certain,0.3383374182,-,True,-,book,book,640806,True,True,True,8,17,15,0.11764705882352941,0.33598643936156,homonyms_only_different_pos,met non-met,abs-conc-n,True,609,643,214
