label,categories_str,sources_str,certainty,cosine_centroid,manual_coarse_grained,space_selection,qumcrae_label,word,lemma,wiki_frequency,word_in_wn?,word_noun_in_wn?,word_noun_spacy?,n_navigli_clusters,n_onto_senses_n_v,n_wn_senses,min_wn_sim_wup,av_sim_wup,polysemy_type,mipvu,wn_abs_conc,filter,conc,fam,aoa
neg,is_warm is_cold is_warm is_cold,cslb manually_included,certain,0.2673049606,-,True,-,soup,soup,12179,True,True,True,2,0,4,0.13333333333333333,0.26666666666666666,poly,,abs-conc,True,615,576,
neg,cold cold,conceptnet manually_included,certain,0.1997073215,-,True,-,water,water,586090,True,True,True,6,12,10,0.18181818181818182,0.349777490025168,homonyms_only_different_pos,non-met,abs-conc,True,616,641,153
neg,neg_met,manually_included,certain,0.1333148636,-,True,-,argument,argument,43743,True,True,True,3,7,7,0.23529411764705882,0.34703095813224083,poly,met non-met,abs,True,,,
neg,neg,manually_included,certain,0.3846009228,-,True,-,bikini,bikini,4285,True,True,True,1,0,2,0.3,0.3,mon,,conc-n,True,,,
neg,neg_met,manually_included,certain,0.1771254495,-,True,-,idea,idea,159752,True,True,True,3,7,5,0.23529411764705882,0.45187800761330177,poly,non-met,abs,True,259,585,
neg,cold cool cold cool,conceptnet manually_included,certain,0.1977586882,-,True,-,ice,ice,172988,True,True,True,4,3,11,0.18181818181818182,0.34117859189005834,homonyms_only_different_pos,non-met,conc,True,621,564,261
neg,is_cold,mcrae,not_certain,0.1993785622,-,True,neg-is_cold-most,basement,basement,26654,True,True,True,2,0,2,0.7058823529411765,0.7058823529411765,mon,,conc,True,585,522,
neg,cold,conceptnet,not_certain,0.331222958,-,True,-,noses,nose,1741,True,True,True,4,8,14,0.10526315789473684,0.2461568725032617,homonyms_only_different_pos,met non-met,abs-conc,True,,,
neg,cold,conceptnet,not_certain,0.3078563301,-,True,-,icicles,icicle,233,True,True,True,0,0,1,1.0,1.0,mon,,conc,True,,,
neg,cool,conceptnet,not_certain,0.267810866,-,True,-,dad,dad,11323,True,True,True,0,0,1,1.0,1.0,mon,non-met,conc,True,603,646,125
neg,cool,conceptnet,not_certain,0.1840483103,-,True,-,telephones,telephone,4235,True,True,True,1,4,3,0.6666666666666666,0.6666666666666666,homonyms_only_different_pos,non-met,conc,True,,,
neg,cold,conceptnet,not_certain,0.1976570204,-,True,-,winter,winter,174503,True,True,True,0,1,2,None,,homonyms_only_different_pos,non-met,abs,True,499,615,236
neg,cool,conceptnet,not_certain,0.2351985739,-,True,-,fun,fun,44702,True,True,True,1,0,4,0.2857142857142857,0.38669108669108665,poly,non-met,abs,True,295,621,
neg,cold,conceptnet,not_certain,0.1181489073,-,True,-,space,space,322609,True,True,True,4,9,10,0.125,0.3778448403448404,homonyms_only_different_pos,met non-met,abs-conc,True,381,576,319
neg,cool,conceptnet,not_certain,0.1431292172,-,True,-,dragons,dragon,28861,True,True,True,2,0,4,0.07692307692307693,0.2604861025913658,poly,met,abs-conc-n,True,,,
neg,is_cold,cslb,not_certain,0.2354574454,-,True,-,lemonade,lemonade,1602,True,True,True,0,0,1,1.0,1.0,poly,non-met,abs,True,615,522,
neg,cold,conceptnet,not_certain,0.3315481264,-,True,-,toes,toe,5979,True,True,True,4,0,9,0.18181818181818182,0.32662441724941726,homonyms_only_different_pos,non-met,conc,True,,,
neg,cool,conceptnet,not_certain,0.1077590211,2,True,-,forests,forest,60810,True,True,True,1,0,3,0.5,0.5,poly,non-met,abs,True,,,
neg,cold,conceptnet,not_certain,0.1126147456,2,True,-,people,people,1124171,True,True,True,3,7,6,0.2222222222222222,0.550976800976801,homonyms_only_different_pos,non-met,abs,True,540,628,281
neg,cold cool,conceptnet,not_certain,0.1358510209,-,True,-,river,river,810697,True,True,True,0,0,1,1.0,1.0,poly,non-met,conc,True,585,565,
neg,is_cold,cslb,not_certain,0.2652378231,-,True,-,tea,tea,41766,True,True,True,3,0,5,0.1,0.2978814683768244,poly,non-met,abs-conc,True,609,572,
neg,cold,conceptnet,not_certain,0.2026705525,-,True,-,moon,moon,75421,True,True,True,3,0,9,0.1111111111111111,0.3189659512027933,poly,non-met,abs-conc-n,True,581,585,
neg,cool,conceptnet,not_certain,0.2712222399,-,True,-,swords,sword,12309,True,True,True,0,0,1,1.0,1.0,poly,,conc,True,,,
neg,is_cold,cslb,not_certain,0.2753373932,-,True,-,fridge,fridge,976,True,True,True,0,0,1,1.0,1.0,mon,non-met,conc,True,,,
neg,cold,conceptnet,not_certain,0.2696106427,-,True,-,vinyl,vinyl,29592,True,True,True,2,0,2,0.3333333333333333,0.3333333333333333,mon,non-met,conc,True,,,
neg,is_cool,cslb,not_certain,0.2948460718,-,True,-,surfboard,surfboard,846,True,True,True,0,0,2,None,,mon,,conc,True,,,
neg,cold,conceptnet,not_certain,0.2137320585,-,True,-,tile,tile,9920,True,True,True,1,0,4,0.5555555555555556,0.5787037037037037,homonyms_only_different_pos,,conc,True,,,
neg,is_cold,cslb,not_certain,0.2168569994,-,True,-,beer,beer,40202,True,True,True,0,1,1,1.0,1.0,poly,non-met,abs,True,587,604,
