label,categories_str,sources_str,certainty,cosine_centroid,manual_coarse_grained,space_selection,qumcrae_label,word,lemma,wiki_frequency,word_in_wn?,word_noun_in_wn?,word_noun_spacy?,n_navigli_clusters,n_onto_senses_n_v,n_wn_senses,min_wn_sim_wup,av_sim_wup,polysemy_type,mipvu,wn_abs_conc,filter,conc,fam,aoa
neg,neg,manually_included,certain,0.5120306155,-,True,-,carrot,carrot,2821,True,True,True,2,0,4,0.09523809523809523,0.1915065441381231,poly,non-met,abs-conc,True,622,539,
neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.540178079,-,True,-,carrots,carrot,2038,True,True,True,2,0,4,0.09523809523809523,0.1915065441381231,poly,non-met,abs-conc,True,,,
neg,neg_met,manually_included,certain,0.1001899127,-,True,-,problem,problem,137495,True,True,True,2,3,3,0.2857142857142857,0.2857142857142857,poly,non-met,abs,True,360,596,367
neg,is_yellow is_yellow,cslb manually_included,certain,0.2765863915,-,True,-,daisy,daisy,11859,True,True,True,0,0,1,1.0,1.0,poly,non-met,conc,True,613,519,
neg,yellow,conceptnet,not_certain,0.3267981257,-,True,-,daisies,daisy,1115,True,True,True,0,0,1,1.0,1.0,poly,non-met,conc,True,,,
neg,neg_met,manually_included,certain,0.0722887829,2,True,-,argument,argument,43743,True,True,True,3,7,7,0.23529411764705882,0.34703095813224083,poly,met non-met,abs,True,,,
neg,blue,conceptnet,not_certain,0.0949710885,-,True,-,world,world,1622378,True,True,True,4,8,9,0.1,0.29886228936427967,poly,met non-met,abs-conc-n,True,532,607,
neg,is_red,cslb veale_simile,not_certain,0.3040258684,-,True,-,herring,herring,7294,True,True,True,1,0,2,0.19047619047619047,0.19047619047619047,poly,,conc,True,617,425,397
neg,is_black,cslb,not_certain,0.1425272624,-,True,-,tyre,tyre,7024,True,True,True,1,0,2,0.35294117647058826,0.35294117647058826,poly,non-met,conc-n,True,,,
neg,is_black,cslb,not_certain,0.3106990715,-,True,-,spider,spider,37564,True,True,True,1,0,3,0.08695652173913043,0.17184265010351965,poly,met,abs-conc,True,607,526,
neg,is_yellow is_red,cslb,not_certain,0.4456894883,-,True,-,grapefruit,grapefruit,1273,True,True,True,1,0,2,0.3076923076923077,0.3076923076923077,mon,,conc,True,,,
neg,is_black,cslb,not_certain,0.1298966174,-,True,-,recorder,recorder,11384,True,True,True,3,0,4,0.36363636363636365,0.5185383308953103,poly,non-met,conc,True,,,
neg,black,conceptnet,not_certain,0.2283573176,-,True,-,leopards,leopard,3688,True,True,True,1,0,2,0.16,0.16,mon,,abs-conc,True,,,
neg,is_yellow is_black,cslb,not_certain,0.303543124,-,True,-,leopard,leopard,8893,True,True,True,1,0,2,0.16,0.16,mon,,abs-conc,True,595,431,
neg,is_yellow,cslb,not_certain,0.4979570025,-,True,-,corn,corn,25435,True,True,True,3,0,9,0.08695652173913043,0.21758200397562114,homonyms_also_same_pos,non-met,abs-conc,True,576,548,
neg,red,conceptnet,not_certain,0.188099031,-,True,-,bloodstone,bloodstone,523,True,True,True,0,0,1,1.0,1.0,,,abs,True,,,
neg,is_black is_red,cslb,not_certain,0.4288951776,-,True,-,currant,currant,542,True,True,True,2,0,3,0.3333333333333333,0.4670531400966183,poly,non-met,conc,True,,,
neg,is_red,veale_simile,not_certain,0.2533564973,-,True,-,flame,flame,16929,True,True,True,2,4,4,0.14285714285714285,0.1865079365079365,homonyms_only_different_pos,non-met,conc,True,582,551,261
