concept,label,categories_str,sources_str,certainty
raft,pos,made_of_wood,cslb_crowd_pos cslb,certain
hook,pos,made_of_wood,cslb_crowd_pos,certain
harpoon,pos,made_of_wood,cslb_crowd_pos cslb,certain
pipe,pos,made_of_wood,cslb_crowd_pos,certain
cradle,pos,made_of_wood,cslb_crowd_pos cslb,certain
harpsichord,pos,made_of_wood,cslb_crowd_pos cslb,certain
dates,neg,made_of_wood,cslb_crowd_neg,certain
rock,neg,made_of_wood,cslb_crowd_neg,certain
trumpet,neg,made_of_wood made_of_wood,cslb_crowd_neg manually_included,certain
cannon,neg,made_of_wood,cslb_crowd_neg,certain
gong,neg,made_of_wood,cslb_crowd_neg,certain
bell,neg,made_of_wood,cslb_crowd_neg,certain
cushion,neg,made_of_wood,cslb_crowd_neg,certain
cymbal,neg,made_of_wood,cslb_crowd_neg,certain
anchor,neg,made_of_wood,cslb_crowd_neg,certain
french_horn,neg,made_of_wood,cslb_crowd_neg,certain
gun,neg,made_of_wood,cslb_crowd_neg,certain
accordion,pos,made_of_wood,cslb,not_certain
armchair,pos,made_of_wood,cslb,not_certain
arrow,pos,made_of_wood,cslb,not_certain
axe,pos,made_of_wood,cslb,not_certain
bagpipes,pos,made_of_wood,cslb,not_certain
banjo,pos,made_of_wood,cslb,not_certain
barge,pos,made_of_wood,cslb,not_certain
barrel,pos,made_of_wood,cslb,not_certain
bat_(sporting),pos,made_of_wood,cslb,not_certain
bayonet,pos,made_of_wood,cslb,not_certain
bed,pos,made_of_wood,cslb,not_certain
bellows,pos,made_of_wood,cslb,not_certain
bench,pos,made_of_wood,cslb,not_certain
birch,pos,made_of_wood,cslb,not_certain
boat,pos,made_of_wood made_of_wood,cslb manually_included,certain
bookcase,pos,made_of_wood,cslb,not_certain
boomerang,pos,made_of_wood,cslb,not_certain
bow_(weapon),pos,made_of_wood,cslb,not_certain
box,pos,made_of_wood,cslb,not_certain
bridge,pos,made_of_wood,cslb,not_certain
broom,pos,made_of_wood,cslb,not_certain
brush,pos,made_of_wood,cslb,not_certain
bucket,pos,made_of_wood,cslb,not_certain
button,pos,made_of_wood,cslb,not_certain
canoe,pos,made_of_wood,cslb,not_certain
carriage,pos,made_of_wood,cslb,not_certain
cart,pos,made_of_wood,cslb,not_certain
castenets,pos,made_of_wood,cslb,not_certain
castle,pos,made_of_wood,cslb,not_certain
catapault,pos,made_of_wood,cslb,not_certain
cello,pos,made_of_wood,cslb,not_certain
chair,pos,made_of_wood made_of_wood,cslb manually_included,certain
chest_of_drawers,pos,made_of_wood,cslb,not_certain
chisel,pos,made_of_wood,cslb,not_certain
clarinet,pos,made_of_wood,cslb,not_certain
clock,pos,made_of_wood,cslb,not_certain
club,pos,made_of_wood,cslb,not_certain
coffin,pos,made_of_wood,cslb,not_certain
comb,pos,made_of_wood,cslb,not_certain
cork,pos,made_of_wood,cslb,not_certain
corkscrew,pos,made_of_wood,cslb,not_certain
crossbow,pos,made_of_wood,cslb,not_certain
cupboard,pos,made_of_wood,cslb,not_certain
cutting_board,pos,made_of_wood,cslb,not_certain
deckchair,pos,made_of_wood,cslb,not_certain
desk,pos,made_of_wood,cslb,not_certain
dice,pos,made_of_wood,cslb,not_certain
doorknob,pos,made_of_wood,cslb,not_certain
dresser,pos,made_of_wood,cslb,not_certain
drum,pos,made_of_wood,cslb,not_certain
elm,pos,made_of_wood,cslb,not_certain
fence,pos,made_of_wood,cslb,not_certain
fir,pos,made_of_wood,cslb,not_certain
gate,pos,made_of_wood,cslb,not_certain
guitar,pos,made_of_wood made_of_wood,cslb manually_included,certain
hammer,pos,made_of_wood,cslb,not_certain
harp,pos,made_of_wood,cslb,not_certain
hatchet,pos,made_of_wood,cslb,not_certain
hoe,pos,made_of_wood,cslb,not_certain
houseboat,pos,made_of_wood,cslb,not_certain
hutch,pos,made_of_wood,cslb,not_certain
kayak,pos,made_of_wood,cslb,not_certain
kite,pos,made_of_wood,cslb,not_certain
ladder,pos,made_of_wood,cslb,not_certain
ladle,pos,made_of_wood,cslb,not_certain
machete,pos,made_of_wood,cslb,not_certain
mop,pos,made_of_wood,cslb,not_certain
oak,pos,made_of_wood,cslb,not_certain
organ_(musical_instrument),pos,made_of_wood,cslb,not_certain
peg,pos,made_of_wood,cslb,not_certain
pencil,pos,made_of_wood made_of_wood,cslb manually_included,certain
piano,pos,made_of_wood,cslb,not_certain
pine,pos,made_of_wood,cslb,not_certain
