concept,label,categories_str,sources_str,certainty
scooty,pos,has_wheels,cslb_crowd_pos,certain
snowplough,pos,wheel has_wheels,wn_parts cslb_crowd_pos,certain
tipper_lorry,pos,wheel has_wheels,wn_parts cslb_crowd_pos,certain
recumbent_bicycle,pos,has_wheels,cslb_crowd_pos,certain
lawnmower,pos,has_wheels,cslb_crowd_pos,certain
wheeler,pos,has_wheels,cslb_crowd_pos,certain
pushbike,pos,has_wheels,cslb_crowd_pos,certain
taxi_cab,pos,has_wheels,cslb_crowd_pos,certain
cycle_rickshaw,pos,wheel has_wheels,wn_parts cslb_crowd_pos,certain
SUV,pos,wheel has_wheels,wn_parts cslb_crowd_pos,certain
motorized_tricycle,pos,has_wheels,cslb_crowd_pos,certain
trike,pos,wheel has_wheels,wn_parts cslb_crowd_pos,certain
trishaw,pos,has_wheels,cslb_crowd_pos,certain
golf_cart,pos,wheel has_wheels,wn_parts cslb_crowd_pos,certain
pushchair,pos,wheel has_wheels,wn_parts cslb_crowd_pos,certain
towtruck,pos,has_wheels,cslb_crowd_pos,certain
wagon,pos,wheel has_wheels,wn_parts cslb_crowd_pos,certain
stroller,pos,wheel has_wheels,wn_parts cslb_crowd_pos,certain
quadbike,pos,has_wheels,cslb_crowd_pos,certain
firetruck,pos,has_wheels,cslb_crowd_pos,certain
schoolbus,pos,has_wheels,cslb_crowd_pos,certain
rickshaw,pos,wheel has_wheels,wn_parts cslb_crowd_pos,certain
station_wagon,pos,wheel has_wheels,wn_parts cslb_crowd_pos,certain
trailbike,pos,has_wheels,cslb_crowd_pos,certain
quad_bike,pos,has_wheels,cslb_crowd_pos,certain
bike,pos,wheel has_wheels,wn_parts mcrae cslb_crowd_pos,certain
minibike,pos,wheel has_wheels,wn_parts cslb_crowd_pos,certain
dumper_truck,pos,has_wheels,cslb_crowd_pos,certain
dump_truck,pos,wheel has_wheels,wn_parts cslb_crowd_pos,certain
recumbent_tricycle,pos,has_wheels,cslb_crowd_pos,certain
pickup_truck,pos,wheel has_wheels,wn_parts cslb_crowd_pos,certain
minivan,pos,wheel has_wheels,wn_parts cslb_crowd_pos,certain
hay_wagon,pos,has_wheels,cslb_crowd_pos,certain
motorcyle,pos,has_wheels,cslb_crowd_pos,certain
donkey_cart,pos,wheel has_wheels,wn_parts cslb_crowd_pos,certain
motocycle,pos,has_wheels,cslb_crowd_pos,certain
motorycle,pos,has_wheels,cslb_crowd_pos,certain
minibus,pos,has_wheels,cslb_crowd_pos,certain
scooter,pos,wheel has_wheels,wn_parts cslb_crowd_pos,certain
electric_scooter,pos,has_wheels,cslb_crowd_pos,certain
bicyle,pos,has_wheels,cslb_crowd_pos,certain
motor_scooter,pos,wheel has_wheels,wn_parts cslb_crowd_pos,certain
motorbike,pos,wheel has_wheels,wn_parts cslb_crowd_pos,certain
pushbikes,pos,has_wheels,cslb_crowd_pos,certain
motorscooter,pos,has_wheels,cslb_crowd_pos,certain
pulk,neg,has_wheels,cslb_crowd_neg,certain
schooner,neg,has_wheels,cslb_crowd_neg,certain
skidoo,neg,has_wheels,cslb_crowd_neg,certain
zorb,neg,has_wheels,cslb_crowd_neg,certain
cargo_ship,neg,has_wheels,cslb_crowd_neg,certain
packhorse,neg,has_wheels,cslb_crowd_neg,certain
tugboat,neg,has_wheels,cslb_crowd_neg,certain
