concept,label,categories_str,sources_str,certainty
Acanthisitta_chloris,pos,wing,wn_parts,not_certain
Acanthoscelides_obtectus,pos,wing,wn_parts,not_certain
Accipiter_cooperii,pos,wing,wn_parts,not_certain
Accipiter_gentilis,pos,wing,wn_parts,not_certain
Accipiter_nisus,pos,wing,wn_parts,not_certain
Accipitriformes,pos,wing,wn_parts,not_certain
Acherontia_atropos,pos,wing,wn_parts,not_certain
Acheta_assimilis,pos,wing,wn_parts,not_certain
Acheta_domestica,pos,wing,wn_parts,not_certain
Acridotheres_tristis,pos,wing,wn_parts,not_certain
Acrocephalus_schoenobaenus,pos,wing,wn_parts,not_certain
Actias_luna,pos,wing,wn_parts,not_certain
Actitis_hypoleucos,pos,wing,wn_parts,not_certain
Actitis_macularia,pos,wing,wn_parts,not_certain
Adalia_bipunctata,pos,wing,wn_parts,not_certain
Adelges_abietis,pos,wing,wn_parts,not_certain
Adelges_piceae,pos,wing,wn_parts,not_certain
Adelie,pos,wing,wn_parts,not_certain
Adelie_penguin,pos,wing,wn_parts,not_certain
Aedes_aegypti,pos,wing,wn_parts,not_certain
Aedes_albopictus,pos,wing,wn_parts,not_certain
Aegypiidae,pos,wing,wn_parts,not_certain
Aegypius_monachus,pos,wing,wn_parts,not_certain
African_gray,pos,wing,wn_parts,not_certain
African_grey,pos,wing,wn_parts,not_certain
Africanized_bee,pos,wing,wn_parts,not_certain
Africanized_honey_bee,pos,wing,wn_parts,not_certain
Afropavo_congensis,pos,wing,wn_parts,not_certain
Agelaius_phoeniceus,pos,wing,wn_parts,not_certain
Agriocharis_ocellata,pos,wing,wn_parts,not_certain
Aix_galericulata,pos,wing,wn_parts,not_certain
Aix_sponsa,pos,wing,wn_parts,not_certain
Ajaia_ajaja,pos,wing,wn_parts,not_certain
Alauda_arvensis,pos,wing,wn_parts,not_certain
Alca_torda,pos,wing,wn_parts,not_certain
Alcedo_atthis,pos,wing,wn_parts,not_certain
Alectoris_graeca,pos,wing,wn_parts,not_certain
Alectoris_ruffa,pos,wing,wn_parts,not_certain
Alectura_lathami,pos,wing,wn_parts,not_certain
Alsophila_pometaria,pos,wing,wn_parts,not_certain
Amazon_ant,pos,wing,wn_parts,not_certain
American_bittern,pos,wing,wn_parts,not_certain
American_blight,pos,wing,wn_parts,not_certain
American_cockroach,pos,wing,wn_parts,not_certain
American_coot,pos,wing,wn_parts,not_certain
American_copper,pos,wing,wn_parts,not_certain
American_creeper,pos,wing,wn_parts,not_certain
American_crow,pos,wing,wn_parts,not_certain
American_eagle,pos,wing,wn_parts,not_certain
American_egret,pos,wing,wn_parts,not_certain
American_gallinule,pos,wing,wn_parts,not_certain
American_kestrel,pos,wing,wn_parts,not_certain
American_magpie,pos,wing,wn_parts,not_certain
American_merganser,pos,wing,wn_parts,not_certain
American_oriole,pos,wing,wn_parts,not_certain
American_redstart,pos,wing,wn_parts,not_certain
American_robin,pos,wing,wn_parts,not_certain
American_water_ouzel,pos,wing,wn_parts,not_certain
American_widgeon,pos,wing,wn_parts,not_certain
American_woodcock,pos,wing,wn_parts,not_certain
Anabrus_simplex,pos,wing,wn_parts,not_certain
Anagasta_kuehniella,pos,wing,wn_parts,not_certain
