"concept"	"label"	"categories_str"	"sources_str"	"certainty"	"cosine_centroid"	"selection"
"administration"	"neg"	"medication"	"wn_hypernym"	"not_certain"	0.0708642438	3
"ministry"	"pos/neg"	"profession"	"wn_hypernym"	"not_certain"	0.0942263964	3
"peace"	"neg"	"neg"	"manually_included"	"certain"	0.108588836	3
"reserve"	"neg"	"is_dangerous"	"cslb_crowd_neg"	"certain"	0.1087589295	3
"pastorate"	"pos/neg"	"profession"	"wn_hypernym"	"not_certain"	0.108803601	3
"muller"	"neg"	"tool"	"wn_hypernym"	"not_certain"	0.111423907	3
"clergy"	"pos/neg"	"profession"	"wn_hypernym"	"not_certain"	0.1115500405	3
"square"	"neg"	"tool"	"wn_hypernym"	"not_certain"	0.1120155325	3
"hod"	"neg"	"is_dangerous"	"cslb_crowd_neg"	"certain"	0.1192589	3
"salve"	"neg"	"medication"	"wn_hypernym"	"not_certain"	0.1218312804	3
"profession"	"pos/neg"	"profession"	"wn_hypernym"	"not_certain"	0.1253323339	3
"priesthood"	"pos/neg"	"profession"	"wn_hypernym"	"not_certain"	0.1306816846	3
"rabbinate"	"pos/neg"	"profession"	"wn_hypernym"	"not_certain"	0.1331232969	3
"club"	"pos"	"is_dangerous"	"cslb"	"not_certain"	0.13317195	1
"nursing"	"pos/neg"	"profession"	"wn_hypernym"	"not_certain"	0.134650011	
"saw"	"pos"	"tool is_dangerous"	"cslb wn_hypernym"	"not_certain"	0.1349101046	
"businessmen"	"pos/neg"	"profession"	"wn_hypernym"	"not_certain"	0.1349305477	
"downer"	"neg"	"medication"	"wn_hypernym"	"not_certain"	0.1385915568	
"upset"	"neg"	"tool"	"wn_hypernym"	"not_certain"	0.1414474018	
"draft"	"neg"	"medication"	"wn_hypernym"	"not_certain"	0.1448868798	
"probationer"	"pos"	"criminal"	"wn_hypernym"	"not_certain"	0.1459958087	
"prelature"	"pos/neg"	"profession"	"wn_hypernym"	"not_certain"	0.147767742	
"prelacy"	"pos/neg"	"profession"	"wn_hypernym"	"not_certain"	0.1509810784	
"bur"	"neg"	"tool"	"wn_hypernym"	"not_certain"	0.1535962781	
"application"	"neg"	"medication"	"wn_hypernym"	"not_certain"	0.1539776408	
"burin"	"neg"	"tool"	"wn_hypernym"	"not_certain"	0.154815715	
"specific"	"neg"	"medication"	"wn_hypernym"	"not_certain"	0.1554639076	
"sander"	"neg"	"tool"	"wn_hypernym"	"not_certain"	0.1563392766	
"physic"	"neg"	"medication"	"wn_hypernym"	"not_certain"	0.1580316091	
"alum"	"neg"	"medication"	"wn_hypernym"	"not_certain"	0.1591173089	
"palliative"	"neg"	"medication"	"wn_hypernym"	"not_certain"	0.1632627401	
"style"	"neg"	"tool"	"wn_hypernym"	"not_certain"	0.1637455539	
"kiley"	"pos"	"weapon"	"wn_hypernym"	"not_certain"	0.1649676191	
"planer"	"neg"	"tool"	"wn_hypernym"	"not_certain"	0.1660908084	
"cardinalate"	"pos/neg"	"profession"	"wn_hypernym"	"not_certain"	0.1677973673	
"raper"	"pos"	"criminal"	"wn_hypernym"	"not_certain"	0.1686195902	
"scribe"	"neg"	"tool"	"wn_hypernym"	"not_certain"	0.17266188	
"restorative"	"neg"	"medication"	"wn_hypernym"	"not_certain"	0.174153983	
"medicine"	"neg"	"medication"	"wn_hypernym"	"not_certain"	0.174614012	
"buffer"	"neg"	"tool"	"wn_hypernym"	"not_certain"	0.1753943052	
"stamp"	"neg"	"tool"	"wn_hypernym"	"not_certain"	0.1758139507	
"float"	"neg"	"tool"	"wn_hypernym"	"not_certain"	0.1776067466	
"bill"	"neg"	"tool"	"wn_hypernym"	"not_certain"	0.1785729718	
"drove"	"neg"	"tool"	"wn_hypernym"	"not_certain"	0.1787475689	
"partisan"	"pos"	"weapon"	"wn_hypernym"	"not_certain"	0.1792202829	
"brand"	"pos"	"weapon"	"wn_hypernym"	"not_certain"	0.1793014827	
"graver"	"neg"	"tool"	"wn_hypernym"	"not_certain"	0.1794508144	
"panacea"	"neg"	"medication"	"wn_hypernym"	"not_certain"	0.1798821253	
"dip"	"pos"	"criminal"	"wn_hypernym"	"not_certain"	0.1799040391	
"nostrum"	"neg"	"medication"	"wn_hypernym"	"not_certain"	0.1801890577	
"preventive"	"neg"	"medication"	"wn_hypernym"	"not_certain"	0.1804001304	
"bar"	"pos/neg"	"profession"	"wn_hypernym"	"not_certain"	0.1839639793	
"lister"	"neg"	"tool"	"wn_hypernym"	"not_certain"	0.1842546602	
"moll"	"pos"	"criminal"	"wn_hypernym"	"not_certain"	0.1844206986	
"starter"	"neg"	"tool"	"wn_hypernym"	"not_certain"	0.1846305284	
"curative"	"neg"	"medication"	"wn_hypernym"	"not_certain"	0.1860003059	
"gat"	"pos"	"weapon"	"wn_hypernym"	"not_certain"	0.1876018021	
"balm"	"neg"	"medication"	"wn_hypernym"	"not_certain"	0.187873036	
"blue"	"neg"	"medication"	"wn_hypernym"	"not_certain"	0.1880410903	
"tap"	"neg"	"tool"	"wn_hypernym"	"not_certain"	0.1896573657	
"smoother"	"neg"	"tool"	"wn_hypernym"	"not_certain"	0.1897529536	
"collaborator"	"pos"	"criminal"	"wn_hypernym"	"not_certain"	0.191339881	
