concept,label,categories_str,sources_str,certainty,cosine_centroid
upset,neg,tool,wn_hypernym,not_certain,0.0947879187372882
saw,neg,tool,wn_hypernym,not_certain,0.10256550044520346
scribe,neg,tool,wn_hypernym,not_certain,0.1025974321161186
muller,neg,tool,wn_hypernym,not_certain,0.11648590585738988
drove,pos,tool cutlery,wn_hypernym,not_certain,0.12855791225630495
buffer,neg,tool,wn_hypernym,not_certain,0.13261970439762472
graver,neg,tool,wn_hypernym,not_certain,0.14627466080271811
grapple,neg,tool,wn_hypernym,not_certain,0.15296080468962667
tamper,neg,tool,wn_hypernym,not_certain,0.155670868304993
bender,neg,tool,wn_hypernym,not_certain,0.16183225653503508
square,neg,tool,wn_hypernym,not_certain,0.16597369175714274
sander,neg,tool,wn_hypernym,not_certain,0.16703507262333017
scuffle,neg,tool,wn_hypernym,not_certain,0.16901353979987657
bill,neg,tool,wn_hypernym,not_certain,0.17133440357600777
ram,neg,tool,wn_hypernym,not_certain,0.17146745989625026
opener,neg,tool,wn_hypernym,not_certain,0.17749831950521783
file,neg,tool,wn_hypernym,not_certain,0.17871142390759825
stamp,neg,tool,wn_hypernym,not_certain,0.18097909158378378
lister,neg,tool,wn_hypernym,not_certain,0.18378099824850017
dibble,neg,tool,wn_hypernym,not_certain,0.18564205439129566
clincher,neg,tool,wn_hypernym,not_certain,0.18964856854612133
style,neg,tool,wn_hypernym,not_certain,0.19178523581630227
die,pos,tool cutlery,wn_hypernym,not_certain,0.19186604693484763
gang,neg,tool,wn_hypernym,not_certain,0.19245494806411803
stamper,neg,tool,wn_hypernym,not_certain,0.19380061016256128
starter,neg,tool,wn_hypernym,not_certain,0.19396269327951576
bur,neg,tool,wn_hypernym,not_certain,0.19741911607161622
heckle,neg,tool,wn_hypernym,not_certain,0.2051283001384427
gavel,neg,tool,wn_hypernym,not_certain,0.20674272671319263
canary,neg,neg,manually_included,certain,0.20904073557701
plane,pos,tool cutlery,wn_hypernym,not_certain,0.21036552970206307
puncher,neg,tool,wn_hypernym,not_certain,0.21312218934329077
rounder,neg,tool,wn_hypernym,not_certain,0.2144429742141196
violin,neg,neg,manually_included,certain,0.21465926723009338
jack,neg,tool,wn_hypernym,not_certain,0.2159597753252006
grappler,neg,tool,wn_hypernym,not_certain,0.21960650908942211
hack,neg,tool,wn_hypernym,not_certain,0.2199762746644638
pick,pos,tool cutlery,wn_hypernym,not_certain,0.2216889932494912
