concept,label,categories_str,sources_str,certainty,cosine_centroid
administration,neg,medication,wn_hypernym,not_certain,0.07086424383122075
ministry,pos/neg,profession,wn_hypernym,not_certain,0.09422639639413198
peace,neg,neg,manually_included,certain,0.10858883595126333
reserve,neg,is_dangerous,cslb_crowd_neg,certain,0.10875892945422931
pastorate,pos/neg,profession,wn_hypernym,not_certain,0.10880360102823557
muller,neg,tool,wn_hypernym,not_certain,0.11142390701264418
clergy,pos/neg,profession,wn_hypernym,not_certain,0.11155004051795406
square,neg,tool,wn_hypernym,not_certain,0.11201553248447124
hod,neg,is_dangerous,cslb_crowd_neg,certain,0.11925890001637368
salve,neg,medication,wn_hypernym,not_certain,0.12183128038181518
profession,pos/neg,profession,wn_hypernym,not_certain,0.12533233390424903
priesthood,pos/neg,profession,wn_hypernym,not_certain,0.13068168459203203
rabbinate,pos/neg,profession,wn_hypernym,not_certain,0.13312329685862723
club,pos,is_dangerous,cslb,not_certain,0.13317194998113757
nursing,pos/neg,profession,wn_hypernym,not_certain,0.13465001095241524
saw,pos,tool is_dangerous,cslb wn_hypernym,not_certain,0.13491010462945408
businessmen,pos/neg,profession,wn_hypernym,not_certain,0.13493054765174237
downer,neg,medication,wn_hypernym,not_certain,0.13859155675183082
upset,neg,tool,wn_hypernym,not_certain,0.1414474018384876
draft,neg,medication,wn_hypernym,not_certain,0.14488687984354942
probationer,pos,criminal,wn_hypernym,not_certain,0.14599580870891343
prelature,pos/neg,profession,wn_hypernym,not_certain,0.14776774200799944
prelacy,pos/neg,profession,wn_hypernym,not_certain,0.15098107836051955
bur,neg,tool,wn_hypernym,not_certain,0.15359627814621785
application,neg,medication,wn_hypernym,not_certain,0.15397764079026732
burin,neg,tool,wn_hypernym,not_certain,0.15481571495135937
specific,neg,medication,wn_hypernym,not_certain,0.15546390763385703
sander,neg,tool,wn_hypernym,not_certain,0.15633927662697245
physic,neg,medication,wn_hypernym,not_certain,0.15803160914834619
alum,neg,medication,wn_hypernym,not_certain,0.15911730885603878
palliative,neg,medication,wn_hypernym,not_certain,0.1632627401375508
style,neg,tool,wn_hypernym,not_certain,0.1637455538685774
kiley,pos,weapon,wn_hypernym,not_certain,0.16496761908316046
planer,neg,tool,wn_hypernym,not_certain,0.16609080842759566
cardinalate,pos/neg,profession,wn_hypernym,not_certain,0.16779736732398828
raper,pos,criminal,wn_hypernym,not_certain,0.16861959018788364
scribe,neg,tool,wn_hypernym,not_certain,0.17266188003947086
restorative,neg,medication,wn_hypernym,not_certain,0.17415398301173668
medicine,neg,medication,wn_hypernym,not_certain,0.1746140120001848
buffer,neg,tool,wn_hypernym,not_certain,0.1753943051875265
stamp,neg,tool,wn_hypernym,not_certain,0.1758139507271524
float,neg,tool,wn_hypernym,not_certain,0.17760674660373607
bill,neg,tool,wn_hypernym,not_certain,0.17857297177847287
