name,indices
wiki_frequency_1,9 5 12 3 11 10 7 7 0 6 2 5 6 2 3 0 2 0 0 0 0 0 1 0
wiki_frequency_2,6 7 2 2 1 3 0 0 0 1 2 11 1 3 2 5 0 0 2 2 1 0
cosine_centroid_1,11 15 8 17 9 0 0 11 3 1 0 1 0 1 0 0
cosine_centroid_2,1 2 2 1 0 0 0 1 3 1 1 1 0 2
polysemy_1,4 0 8 1 2 0 2 1 0 1 0 1 0 0 4
polysemy_2,4 6 0 3 3 0 0 5 1 3 2 2 7 0
polysemy_3,1 5 0 2 0 5 6 1 0 1 0 7 5
conc_1,3 1 0 1 1 1 3 4 3 10 8
conc_2,9 0 4 5 3 2 6 4 1
conc_3,1 0 2 2 1 9 5
conc_4,1 0 5 3 3 10 3
fam_1,12 3 6 6 6
fam_2,7 5 3 0 0
aoa_1,4 2 1
aoa_2,1 2
aoa_3,0
