name,indices
wiki_frequency_1,82 10 17 62 34 33 17 22 46 51 65 75 5 24 46 29 59 39 63 25 19 61 2 43 62 29 12 17 5 42 14 40 16 14 24 23 13 19 22 50 40 17 31 13 0 38 7 3 17 7 12 21 16 19 27 30 19 15 24 28 13 26 21 24 3 19 11 10 16 4 18 3 1 5 14 3 12 12 8 5 2 3 6 5 5 4 0 2 1 0 3 12 12 0 6 12 13 13 2 2 4 1 5 4 4 2 4 3 2 0 0
wiki_frequency_2,17 21 13 1 14 14 17 9 14 7 3 1 6 11 2 7 7 0 7 3 0 1 0 1 0 0 44 47 52 69 10 40 50 55 14 66 34 52 13 39 55 48 20 36 5 8 53 11 29 36 57 44 46 13 25 44 28 48 32 5 45 37 22 39 2 5 28 8 32 18 9 36 31 14 2 31 7 3 24 13 20 9 25 12 14 17 11 5 6 4 2 2 1 0 9 2 1 2 5 3 1 2 2 0 0
cosine_centroid_1,3 5 2 0 0 1 0 75 29 13 55 89 22 85 33 17 75 54 11 75 71 83 69 12 9 8 19 14 5 9 13 0 5 7 2 3 2 9 4 3 6 6 1 0 1 0 0 0 37 0 0 23 4 34 13 15 0 16 33 30 28 22 12 4 17 13 25 7 3 14 15 3 2 4 15 9 0 9 13 0 1 11 8 7 0 1 1 4 1 0 2 4
cosine_centroid_2,36 65 50 12 98 57 33 38 30 7 24 11 4 8 23 13 28 8 5 23 0 16 22 17 4 5 9 16 14 17 3 7 9 2 3 11 5 5 6 0 5 4 2 1 0 1 0 23 18 7 25 6 28 25 12 9 15 20 5 17 4 10 21 26 14 21 5 22 13 19 5 0 10 3 5 0 14 11 4 6 3 6 4 5 5 2 1 1 1 5 12
polysemy_1,42 8 22 24 30 42 20 33 6 11 11 10 33 21 6 12 25 8 7 19 7 24 17 4 21 21 15 52 21 22 27 31 45 36 32 43 50 5 42 48 40 15 9 23 36 38 27 26 10 47 41 21 8 51 17 7 5 28 13 4 24 18 23 14 33 8 15 4 7 23 34 8 12 12 8 18 20 19 26 7 6 4 2 8 14 14 13 9 2 0
polysemy_2,15 4 16 35 38 27 39 8 6 0 1 7 0 4 4 0 0 1 0 39 22 58 15 54 6 0 31 32 18 32 46 38 47 56 49 45 8 23 20 48 42 15 37 12 2 34 24 7
polysemy_3,18 0 11 15 8 7 8 7 66 47 60 46 57 28 74 13 68 53 7 5 3 1 0 0 0 42 28 34 50 32 62 45 21 31 50 60 40 41 61 57 57 48 2 11 53 39
polysemy_4,0 18 50 59 17 20 7 9 14 4 0 2 8 0 4 7 2 6 69 30 24 20 47 44 43
conc_1,78 3 21 2 12 17 7 37 6 7 47 21 12 69 49 18 31 7 39 0 3 0 0 0
conc_2,14 0 16 22 24 80 3 8 7 8 2 10 8 9 2 5 3 2 8 55 74 1 69
fam_1,0 19 21 3 16 3 4 48 85 80 55 11 88 71 43 35 71 36 68
fam_2,32 7 66 16 35 28 69 1 0
fam_3,3 36 5 0 4 3 1
aoa_1,95 6 0
aoa_2,1 0
aoa_3,1
