name,indices
wiki_frequency_1,1 5 36 36 14 18 7 21 31 2 6 27 25 12 9 5 18 20 15 12 11 8 16 14 6 0 7 11 9 1 0 7 6 0 6 5 0 0 1 1 0 10 6 7 11 3 10 2 3 6 4 1 2 2 1 0 0
wiki_frequency_2,10 9 14 2 6 4 7 8 0 2 0 0 3 3 0 0 0 10 1 13 10 12 7 6 4 8 5 6 3 1 0 2 1 0 17 5 14 16 4 3 9 7 5 4 4 2 3 1 1 1 0 1 0 0
cosine_centroid_1,27 23 11 5 0 22 19 10 24 22 19 13 6 9 7 6 7 0 1 3 0 2 0 0 17 27 5 20 17 18 3 12 14 0 4 9 15 7 4 8 11 2 10 10 2 0 7 5 2 1 2 2
cosine_centroid_2,16 13 11 19 4 15 17 2 10 14 3 4 7 1 2 0 6 0 0 0 0 17 19 14 0 23 24 6 5 7 7 15 13 4 2 0 7 4 10
polysemy_1,8 8 4 3 7 10 3 2 5 5 4 6 2 1 0 2 1 2 16 33 9 19 27 6 2 28 13 14 10 20 20 15 0 18 18
polysemy_2,7 12 3 10 0 15 4 9 11 9 3 4 8 2 1 5 1 9 3 7 27 11 10 3
polysemy_3,10 4 3 1 7 4 6 3 6 1 0 0 3 1 1 0 6 22 7 26 14
polysemy_4,1 0 0 38 45 1 24 12 33 21 9 34 0 11 13 32 2
conc_1,3 2 23 0 0 0 12 8 36 28 25 36 38 38 24 15
conc_2,3 1 2 47 38 9 10 37 20 40 3 40 13 7 4 22
fam_1,31 33 15 0 0
fam_2,1 0 1 0 21
fam_3,0 3
aoa_1,9 0
aoa_2,0
aoa_3,0
aoa_4,0
