name,indices
wiki_frequency_1,2 8 5 4 1 5 0 0 0 1 0 2 0 4 3 3 2 0 0 1 1 0 0
wiki_frequency_2,3 8 2 9 7 10 0 8 4 2 3 0 2 1 0 0 0
cosine_centroid_1,7 8 6 8 1 3 3 1 0 2 0 2 0 0
cosine_centroid_2,7 10 7 4 10 4 0 1 6 0 2 1 1 0 0 0
cosine_centroid_3,1 0 0 2 1 3 0 0 0 1 0 0 6
polysemy_1,8 6 1 5 8 6 1 1 3 0 3 0 1 0 6
polysemy_2,1 10 1 0 0 1 5 2 0 0 0 0
polysemy_3,2 1 0 7 8 6 0 2 4 1 1 1 3 4
polysemy_4,4 1 2 9 8 2 4 6 2 2 1 5
conc_1,5 2 6 3 1 1 6 6 6 0 7
conc_2,3 7 11 10 9 7 0 9 9 0
conc_3,1 0 14 8 3 0
fam_1,9 11 4 1 1
fam_2,5 6
fam_3,1 0 0
aoa_1,16 7 0
aoa_2,0 0
aoa_3,1 4
