concept,label,categories_str,sources_str,certainty
meaning,pos,grasp,manual_seed_data,not_certain
idea,pos,grasp,manual_seed_data,not_certain
concept,pos,grasp,manual_seed_data,not_certain
practices,pos,grasp,manual_seed_data,not_certain
plan,pos,grasp,manual_seed_data,not_certain
problem,pos,grasp,manual_seed_data,not_certain
arm,pos,grasp,manual_seed_data,not_certain
railing,pos,grasp,manual_seed_data,not_certain
pen,pos,grasp animal,wn_hypernym manual_seed_data,not_certain
handle,pos,grasp,manual_seed_data,not_certain
door_knob,pos,grasp,manual_seed_data,not_certain
animal,neg,animal,wn_hypernym,not_certain
animate_being,neg,animal,wn_hypernym,not_certain
beast,neg,animal,wn_hypernym,not_certain
brute,neg,animal,wn_hypernym,not_certain
creature,neg,animal,wn_hypernym,not_certain
fauna,neg,animal,wn_hypernym,not_certain
acrodont,neg,animal,wn_hypernym,not_certain
adult,neg,animal,wn_hypernym,not_certain
biped,neg,animal,wn_hypernym,not_certain
captive,neg,animal,wn_hypernym,not_certain
chordate,neg,animal,wn_hypernym,not_certain
creepy-crawly,neg,animal,wn_hypernym,not_certain
critter,neg,animal,wn_hypernym,not_certain
darter,neg,animal,wn_hypernym,not_certain
domesticated_animal,neg,animal,wn_hypernym,not_certain
domestic_animal,neg,animal,wn_hypernym,not_certain
fertilized_egg,neg,animal,wn_hypernym,not_certain
embryo,neg,animal,wn_hypernym,not_certain
conceptus,neg,animal,wn_hypernym,not_certain
feeder,neg,animal,wn_hypernym,not_certain
female,neg,animal,wn_hypernym,not_certain
fictional_animal,neg,animal,wn_hypernym,not_certain
game,neg,animal,wn_hypernym,not_certain
giant,neg,animal,wn_hypernym,not_certain
herbivore,neg,animal,wn_hypernym,not_certain
hexapod,neg,animal,wn_hypernym,not_certain
homotherm,neg,animal,wn_hypernym,not_certain
homoiotherm,neg,animal,wn_hypernym,not_certain
homeotherm,neg,animal,wn_hypernym,not_certain
insectivore,neg,animal,wn_hypernym,not_certain
invertebrate,neg,animal,wn_hypernym,not_certain
larva,neg,animal,wn_hypernym,not_certain
male,neg,animal,wn_hypernym,not_certain
marine_animal,neg,animal,wn_hypernym,not_certain
sea_creature,neg,animal,wn_hypernym,not_certain
sea_animal,neg,animal,wn_hypernym,not_certain
marine_creature,neg,animal,wn_hypernym,not_certain
mate,neg,animal,wn_hypernym,not_certain
metazoan,neg,animal,wn_hypernym,not_certain
migrator,neg,animal,wn_hypernym,not_certain
moulter,neg,animal,wn_hypernym,not_certain
molter,neg,animal,wn_hypernym,not_certain
mutant,neg,animal,wn_hypernym,not_certain
omnivore,neg,animal,wn_hypernym,not_certain
peeper,neg,animal,wn_hypernym,not_certain
pest,neg,animal,wn_hypernym,not_certain
pet,neg,animal,wn_hypernym,not_certain
pleurodont,neg,animal,wn_hypernym,not_certain
ectotherm,neg,animal,wn_hypernym,not_certain
poikilotherm,neg,animal,wn_hypernym,not_certain
predatory_animal,neg,animal,wn_hypernym,not_certain
predator,neg,animal,wn_hypernym,not_certain
quarry,neg,animal,wn_hypernym,not_certain
prey,neg,animal,wn_hypernym,not_certain
racer,neg,animal,wn_hypernym,not_certain
range_animal,neg,animal,wn_hypernym,not_certain
scavenger,neg,animal,wn_hypernym,not_certain
stayer,neg,animal,wn_hypernym,not_certain
stunt,neg,animal,wn_hypernym,not_certain
survivor,neg,animal,wn_hypernym,not_certain
pureblood,neg,animal,wn_hypernym,not_certain
thoroughbred,neg,animal,wn_hypernym,not_certain
purebred,neg,animal,wn_hypernym,not_certain
varment,neg,animal,wn_hypernym,not_certain
varmint,neg,animal,wn_hypernym,not_certain
work_animal,neg,animal,wn_hypernym,not_certain
young,neg,animal,wn_hypernym,not_certain
offspring,neg,animal,wn_hypernym,not_certain
zooplankton,neg,animal,wn_hypernym,not_certain
cephalochordate,neg,animal,wn_hypernym,not_certain
tunicate,neg,animal,wn_hypernym,not_certain
urochord,neg,animal,wn_hypernym,not_certain
urochordate,neg,animal,wn_hypernym,not_certain
craniate,neg,animal,wn_hypernym,not_certain
vertebrate,neg,animal,wn_hypernym,not_certain
domestic_dog,neg,animal,wn_hypernym,not_certain
dog,neg,animal,wn_hypernym,not_certain
Canis_familiaris,neg,animal,wn_hypernym,not_certain
Felis_catus,neg,animal,wn_hypernym,not_certain
house_cat,neg,animal,wn_hypernym,not_certain
Felis_domesticus,neg,animal,wn_hypernym,not_certain
domestic_cat,neg,animal,wn_hypernym,not_certain
head,neg,animal,wn_hypernym,not_certain
stocker,neg,animal,wn_hypernym,not_certain
stray,neg,animal,wn_hypernym,not_certain
blastula,neg,animal,wn_hypernym,not_certain
blastosphere,neg,animal,wn_hypernym,not_certain
gastrula,neg,animal,wn_hypernym,not_certain
morula,neg,animal,wn_hypernym,not_certain
dam,neg,animal,wn_hypernym,not_certain
female_mammal,neg,animal,wn_hypernym,not_certain
filly,neg,animal,wn_hypernym,not_certain
hen,neg,animal,wn_hypernym,not_certain
big_game,neg,animal,wn_hypernym,not_certain
game_bird,neg,animal,wn_hypernym,not_certain
arthropod,neg,animal,wn_hypernym,not_certain
lampshell,neg,animal,wn_hypernym,not_certain
brachiopod,neg,animal,wn_hypernym,not_certain
lamp_shell,neg,animal,wn_hypernym,not_certain
sea_mat,neg,animal,wn_hypernym,not_certain
moss_animal,neg,animal,wn_hypernym,not_certain
bryozoan,neg,animal,wn_hypernym,not_certain
sea_moss,neg,animal,wn_hypernym,not_certain
