concept,label,categories_str,sources_str,certainty
dishes,pos,drop,manual_seed_data,not_certain
keyes,pos,drop,manual_seed_data,not_certain
rain,pos,drop,manual_seed_data,not_certain
ball,pos,drop object,wn_hypernym manual_seed_data,not_certain
jaw,pos,drop object,wn_hypernym manual_seed_data,not_certain
bombs,pos,drop,manual_seed_data,not_certain
pen,pos,drop object,wn_hypernym manual_seed_data,not_certain
wallet,pos,drop object,wn_hypernym manual_seed_data,not_certain
news,pos,drop,manual_seed_data,not_certain
lawsuit,pos,drop,manual_seed_data,not_certain
stock_price,pos,drop,manual_seed_data,not_certain
stock_market,pos,drop object,wn_hypernym manual_seed_data,not_certain
score,pos,drop measure,wn_hypernym manual_seed_data,not_certain
person,pos,drop object,wn_hypernym manual_seed_data,not_certain
sound,pos,drop,manual_seed_data,not_certain
quality,pos,drop,manual_seed_data,not_certain
motivation,pos,drop,manual_seed_data,not_certain
idea,pos,drop,manual_seed_data,not_certain
plan,pos,drop object,wn_hypernym manual_seed_data,not_certain
object,pos,object,wn_hypernym,not_certain
physical_object,pos,object,wn_hypernym,not_certain
catch,pos,object measure,wn_hypernym,not_certain
good_luck_charm,pos,object,wn_hypernym,not_certain
charm,pos,object,wn_hypernym,not_certain
commemorative,pos,object,wn_hypernym,not_certain
peculiarity,pos,object,wn_hypernym,not_certain
curiosity,pos,object,wn_hypernym,not_certain
rarity,pos,object,wn_hypernym,not_certain
curio,pos,object,wn_hypernym,not_certain
oddment,pos,object,wn_hypernym,not_certain
oddity,pos,object,wn_hypernym,not_certain
discard,pos,object,wn_hypernym,not_certain
draw,pos,object,wn_hypernym,not_certain
lot,pos,object measure,wn_hypernym,not_certain
film,pos,object,wn_hypernym,not_certain
finding,pos,object,wn_hypernym,not_certain
floater,pos,object,wn_hypernym,not_certain
vehicle,pos,object,wn_hypernym,not_certain
fomite,pos,object,wn_hypernym,not_certain
geological_formation,pos,object,wn_hypernym,not_certain
formation,pos,object,wn_hypernym,not_certain
growth,pos,object,wn_hypernym,not_certain
hail,pos,object,wn_hypernym,not_certain
head,pos,object measure,wn_hypernym,not_certain
hoodoo,pos,object,wn_hypernym,not_certain
ice,pos,object,wn_hypernym,not_certain
je_ne_sais_quoi,pos,object,wn_hypernym,not_certain
token,pos,object,wn_hypernym,not_certain
keepsake,pos,object,wn_hypernym,not_certain
relic,pos,object,wn_hypernym,not_certain
souvenir,pos,object,wn_hypernym,not_certain
ground,pos,object,wn_hypernym,not_certain
soil,pos,object,wn_hypernym,not_certain
land,pos,object,wn_hypernym,not_certain
solid_ground,pos,object,wn_hypernym,not_certain
terra_firma,pos,object,wn_hypernym,not_certain
earth,pos,object,wn_hypernym,not_certain
dry_land,pos,object,wn_hypernym,not_certain
location,pos,object,wn_hypernym,not_certain
filler,pos,object measure,wn_hypernym,not_certain
makeweight,pos,object,wn_hypernym,not_certain
moon,pos,object measure,wn_hypernym,not_certain
neighbor,pos,object,wn_hypernym,not_certain
neighbour,pos,object,wn_hypernym,not_certain
paring,pos,object,wn_hypernym,not_certain
part,pos,object,wn_hypernym,not_certain
portion,pos,object measure,wn_hypernym,not_certain
property,pos,object,wn_hypernym,not_certain
prop,pos,object,wn_hypernym,not_certain
remains,pos,object,wn_hypernym,not_certain
ribbon,pos,object,wn_hypernym,not_certain
thread,pos,object,wn_hypernym,not_certain
shiner,pos,object,wn_hypernym,not_certain
snake,pos,object,wn_hypernym,not_certain
stuff,pos,object,wn_hypernym,not_certain
trifle,pos,object,wn_hypernym,not_certain
small_beer,pos,object,wn_hypernym,not_certain
trivia,pos,object,wn_hypernym,not_certain
triviality,pos,object,wn_hypernym,not_certain
vagabond,pos,object,wn_hypernym,not_certain
wall,pos,object,wn_hypernym,not_certain
web,pos,object,wn_hypernym,not_certain
unit,pos,object measure,wn_hypernym,not_certain
whole,pos,object,wn_hypernym,not_certain
amulet,pos,object,wn_hypernym,not_certain
talisman,pos,object,wn_hypernym,not_certain
juju,pos,object,wn_hypernym,not_certain
fetish,pos,object,wn_hypernym,not_certain
voodoo,pos,object,wn_hypernym,not_certain
fetich,pos,object,wn_hypernym,not_certain
knickknackery,pos,object,wn_hypernym,not_certain
bric-a-brac,pos,object,wn_hypernym,not_certain
knickknack,pos,object,wn_hypernym,not_certain
whatnot,pos,object,wn_hypernym,not_certain
nicknack,pos,object,wn_hypernym,not_certain
collectible,pos,object,wn_hypernym,not_certain
collectable,pos,object,wn_hypernym,not_certain
piece_de_resistance,pos,object,wn_hypernym,not_certain
showpiece,pos,object,wn_hypernym,not_certain
collector's_item,pos,object,wn_hypernym,not_certain
scum,pos,object,wn_hypernym,not_certain
slick,pos,object,wn_hypernym,not_certain
soap_film,pos,object,wn_hypernym,not_certain
iceberg,pos,object,wn_hypernym,not_certain
berg,pos,object,wn_hypernym,not_certain
aquifer,pos,object,wn_hypernym,not_certain
beach,pos,object,wn_hypernym,not_certain
cave,pos,object,wn_hypernym,not_certain
drop,pos,object measure,wn_hypernym,not_certain
drop-off,pos,object,wn_hypernym,not_certain
cliff,pos,object,wn_hypernym,not_certain
delta,pos,object,wn_hypernym,not_certain
diapir,pos,object,wn_hypernym,not_certain
folium,pos,object,wn_hypernym,not_certain
foreshore,pos,object,wn_hypernym,not_certain
ice_mass,pos,object,wn_hypernym,not_certain
lakefront,pos,object,wn_hypernym,not_certain
massif,pos,object,wn_hypernym,not_certain
monocline,pos,object,wn_hypernym,not_certain
mouth,pos,object,wn_hypernym,not_certain
natural_depression,pos,object,wn_hypernym,not_certain
depression,pos,object,wn_hypernym,not_certain
natural_elevation,pos,object,wn_hypernym,not_certain
elevation,pos,object,wn_hypernym,not_certain
oceanfront,pos,object,wn_hypernym,not_certain
range,pos,object,wn_hypernym,not_certain
mountain_chain,pos,object,wn_hypernym,not_certain
range_of_mountains,pos,object,wn_hypernym,not_certain
mountain_range,pos,object,wn_hypernym,not_certain
chain_of_mountains,pos,object,wn_hypernym,not_certain
